Date (MM/DD/YYYY),Net Asset Value (INR)
07/08/2025,10.0056
07/09/2025,10.0058
07/10/2025,10.0069
07/11/2025,10.0077
07/14/2025,10.0114
07/15/2025,10.0122
07/16/2025,10.0135
07/17/2025,10.0148
07/18/2025,10.0161
07/21/2025,10.0203
07/22/2025,10.0217
07/23/2025,10.0232
07/24/2025,10.0248
07/25/2025,10.0275
07/28/2025,10.0297
07/29/2025,10.0315
07/30/2025,10.0334
07/31/2025,10.0329
08/01/2025,10.0315
08/04/2025,10.0457
08/05/2025,10.0470
08/06/2025,10.0360
08/07/2025,10.0370
08/08/2025,10.0310
08/11/2025,10.0353
08/12/2025,10.0278
08/13/2025,10.0320
08/14/2025,10.0462
08/18/2025,10.0368
08/19/2025,10.0263
08/20/2025,10.0390
08/21/2025,10.0451
08/22/2025,10.0335
08/25/2025,10.0294
08/26/2025,10.0024
08/28/2025,10.0091
08/29/2025,9.9468
09/01/2025,9.9516
09/02/2025,9.9528
09/03/2025,9.9542
09/04/2025,9.9621
09/05/2025,9.9694
09/09/2025,9.9738
09/10/2025,9.9755
09/11/2025,9.9792
09/12/2025,9.9780
09/15/2025,9.9793
09/16/2025,9.9710
09/17/2025,9.9766
09/18/2025,9.9714
09/19/2025,9.9750
09/22/2025,9.9823
09/23/2025,9.9883
09/24/2025,9.9877
09/25/2025,9.9883
09/26/2025,9.9752
09/29/2025,9.9776
09/30/2025,9.9702
10/01/2025,9.9969
