Date (MM/DD/YYYY),Net Asset Value (INR)
10/21/2022,10.0000
10/25/2022,10.0000
10/27/2022,10.0000
10/28/2022,10.0000
10/31/2022,9.9999
11/01/2022,9.9999
11/02/2022,9.9999
11/03/2022,9.9999
11/04/2022,9.9999
11/07/2022,9.9999
11/09/2022,9.9999
11/10/2022,9.9999
11/11/2022,9.9999
11/14/2022,9.9997
11/15/2022,10.0011
11/16/2022,10.0024
11/17/2022,10.0037
11/18/2022,10.0049
11/21/2022,10.0085
11/22/2022,10.0098
11/24/2022,10.0123
11/25/2022,10.0136
11/28/2022,10.0173
11/29/2022,10.0175
11/30/2022,10.0190
12/01/2022,10.0205
12/02/2022,10.0220
12/05/2022,10.0264
12/06/2022,10.0277
12/07/2022,10.0292
12/08/2022,10.0307
12/09/2022,10.0322
12/12/2022,10.0365
12/13/2022,10.0379
12/14/2022,10.0394
12/15/2022,10.0410
12/16/2022,10.0424
12/19/2022,10.0475
12/20/2022,10.0492
12/21/2022,10.0509
12/22/2022,10.0526
12/23/2022,10.0543
12/26/2022,10.0594
12/27/2022,10.0611
12/28/2022,10.0628
12/29/2022,10.0644
12/30/2022,10.0661
01/02/2023,10.0710
01/03/2023,10.0726
01/04/2023,10.0742
01/05/2023,10.0758
01/06/2023,10.0774
01/09/2023,10.0822
01/10/2023,10.0838
01/11/2023,10.0854
01/12/2023,10.0870
01/13/2023,10.0885
01/16/2023,10.0933
01/17/2023,10.0949
01/18/2023,10.0965
01/19/2023,10.0981
01/20/2023,10.0996
01/23/2023,10.1046
01/24/2023,10.1063
01/25/2023,10.1081
01/27/2023,10.1115
01/30/2023,10.1167
01/31/2023,10.1184
02/01/2023,10.1201
02/02/2023,10.1218
02/03/2023,10.1235
02/06/2023,10.1283
02/07/2023,10.1299
02/08/2023,10.1315
02/09/2023,10.1332
02/10/2023,10.1350
02/13/2023,10.1403
02/14/2023,10.1419
02/15/2023,10.1436
02/16/2023,10.1453
02/17/2023,10.1470
02/20/2023,10.1521
02/21/2023,10.1539
02/22/2023,10.1556
02/23/2023,10.1573
02/24/2023,10.1591
02/27/2023,10.1645
02/28/2023,10.1660
03/01/2023,10.1676
03/02/2023,10.1693
03/03/2023,10.1710
03/06/2023,10.1763
03/08/2023,10.1799
03/09/2023,10.1816
03/10/2023,10.1835
03/13/2023,10.1898
03/14/2023,10.1917
03/15/2023,10.1939
03/16/2023,10.1950
03/17/2023,10.1967
03/20/2023,10.2024
03/21/2023,10.2047
03/23/2023,10.2100
03/24/2023,10.2123
03/27/2023,10.2177
03/28/2023,10.2174
03/29/2023,10.2151
03/31/2023,10.2249
04/03/2023,10.2349
04/05/2023,10.2400
04/06/2023,10.2414
04/10/2023,10.2508
04/11/2023,10.2530
04/12/2023,10.2549
04/13/2023,10.2572
04/17/2023,10.2646
04/18/2023,10.2666
04/19/2023,10.2682
04/20/2023,10.2698
04/21/2023,10.2716
04/24/2023,10.2766
04/25/2023,10.2783
04/26/2023,10.2798
04/27/2023,10.2815
04/28/2023,10.2832
05/02/2023,10.2903
05/03/2023,10.2922
05/04/2023,10.2941
05/08/2023,10.3017
05/09/2023,10.3038
05/10/2023,10.3057
05/11/2023,10.3075
05/12/2023,10.3094
05/15/2023,10.3150
05/16/2023,10.3169
05/17/2023,10.3193
05/18/2023,10.3219
05/19/2023,10.3243
05/22/2023,10.3305
05/23/2023,10.3335
05/24/2023,10.3350
05/26/2023,10.3384
05/29/2023,10.3440
05/30/2023,10.3453
05/31/2023,10.3473
06/01/2023,10.3493
06/02/2023,10.3515
06/05/2023,10.3572
06/06/2023,10.3593
06/07/2023,10.3611
06/08/2023,10.3630
06/09/2023,10.3645
06/12/2023,10.3697
06/13/2023,10.3716
06/14/2023,10.3732
06/15/2023,10.3752
06/16/2023,10.3773
06/19/2023,10.3830
06/20/2023,10.3848
06/21/2023,10.3869
06/22/2023,10.3891
06/23/2023,10.3908
06/26/2023,10.3963
06/27/2023,10.3976
06/28/2023,10.3993
06/30/2023,10.4031
07/03/2023,10.4090
07/04/2023,10.4121
07/05/2023,10.4141
07/06/2023,10.4160
07/11/2023,10.4252
07/12/2023,10.4270
07/13/2023,10.4291
07/14/2023,10.4313
07/17/2023,10.4368
07/18/2023,10.4387
07/19/2023,10.4406
07/20/2023,10.4426
07/21/2023,10.4444
07/24/2023,10.4499
07/25/2023,10.4517
07/26/2023,10.4535
07/27/2023,10.4555
07/28/2023,10.4574
07/31/2023,10.4627
08/01/2023,10.4646
08/02/2023,10.4667
08/03/2023,10.4688
08/04/2023,10.4708
08/07/2023,10.4764
08/08/2023,10.4780
08/09/2023,10.4796
08/10/2023,10.4815
08/11/2023,10.4829
08/14/2023,10.4886
08/17/2023,10.4940
08/18/2023,10.4957
08/21/2023,10.5015
08/22/2023,10.5033
08/23/2023,10.5053
08/24/2023,10.5072
08/25/2023,10.5093
08/28/2023,10.5151
08/29/2023,10.5172
08/30/2023,10.5190
08/31/2023,10.5210
09/01/2023,10.5231
09/04/2023,10.5290
09/05/2023,10.5309
09/06/2023,10.5329
