Date (MM/DD/YYYY),Net Asset Value (INR)
08/19/2022,10.0000
08/22/2022,10.0000
08/24/2022,9.9978
08/25/2022,9.9993
08/26/2022,10.0006
08/29/2022,10.0044
08/30/2022,10.0058
09/01/2022,10.0085
09/02/2022,10.0099
09/05/2022,10.0144
09/06/2022,10.0160
09/07/2022,10.0175
09/08/2022,10.0189
09/09/2022,10.0201
09/12/2022,10.0243
09/13/2022,10.0253
09/14/2022,10.0264
09/15/2022,10.0274
09/16/2022,10.0285
09/19/2022,10.0326
09/20/2022,10.0336
09/21/2022,10.0344
09/22/2022,10.0355
09/23/2022,10.0369
09/26/2022,10.0411
09/27/2022,10.0418
09/28/2022,10.0414
09/29/2022,10.0421
09/30/2022,10.0449
10/03/2022,10.0515
10/04/2022,10.0555
10/06/2022,10.0587
10/07/2022,10.0602
10/10/2022,10.0642
10/11/2022,10.0653
10/12/2022,10.0654
10/13/2022,10.0664
10/14/2022,10.0680
10/17/2022,10.0727
10/18/2022,10.0744
10/19/2022,10.0762
10/20/2022,10.0778
10/21/2022,10.0794
10/25/2022,10.0854
10/27/2022,10.0889
10/28/2022,10.0906
10/31/2022,10.0957
11/01/2022,10.0975
11/02/2022,10.0996
11/03/2022,10.1018
11/04/2022,10.1037
11/07/2022,10.1086
11/09/2022,10.1123
11/10/2022,10.1138
11/11/2022,10.1157
11/14/2022,10.1208
11/15/2022,10.1226
11/16/2022,10.1243
11/17/2022,10.1260
11/18/2022,10.1278
11/21/2022,10.1328
11/22/2022,10.1344
11/24/2022,10.1377
11/25/2022,10.1394
11/28/2022,10.1446
11/29/2022,10.1465
11/30/2022,10.1483
12/01/2022,10.1502
12/02/2022,10.1518
12/05/2022,10.1567
12/06/2022,10.1584
12/07/2022,10.1602
12/08/2022,10.1618
12/09/2022,10.1635
12/12/2022,10.1687
12/13/2022,10.1705
12/14/2022,10.1721
12/15/2022,10.1738
12/16/2022,10.1753
12/19/2022,10.1804
12/20/2022,10.1822
12/21/2022,10.1840
12/22/2022,10.1861
12/23/2022,10.1880
12/26/2022,10.1934
12/27/2022,10.1879
12/28/2022,10.1858
12/29/2022,10.1878
12/30/2022,10.1900
01/02/2023,10.1951
01/03/2023,10.1975
01/04/2023,10.1994
01/05/2023,10.2012
01/06/2023,10.2017
01/09/2023,10.2100
01/10/2023,10.2078
01/11/2023,10.2135
01/12/2023,10.2195
01/13/2023,10.2212
01/16/2023,10.2228
01/17/2023,10.2219
01/18/2023,10.2245
01/19/2023,10.2263
01/20/2023,10.2274
01/23/2023,10.2352
01/24/2023,10.2397
01/25/2023,10.2408
01/27/2023,10.2369
01/30/2023,10.2411
01/31/2023,10.2454
02/01/2023,10.2528
02/02/2023,10.2489
02/03/2023,10.2483
02/06/2023,10.2585
02/07/2023,10.2586
02/08/2023,10.2441
02/09/2023,10.2457
02/10/2023,10.2469
02/13/2023,10.2435
02/14/2023,10.2317
02/15/2023,10.2310
02/16/2023,10.2409
02/17/2023,10.2325
02/20/2023,10.2453
02/21/2023,10.2513
02/22/2023,10.2411
02/23/2023,10.2442
02/24/2023,10.2516
02/27/2023,10.2469
02/28/2023,10.2486
03/01/2023,10.2493
03/02/2023,10.2496
03/03/2023,10.2587
03/06/2023,10.2624
03/08/2023,10.2586
03/09/2023,10.2625
03/10/2023,10.2752
03/13/2023,10.2914
03/14/2023,10.2958
03/15/2023,10.2885
03/16/2023,10.2879
03/17/2023,10.2989
03/20/2023,10.3133
03/21/2023,10.2999
03/23/2023,10.3040
03/24/2023,10.3104
03/27/2023,10.3232
03/28/2023,10.2953
03/29/2023,10.3039
03/31/2023,10.3305
04/03/2023,10.3241
04/05/2023,10.3424
04/06/2023,10.3742
04/10/2023,10.3824
04/11/2023,10.3883
04/12/2023,10.3894
04/13/2023,10.3902
04/17/2023,10.3946
04/18/2023,10.4053
04/19/2023,10.4105
04/20/2023,10.4157
04/21/2023,10.4279
04/24/2023,10.4529
04/25/2023,10.4664
04/26/2023,10.4766
04/27/2023,10.4811
04/28/2023,10.4798
05/02/2023,10.4812
05/03/2023,10.5151
05/04/2023,10.4996
05/08/2023,10.5102
05/09/2023,10.5129
05/10/2023,10.5117
05/11/2023,10.5066
05/12/2023,10.5210
05/15/2023,10.5314
05/16/2023,10.5350
05/17/2023,10.5367
05/18/2023,10.5350
05/19/2023,10.5513
05/22/2023,10.5735
05/23/2023,10.5646
05/24/2023,10.5662
05/26/2023,10.5686
05/29/2023,10.5663
05/30/2023,10.5675
05/31/2023,10.5723
06/01/2023,10.5752
06/02/2023,10.5759
06/05/2023,10.5780
06/06/2023,10.5819
06/07/2023,10.5801
06/08/2023,10.5762
06/09/2023,10.5658
06/12/2023,10.5684
06/13/2023,10.5702
06/14/2023,10.5702
06/15/2023,10.5635
06/16/2023,10.5631
06/19/2023,10.5649
06/20/2023,10.5765
06/21/2023,10.5764
06/22/2023,10.5665
06/23/2023,10.5729
06/26/2023,10.5803
06/27/2023,10.5822
06/28/2023,10.5935
06/30/2023,10.5889
07/03/2023,10.5820
07/04/2023,10.5849
07/05/2023,10.5865
07/06/2023,10.5793
07/11/2023,10.5961
07/12/2023,10.5933
07/13/2023,10.6031
07/14/2023,10.6043
07/17/2023,10.6168
07/18/2023,10.6319
07/19/2023,10.6367
07/20/2023,10.6389
07/21/2023,10.6350
07/24/2023,10.6421
07/25/2023,10.6364
07/26/2023,10.6407
07/27/2023,10.6371
07/28/2023,10.6253
07/31/2023,10.6281
08/01/2023,10.6376
08/02/2023,10.6370
08/03/2023,10.6334
08/04/2023,10.6302
08/07/2023,10.6348
08/08/2023,10.6381
08/09/2023,10.6398
08/10/2023,10.6416
08/11/2023,10.6317
08/14/2023,10.6408
08/17/2023,10.6284
08/18/2023,10.6339
08/21/2023,10.6469
08/22/2023,10.6511
08/23/2023,10.6546
08/24/2023,10.6607
08/25/2023,10.6683
08/28/2023,10.6797
08/29/2023,10.6846
08/30/2023,10.6833
08/31/2023,10.6978
09/01/2023,10.6946
09/04/2023,10.7037
09/05/2023,10.7058
09/06/2023,10.7003
09/07/2023,10.7138
09/08/2023,10.7106
09/11/2023,10.7119
09/12/2023,10.7108
09/13/2023,10.7154
09/14/2023,10.7285
09/15/2023,10.7158
09/18/2023,10.7241
09/20/2023,10.7284
09/21/2023,10.7310
09/22/2023,10.7327
09/25/2023,10.7388
09/26/2023,10.7492
09/27/2023,10.7543
09/28/2023,10.7421
10/03/2023,10.7595
10/04/2023,10.7610
10/05/2023,10.7710
10/06/2023,10.7250
10/09/2023,10.7122
10/10/2023,10.7150
10/11/2023,10.7285
10/12/2023,10.7269
10/13/2023,10.7297
10/16/2023,10.7358
10/17/2023,10.7412
10/18/2023,10.7400
10/19/2023,10.7315
10/20/2023,10.7355
10/23/2023,10.7373
10/25/2023,10.7465
10/26/2023,10.7484
10/27/2023,10.7508
10/30/2023,10.7565
10/31/2023,10.7612
11/01/2023,10.7607
11/02/2023,10.7697
11/03/2023,10.7742
11/06/2023,10.7883
11/07/2023,10.7908
11/08/2023,10.7961
11/09/2023,10.8032
11/10/2023,10.8018
11/13/2023,10.8056
11/15/2023,10.8202
11/16/2023,10.8199
11/17/2023,10.7969
11/20/2023,10.7970
11/21/2023,10.7993
11/22/2023,10.8013
11/23/2023,10.8058
11/24/2023,10.7972
11/28/2023,10.8044
11/29/2023,10.8147
11/30/2023,10.8135
12/01/2023,10.8045
12/04/2023,10.8133
12/05/2023,10.8129
12/06/2023,10.8170
12/07/2023,10.8183
12/08/2023,10.8217
12/11/2023,10.8268
12/12/2023,10.8211
12/13/2023,10.8254
12/14/2023,10.8405
12/15/2023,10.8505
12/18/2023,10.8570
12/19/2023,10.8617
12/20/2023,10.8642
12/21/2023,10.8681
12/22/2023,10.8714
12/26/2023,10.8753
12/27/2023,10.8775
12/28/2023,10.8785
12/29/2023,10.8896
01/01/2024,10.9034
01/02/2024,10.9032
01/03/2024,10.8970
01/04/2024,10.8886
01/08/2024,10.9018
01/09/2024,10.9004
01/10/2024,10.9114
01/11/2024,10.9017
01/15/2024,10.9272
01/16/2024,10.9309
01/17/2024,10.9344
01/18/2024,10.9341
01/19/2024,10.9277
01/23/2024,10.9366
01/24/2024,10.9419
01/25/2024,10.9428
01/29/2024,10.9580
01/30/2024,10.9624
01/31/2024,10.9710
02/01/2024,11.0065
02/02/2024,11.0224
02/05/2024,11.0124
02/06/2024,11.0158
02/07/2024,11.0216
02/08/2024,11.0272
02/09/2024,11.0251
02/12/2024,11.0305
02/13/2024,11.0354
02/14/2024,11.0257
02/15/2024,11.0344
02/16/2024,11.0408
02/20/2024,11.0532
02/21/2024,11.0550
02/22/2024,11.0610
02/23/2024,11.0563
02/26/2024,11.0665
02/27/2024,11.0689
02/28/2024,11.0775
02/29/2024,11.0798
03/01/2024,11.0775
03/04/2024,11.0849
03/05/2024,11.0870
03/06/2024,11.0994
03/07/2024,11.1047
03/11/2024,11.1271
03/12/2024,11.1297
03/13/2024,11.1317
03/14/2024,11.1318
03/15/2024,11.1512
03/19/2024,11.1513
03/20/2024,11.1514
03/21/2024,11.1587
03/22/2024,11.1604
03/26/2024,11.1684
03/27/2024,11.1715
03/28/2024,11.1850
03/31/2024,11.1919
04/02/2024,11.1954
04/03/2024,11.1958
04/04/2024,11.1966
04/05/2024,11.2010
04/08/2024,11.1973
04/10/2024,11.2068
04/12/2024,11.1893
04/15/2024,11.2013
04/16/2024,11.2006
04/18/2024,11.1980
04/19/2024,11.1829
04/22/2024,11.1935
04/23/2024,11.2004
04/24/2024,11.2042
04/25/2024,11.2065
04/26/2024,11.1996
04/29/2024,11.2182
04/30/2024,11.2191
05/02/2024,11.2172
05/03/2024,11.2207
05/06/2024,11.2374
05/07/2024,11.2423
05/08/2024,11.2384
05/09/2024,11.2469
05/10/2024,11.2527
05/13/2024,11.2595
05/14/2024,11.2653
05/15/2024,11.2736
05/16/2024,11.2862
05/17/2024,11.2869
05/21/2024,11.2915
05/22/2024,11.2982
05/24/2024,11.3047
05/27/2024,11.3131
05/28/2024,11.3144
05/29/2024,11.3093
05/30/2024,11.3179
05/31/2024,11.3204
06/03/2024,11.3369
06/04/2024,11.2967
06/05/2024,11.3045
06/06/2024,11.3104
06/07/2024,11.3144
06/10/2024,11.3219
06/11/2024,11.3239
06/12/2024,11.3308
06/13/2024,11.3381
06/14/2024,11.3474
06/18/2024,11.3541
06/19/2024,11.3709
06/20/2024,11.3760
06/21/2024,11.3785
06/24/2024,11.3837
06/25/2024,11.3853
06/26/2024,11.3846
06/27/2024,11.3876
06/28/2024,11.3888
07/01/2024,11.3979
07/02/2024,11.4008
07/03/2024,11.3998
07/04/2024,11.4022
07/05/2024,11.4074
07/08/2024,11.4142
07/09/2024,11.4164
07/10/2024,11.4206
07/11/2024,11.4235
07/12/2024,11.4267
07/15/2024,11.4379
07/18/2024,11.4474
07/19/2024,11.4479
07/22/2024,11.4532
07/23/2024,11.4546
07/24/2024,11.4572
07/26/2024,11.4766
07/29/2024,11.4816
07/30/2024,11.4881
07/31/2024,11.4835
08/01/2024,11.4906
08/02/2024,11.4939
08/05/2024,11.5109
08/06/2024,11.5123
08/07/2024,11.5133
08/08/2024,11.5163
08/09/2024,11.5210
08/12/2024,11.5269
08/13/2024,11.5289
08/14/2024,11.5336
08/16/2024,11.5373
08/19/2024,11.5450
08/20/2024,11.5496
08/21/2024,11.5539
08/22/2024,11.5558
08/23/2024,11.5715
08/26/2024,11.5767
08/27/2024,11.5836
08/28/2024,11.5857
08/29/2024,11.5932
08/30/2024,11.5901
09/02/2024,11.5957
09/03/2024,11.6015
09/04/2024,11.6035
09/06/2024,11.6075
09/09/2024,11.6207
09/10/2024,11.6236
09/11/2024,11.6329
09/12/2024,11.6348
09/13/2024,11.6540
09/16/2024,11.6643
09/17/2024,11.6672
09/19/2024,11.6874
09/20/2024,11.6955
09/23/2024,11.7352
09/24/2024,11.7505
09/25/2024,11.7477
09/26/2024,11.7506
09/27/2024,11.7516
09/30/2024,11.7551
10/01/2024,11.7568
10/03/2024,11.7559
10/04/2024,11.7460
10/07/2024,11.7471
10/08/2024,11.7524
10/09/2024,11.7742
10/10/2024,11.7772
10/11/2024,11.7819
10/14/2024,11.7922
10/15/2024,11.7952
10/16/2024,11.8037
10/17/2024,11.8102
10/18/2024,11.8062
10/21/2024,11.8083
10/22/2024,11.8092
10/23/2024,11.8139
10/24/2024,11.8163
10/25/2024,11.8186
10/28/2024,11.8199
10/29/2024,11.8236
10/31/2024,11.8336
11/04/2024,11.8387
11/05/2024,11.8399
11/06/2024,11.8422
11/07/2024,11.8462
11/08/2024,11.8558
11/11/2024,11.8620
11/12/2024,11.8647
11/13/2024,11.8619
11/14/2024,11.8614
11/18/2024,11.8654
11/19/2024,11.8661
11/21/2024,11.8655
11/22/2024,11.8537
11/25/2024,11.8656
11/26/2024,11.8597
11/27/2024,11.8567
11/28/2024,11.8641
11/29/2024,11.8814
12/02/2024,11.8986
12/03/2024,11.9015
12/04/2024,11.9222
12/05/2024,11.9316
12/06/2024,11.9087
12/09/2024,11.9205
12/10/2024,11.9253
12/11/2024,11.9295
12/12/2024,11.9363
12/13/2024,11.9331
12/17/2024,11.9401
12/18/2024,11.9381
12/19/2024,11.9136
12/20/2024,11.9227
12/23/2024,11.9447
12/24/2024,11.9469
12/26/2024,11.9481
12/27/2024,11.9535
12/30/2024,11.9543
12/31/2024,11.9580
01/01/2025,11.9620
01/02/2025,11.9640
01/03/2025,11.9691
01/06/2025,11.9708
01/07/2025,11.9845
01/08/2025,11.9863
01/09/2025,11.9854
01/10/2025,11.9876
01/13/2025,11.9682
01/14/2025,11.9596
01/15/2025,11.9640
01/16/2025,11.9947
01/17/2025,11.9957
01/20/2025,12.0030
01/21/2025,12.0188
01/22/2025,12.0216
01/23/2025,12.0274
01/24/2025,12.0233
01/27/2025,12.0462
01/28/2025,12.0516
01/29/2025,12.0529
01/30/2025,12.0547
01/31/2025,12.0586
02/03/2025,12.0662
02/04/2025,12.0541
02/05/2025,12.0620
02/06/2025,12.0687
02/07/2025,12.0554
02/10/2025,12.0598
02/11/2025,12.0614
02/12/2025,12.0572
02/13/2025,12.0564
02/14/2025,12.0519
02/17/2025,12.0569
02/20/2025,12.0633
02/21/2025,12.0657
02/24/2025,12.0744
02/25/2025,12.0711
02/27/2025,12.0465
02/28/2025,12.0399
03/03/2025,12.0477
03/05/2025,12.0494
03/06/2025,12.0592
03/07/2025,12.0583
03/10/2025,12.0606
03/11/2025,12.0623
03/12/2025,12.0669
03/13/2025,12.0775
03/17/2025,12.0803
03/18/2025,12.0921
03/19/2025,12.1261
03/20/2025,12.1421
03/21/2025,12.1448
03/24/2025,12.1589
03/25/2025,12.1647
03/26/2025,12.1784
03/27/2025,12.2116
03/28/2025,12.2356
03/31/2025,12.2427
04/02/2025,12.3100
04/03/2025,12.3116
04/04/2025,12.3139
04/07/2025,12.3227
04/08/2025,12.3076
04/09/2025,12.3228
