Date (MM/DD/YYYY),Net Asset Value (INR)
11/30/2009,10
12/01/2009,10
12/02/2009,10
12/03/2009,10
12/04/2009,10
12/07/2009,10
12/08/2009,10
12/09/2009,10
12/10/2009,10
12/11/2009,10
12/14/2009,10
12/15/2009,10
12/16/2009,10
12/17/2009,10
12/18/2009,10
12/21/2009,10
12/22/2009,10
12/23/2009,10
12/24/2009,10
12/29/2009,10
12/30/2009,10
12/31/2009,10
01/04/2010,10
01/05/2010,10
01/06/2010,10
01/07/2010,10.0009
01/08/2010,10.0009
01/11/2010,10.0048
01/12/2010,10.0059
01/13/2010,10.0069
01/14/2010,10.0079
01/15/2010,10.0089
01/18/2010,10.012
01/19/2010,10.0131
01/20/2010,10.0141
01/21/2010,10.0151
01/22/2010,10.0162
01/25/2010,10.0191
01/27/2010,10.0214
01/28/2010,10.0224
01/29/2010,10.0234
02/01/2010,10.0258
02/02/2010,10.0269
02/03/2010,10.028
02/04/2010,10.029
02/05/2010,10.03
02/08/2010,10.0332
02/09/2010,10.0343
02/10/2010,10.0354
02/11/2010,10.0364
02/15/2010,10.0406
02/16/2010,10.0418
02/17/2010,10.0429
02/18/2010,10.0439
02/19/2010,10.045
02/22/2010,10.0483
02/23/2010,10.0494
02/24/2010,10.0494
02/25/2010,10.0515
02/26/2010,10.0525
03/02/2010,10.0568
03/03/2010,10.0568
03/04/2010,10.0611
03/05/2010,10.0621
03/08/2010,10.0654
03/09/2010,10.0665
03/10/2010,10.0677
03/11/2010,10.0688
03/12/2010,10.07
03/15/2010,10.0733
03/17/2010,10.0745
03/18/2010,10.0758
03/19/2010,10.0766
03/22/2010,10.0803
03/23/2010,10.0814
03/25/2010,10.084
03/26/2010,10.0853
03/29/2010,10.089
03/30/2010,10.0903
03/31/2010,10.0912
04/05/2010,10.097
04/06/2010,10.0979
04/07/2010,10.0984
04/08/2010,10.0996
04/09/2010,10.1007
04/12/2010,10.1045
04/13/2010,10.1057
04/15/2010,10.1082
04/16/2010,10.1094
04/19/2010,10.1129
04/20/2010,10.1141
04/21/2010,10.1152
04/22/2010,10.1164
04/23/2010,10.1175
04/26/2010,10.1208
04/27/2010,10.1224
04/28/2010,10.1235
04/29/2010,10.1246
04/30/2010,10.1256
05/03/2010,10.1289
05/04/2010,10.13
05/05/2010,10.1311
05/06/2010,10.1323
05/07/2010,10.1334
05/10/2010,10.1366
05/11/2010,10.1376
05/12/2010,10.1387
05/13/2010,10.1398
05/14/2010,10.1409
05/17/2010,10.1442
05/18/2010,10.1453
05/19/2010,10.1464
05/20/2010,10.1475
05/21/2010,10.1486
05/24/2010,10.1519
05/25/2010,10.1529
05/26/2010,10.154
05/28/2010,10.1561
05/31/2010,10.1595
06/01/2010,10.1607
06/02/2010,10.1618
06/03/2010,10.163
06/04/2010,10.164
06/07/2010,10.1673
06/08/2010,10.1686
06/09/2010,10.1699
06/10/2010,10.1711
06/11/2010,10.1724
06/14/2010,10.1762
06/15/2010,10.1775
06/16/2010,10.1788
06/17/2010,10.1802
06/18/2010,10.1816
06/21/2010,10.1856
06/22/2010,10.187
06/23/2010,10.1884
06/24/2010,10.1898
06/25/2010,10.1911
06/28/2010,10.1954
06/29/2010,10.1967
06/30/2010,10.1981
07/02/2010,10.2008
07/05/2010,10.2008
07/06/2010,10.2017
07/07/2010,10.203
07/08/2010,10.2044
07/09/2010,10.2057
07/12/2010,10.21
07/13/2010,10.2114
07/14/2010,10.2127
07/15/2010,10.2142
07/16/2010,10.2155
07/19/2010,10.2197
07/20/2010,10.2211
07/21/2010,10.2226
07/22/2010,10.224
07/23/2010,10.2254
07/26/2010,10.2297
07/27/2010,10.2312
07/28/2010,10.2326
07/29/2010,10.2339
07/30/2010,10.2353
08/02/2010,10.2375
08/03/2010,10.2429
