Date (MM/DD/YYYY),Net Asset Value (INR)
09/12/2022,10.0000
09/13/2022,9.9995
09/14/2022,9.9994
09/15/2022,9.9974
09/16/2022,9.9988
09/19/2022,10.0027
09/20/2022,10.0041
09/21/2022,10.0048
09/22/2022,10.0063
09/23/2022,10.0077
09/26/2022,10.0115
09/27/2022,10.0121
09/28/2022,10.0136
09/29/2022,10.0077
09/30/2022,9.9513
10/03/2022,9.9355
10/04/2022,9.9430
10/06/2022,9.9432
10/07/2022,9.9385
10/10/2022,9.9382
10/11/2022,9.9331
10/12/2022,9.9330
10/13/2022,9.9365
10/14/2022,9.9391
10/17/2022,9.9488
10/18/2022,9.9615
10/19/2022,9.9583
10/20/2022,9.9432
10/21/2022,9.9461
10/25/2022,9.9649
10/27/2022,9.9790
10/28/2022,9.9776
10/31/2022,9.9871
11/01/2022,9.9908
11/02/2022,9.9932
11/03/2022,9.9952
11/04/2022,9.9948
11/07/2022,10.0025
11/09/2022,10.0117
11/10/2022,10.0183
11/11/2022,10.0382
11/14/2022,10.0413
11/15/2022,10.0484
11/16/2022,10.0492
11/17/2022,10.0605
11/18/2022,10.0572
11/21/2022,10.0550
11/22/2022,10.0604
11/24/2022,10.0713
11/25/2022,10.0795
11/28/2022,10.0879
11/29/2022,10.0857
11/30/2022,10.0894
12/01/2022,10.0943
12/02/2022,10.0962
12/05/2022,10.0978
12/06/2022,10.1003
12/07/2022,10.0895
12/08/2022,10.0964
12/09/2022,10.0982
12/12/2022,10.1035
12/13/2022,10.1121
12/14/2022,10.1352
12/15/2022,10.1263
12/16/2022,10.1158
12/19/2022,10.1207
12/20/2022,10.1263
12/21/2022,10.1269
12/22/2022,10.1284
12/23/2022,10.1252
12/26/2022,10.1229
12/27/2022,10.1299
12/28/2022,10.1223
12/29/2022,10.1302
12/30/2022,10.1322
01/02/2023,10.1360
01/03/2023,10.1400
01/04/2023,10.1406
01/05/2023,10.1439
01/06/2023,10.1375
01/09/2023,10.1482
01/10/2023,10.1433
01/11/2023,10.1456
01/12/2023,10.1607
01/13/2023,10.1577
01/16/2023,10.1634
01/17/2023,10.1648
01/18/2023,10.1682
01/19/2023,10.1656
01/20/2023,10.1610
01/23/2023,10.1710
01/24/2023,10.1775
01/25/2023,10.1774
01/27/2023,10.1720
01/30/2023,10.1628
01/31/2023,10.1702
02/01/2023,10.1816
02/02/2023,10.1973
02/03/2023,10.1963
02/06/2023,10.2073
02/07/2023,10.2123
02/08/2023,10.1936
02/09/2023,10.1914
02/10/2023,10.1927
02/13/2023,10.1992
02/14/2023,10.1869
02/15/2023,10.1996
02/16/2023,10.2031
02/17/2023,10.1811
02/20/2023,10.1939
02/21/2023,10.1970
02/22/2023,10.1961
02/23/2023,10.1967
02/24/2023,10.2013
02/27/2023,10.2002
02/28/2023,10.2020
03/01/2023,10.2022
03/02/2023,10.2013
03/03/2023,10.2016
03/06/2023,10.2034
03/08/2023,10.2050
03/09/2023,10.208
03/10/2023,10.2149
03/13/2023,10.2388
03/14/2023,10.2479
03/15/2023,10.2458
03/16/2023,10.2473
03/17/2023,10.2495
03/20/2023,10.2695
03/21/2023,10.2550
03/23/2023,10.2627
03/24/2023,10.2654
03/27/2023,10.2730
03/28/2023,10.2621
03/29/2023,10.2697
03/31/2023,10.2923
04/03/2023,10.2856
04/05/2023,10.3037
04/06/2023,10.3375
04/10/2023,10.3457
04/11/2023,10.3479
04/12/2023,10.3508
04/13/2023,10.3451
04/17/2023,10.3483
04/18/2023,10.3560
04/19/2023,10.3611
04/20/2023,10.3671
04/21/2023,10.3817
04/24/2023,10.4028
04/25/2023,10.4121
04/26/2023,10.4260
04/27/2023,10.4273
04/28/2023,10.4292
