Date (MM/DD/YYYY),Net Asset Value (INR)
09/12/2022,10.0000
09/13/2022,9.9995
09/14/2022,9.9968
09/15/2022,9.9981
09/16/2022,9.9995
09/19/2022,10.0035
09/20/2022,10.0040
09/21/2022,10.0054
09/22/2022,10.0069
09/23/2022,10.0084
09/26/2022,10.0120
09/27/2022,10.0134
09/28/2022,10.0149
09/29/2022,10.0163
09/30/2022,10.0177
10/03/2022,10.0222
10/04/2022,10.0221
10/06/2022,10.0252
10/07/2022,10.0266
10/10/2022,10.0310
10/11/2022,10.0327
10/12/2022,10.0343
10/13/2022,10.0357
10/14/2022,10.0371
10/17/2022,10.0414
10/18/2022,10.0430
10/19/2022,10.0447
10/20/2022,10.0462
10/21/2022,10.0479
10/25/2022,10.0544
10/27/2022,10.0576
10/28/2022,10.0592
10/31/2022,10.0640
11/01/2022,10.0655
11/02/2022,10.0671
11/03/2022,10.0686
11/04/2022,10.0700
11/07/2022,10.0743
11/09/2022,10.0773
11/10/2022,10.0788
11/11/2022,10.0803
11/14/2022,10.0848
11/15/2022,10.0863
11/16/2022,10.0878
11/17/2022,10.0893
11/18/2022,10.0907
11/21/2022,10.0953
11/22/2022,10.0969
11/24/2022,10.1000
11/25/2022,10.1017
11/28/2022,10.1065
11/29/2022,10.1080
11/30/2022,10.1096
12/01/2022,10.1111
12/02/2022,10.1125
12/05/2022,10.1169
12/06/2022,10.1184
12/07/2022,10.1199
12/08/2022,10.1215
12/09/2022,10.1230
12/12/2022,10.1278
12/13/2022,10.1294
12/14/2022,10.1310
12/15/2022,10.1326
12/16/2022,10.1342
12/19/2022,10.1393
12/20/2022,10.1411
12/21/2022,10.1428
12/22/2022,10.1445
12/23/2022,10.1462
12/26/2022,10.1513
12/27/2022,10.1530
12/28/2022,10.1545
12/29/2022,10.1562
12/30/2022,10.1579
01/02/2023,10.1630
01/03/2023,10.1647
01/04/2023,10.1663
01/05/2023,10.1679
01/06/2023,10.1695
01/09/2023,10.1744
01/10/2023,10.1760
01/11/2023,10.1776
01/12/2023,10.1792
01/13/2023,10.1808
01/16/2023,10.1858
01/17/2023,10.1874
01/18/2023,10.1886
01/19/2023,10.1900
01/20/2023,10.1914
01/23/2023,10.1963
01/24/2023,10.1980
01/25/2023,10.1997
01/27/2023,10.2031
01/30/2023,10.2083
01/31/2023,10.2101
02/01/2023,10.2118
02/02/2023,10.2135
02/03/2023,10.2151
02/06/2023,10.2200
02/07/2023,10.2214
02/08/2023,10.2217
02/09/2023,10.2242
02/10/2023,10.2235
02/13/2023,10.2300
02/14/2023,10.2309
02/15/2023,10.2363
02/16/2023,10.2397
02/17/2023,10.2304
02/20/2023,10.2375
02/21/2023,10.2353
02/22/2023,10.2345
02/23/2023,10.2420
02/24/2023,10.2412
02/27/2023,10.2441
02/28/2023,10.2347
03/01/2023,10.2395
03/02/2023,10.2410
03/03/2023,10.2474
03/06/2023,10.2533
03/08/2023,10.2472
03/09/2023,10.2528
03/10/2023,10.2579
03/13/2023,10.2880
03/14/2023,10.2846
03/15/2023,10.2880
03/16/2023,10.2939
03/17/2023,10.2908
03/20/2023,10.3064
03/21/2023,10.3057
03/23/2023,10.3126
03/24/2023,10.3197
03/27/2023,10.3238
03/28/2023,10.3205
03/29/2023,10.3233
03/31/2023,10.3321
04/03/2023,10.3375
04/05/2023,10.3469
04/06/2023,10.3683
04/10/2023,10.3774
04/11/2023,10.3797
04/12/2023,10.3835
04/13/2023,10.3842
04/17/2023,10.3887
04/18/2023,10.3954
04/19/2023,10.3967
