Date (MM/DD/YYYY),Net Asset Value (INR)
08/17/2020,10.0000
08/18/2020,10.0000
08/19/2020,10.0000
08/20/2020,10.0000
08/21/2020,10.0000
08/24/2020,10.0000
08/25/2020,10.0000
08/26/2020,10.0000
08/27/2020,10.0000
08/28/2020,10.0000
08/31/2020,10.0000
09/01/2020,10.0000
09/02/2020,10.0000
09/03/2020,10.0000
09/04/2020,10.0000
09/07/2020,10.0000
09/08/2020,10.0000
09/09/2020,09.9996
09/10/2020,10.0002
09/11/2020,9.9996
09/14/2020,10.0015
09/15/2020,10.0021
09/16/2020,10.0027
09/17/2020,10.0034
09/18/2020,10.0040
09/21/2020,10.0059
09/22/2020,10.0063
09/23/2020,10.0068
09/24/2020,10.0072
09/25/2020,10.0077
09/28/2020,10.0091
09/29/2020,10.0095
09/30/2020,10.0100
10/01/2020,10.0103
10/05/2020,10.0116
10/06/2020,10.0118
10/07/2020,10.0116
10/08/2020,10.0125
10/09/2020,10.0131
10/12/2020,10.0157
10/13/2020,10.0166
10/14/2020,10.0177
10/15/2020,10.0187
10/16/2020,10.0197
10/19/2020,10.0224
10/20/2020,10.0233
10/21/2020,10.0244
10/22/2020,10.0254
10/23/2020,10.0263
10/26/2020,10.0286
10/27/2020,10.0294
10/28/2020,10.0300
10/29/2020,10.0309
11/02/2020,10.0341
11/03/2020,10.0348
11/04/2020,10.0358
11/05/2020,10.0367
11/06/2020,10.0376
11/09/2020,10.0401
11/10/2020,10.0408
11/11/2020,10.0415
11/12/2020,10.0425
11/13/2020,10.0437
11/17/2020,10.0464
11/18/2020,10.0472
11/19/2020,10.0484
11/20/2020,10.0494
11/23/2020,10.0512
11/24/2020,10.0517
11/25/2020,10.0522
11/26/2020,10.0530
11/27/2020,10.0538
12/01/2020,10.0560
12/02/2020,10.0562
12/03/2020,10.0563
12/04/2020,10.0568
12/07/2020,10.0585
12/08/2020,10.0590
12/09/2020,10.0593
12/10/2020,10.0596
12/11/2020,10.0603
12/14/2020,10.0615
12/15/2020,10.0619
12/16/2020,10.0622
12/17/2020,10.0625
12/18/2020,10.0627
12/21/2020,10.0635
12/22/2020,10.0637
12/23/2020,10.0639
12/24/2020,10.0634
12/28/2020,10.0669
12/29/2020,10.0680
12/30/2020,10.0689
12/31/2020,10.0699
01/01/2021,10.0709
01/04/2021,10.0732
01/05/2021,10.0741
01/06/2021,10.0757
01/07/2021,10.0767
01/08/2021,10.0776
01/11/2021,10.0804
01/12/2021,10.0840
01/13/2021,10.0849
01/14/2021,10.0888
01/15/2021,10.0896
01/18/2021,10.0920
01/19/2021,10.0847
01/20/2021,10.0855
01/21/2021,10.0863
01/22/2021,10.1043
01/25/2021,10.0991
01/27/2021,10.1003
01/28/2021,10.1068
01/29/2021,10.1091
02/01/2021,10.0755
02/02/2021,10.0451
02/03/2021,10.0633
