Date (MM/DD/YYYY),Net Asset Value (INR)
04/18/2024,10.0000
04/19/2024,10.0000
04/22/2024,10.0000
04/23/2024,10.0000
04/24/2024,10.0010
04/25/2024,9.9509
04/26/2024,9.9541
04/29/2024,9.9587
04/30/2024,9.9584
05/02/2024,9.9667
05/03/2024,9.9745
05/06/2024,9.9869
05/07/2024,9.9843
05/08/2024,9.9856
05/09/2024,9.9881
05/10/2024,9.9916
05/13/2024,9.9985
05/14/2024,10.0012
05/15/2024,10.0037
05/16/2024,10.0056
05/17/2024,10.0069
05/21/2024,10.0145
05/22/2024,10.0172
05/24/2024,10.0210
05/27/2024,10.0266
05/28/2024,10.0280
05/29/2024,10.0295
05/30/2024,10.0314
05/31/2024,10.0331
06/03/2024,10.0395
06/04/2024,10.0395
06/05/2024,10.0415
06/06/2024,10.0439
06/07/2024,10.0456
06/10/2024,10.0506
06/11/2024,10.0525
06/12/2024,10.0542
06/13/2024,10.0563
06/14/2024,10.0582
06/18/2024,10.0655
06/19/2024,10.0675
06/20/2024,10.0689
06/21/2024,10.0710
06/24/2024,10.0763
06/25/2024,10.0787
06/26/2024,10.0835
06/27/2024,10.0864
06/28/2024,10.0891
07/01/2024,10.0948
07/02/2024,10.0964
07/03/2024,10.0981
07/04/2024,10.0997
07/05/2024,10.1029
07/08/2024,10.1090
07/09/2024,10.1112
07/10/2024,10.1124
07/11/2024,10.1149
07/12/2024,10.1175
07/15/2024,10.1243
07/18/2024,10.1311
07/19/2024,10.1290
07/22/2024,10.1327
07/23/2024,10.1333
07/24/2024,10.1347
07/26/2024,10.1421
07/29/2024,10.1476
07/30/2024,10.1496
