Date (MM/DD/YYYY),Net Asset Value (INR)
05/29/2015,10.0000
05/30/2015,10
05/31/2015,10
06/01/2015,10.0000
06/02/2015,10.0000
06/03/2015,10.0000
06/04/2015,10.0000
06/05/2015,9.6094
06/06/2015,9.6094
06/07/2015,9.6094
06/08/2015,9.6221
06/09/2015,9.6257
06/10/2015,9.6383
06/11/2015,9.6146
06/12/2015,9.6190
06/13/2015,9.6195
06/14/2015,9.62
06/15/2015,9.6357
06/16/2015,9.6331
06/17/2015,9.6430
06/18/2015,9.6683
06/19/2015,9.6846
06/20/2015,9.6852
06/21/2015,9.6857
06/22/2015,9.7246
06/23/2015,9.7163
06/24/2015,9.7051
06/25/2015,9.7005
06/26/2015,9.6926
06/27/2015,9.6939
06/28/2015,9.6951
06/29/2015,9.6846
06/30/2015,9.7065
07/01/2015,9.7377
07/02/2015,9.7479
07/03/2015,9.7620
07/04/2015,9.7634
07/05/2015,9.7648
07/06/2015,9.8169
07/07/2015,9.8199
07/08/2015,9.8124
07/09/2015,9.7994
07/10/2015,9.8097
07/11/2015,9.811
07/12/2015,9.8123
07/13/2015,9.7962
07/14/2015,9.8037
07/15/2015,9.8117
07/16/2015,9.8214
07/17/2015,9.8186
07/18/2015,9.8202
07/19/2015,9.8217
07/20/2015,9.8237
07/21/2015,9.8206
07/22/2015,9.8401
07/23/2015,9.8485
07/24/2015,9.8414
07/25/2015,9.843
07/26/2015,9.8445
07/27/2015,9.8331
07/28/2015,9.8565
07/29/2015,9.8732
07/30/2015,9.8717
07/31/2015,9.8862
08/01/2015,9.8878
08/02/2015,9.8894
08/03/2015,9.8954
08/04/2015,9.8856
08/05/2015,9.8870
08/06/2015,9.9017
08/07/2015,9.9069
08/08/2015,9.9087
08/09/2015,9.9104
08/10/2015,9.9146
08/11/2015,9.9089
08/12/2015,9.9023
08/13/2015,9.9300
08/14/2015,9.9548
08/15/2015,9.9565
08/16/2015,9.9581
08/17/2015,9.9601
08/18/2015,9.9617
08/19/2015,9.9668
08/20/2015,9.9576
08/21/2015,9.9402
08/22/2015,9.9418
08/23/2015,9.9433
08/24/2015,9.8578
08/25/2015,9.8894
08/26/2015,9.8882
08/27/2015,9.9289
08/28/2015,9.9346
08/29/2015,9.9364
08/30/2015,9.9372
08/31/2015,9.9306
09/01/2015,9.9242
09/02/2015,9.9210
09/03/2015,9.9310
09/04/2015,9.9032
09/05/2015,9.905
09/06/2015,9.9067
09/07/2015,9.8825
09/08/2015,9.9062
09/09/2015,9.9421
09/10/2015,9.9253
09/11/2015,9.9271
09/12/2015,9.9288
09/13/2015,9.9304
09/14/2015,9.9505
