Date (MM/DD/YYYY),Net Asset Value (INR)
12/14/2009,10.0000
12/15/2009,10.0000
12/16/2009,10.0000
12/17/2009,10.0000
12/18/2009,10.0000
12/19/2009,10.0000
12/21/2009,10.0000
12/22/2009,10.0000
12/23/2009,10.0000
12/24/2009,10.0000
12/26/2009,10.0000
12/29/2009,10.0000
12/30/2009,10.0000
12/31/2009,10.0000
01/01/2010,10.0000
01/02/2010,10.0000
01/04/2010,10.0000
01/05/2010,10.0000
01/06/2010,10.0000
01/07/2010,10.0000
01/08/2010,10.0000
01/09/2010,10.0000
01/11/2010,10.0000
01/12/2010,10.0009
01/13/2010,10.0018
01/14/2010,10.0027
01/15/2010,10.0035
01/16/2010,10.0045
01/18/2010,10.0062
01/19/2010,10.0069
01/20/2010,10.0070
01/21/2010,10.0079
01/22/2010,10.0089
01/23/2010,10.0098
01/25/2010,10.0115
01/27/2010,10.0130
01/28/2010,10.0141
01/29/2010,10.0150
01/30/2010,10.0159
02/01/2010,10.0180
02/02/2010,10.0193
02/03/2010,10.0202
02/04/2010,10.0210
02/05/2010,10.0220
02/06/2010,10.0230
02/08/2010,10.0251
02/09/2010,10.0261
02/10/2010,10.0271
02/11/2010,10.0280
02/13/2010,10.0298
02/15/2010,10.0315
02/16/2010,10.0316
02/17/2010,10.0324
02/18/2010,10.0334
02/19/2010,10.0344
02/20/2010,10.0353
02/22/2010,10.0370
02/23/2010,10.0381
02/24/2010,10.0389
02/25/2010,10.0398
02/26/2010,10.0409
02/27/2010,10.0418
03/02/2010,10.0448
03/03/2010,10.0459
03/04/2010,10.0468
03/05/2010,10.0478
03/06/2010,10.0484
03/08/2010,10.0495
03/09/2010,10.0506
03/10/2010,10.0515
03/11/2010,10.0526
03/12/2010,10.0536
03/13/2010,10.0546
03/15/2010,10.0566
03/17/2010,10.0584
03/18/2010,10.0595
03/19/2010,10.0606
03/20/2010,10.0617
03/22/2010,10.0638
03/23/2010,10.0649
03/25/2010,10.0672
03/26/2010,10.0682
03/27/2010,10.0694
03/29/2010,10.0718
03/30/2010,10.0731
03/31/2010,10.0739
04/03/2010,10.0780
04/05/2010,10.0809
04/06/2010,10.0826
04/07/2010,10.0840
04/08/2010,10.0759
04/09/2010,10.0770
04/10/2010,10.0780
04/12/2010,10.0803
04/13/2010,10.0813
04/15/2010,10.0834
04/16/2010,10.0845
04/17/2010,10.0857
04/19/2010,10.0881
04/20/2010,10.0893
04/21/2010,10.0904
04/22/2010,10.0914
04/23/2010,10.0924
04/24/2010,10.0935
04/26/2010,10.0956
04/27/2010,10.0967
04/28/2010,10.3335
04/29/2010,10.3355
04/30/2010,10.3650
05/01/2010,10.3670
05/03/2010,10.3711
05/04/2010,10.5672
05/05/2010,10.6087
05/06/2010,10.5881
05/07/2010,10.5956
05/08/2010,10.5976
05/10/2010,10.5791
05/11/2010,10.6203
05/12/2010,10.6559
05/13/2010,10.6799
05/14/2010,10.6920
05/15/2010,10.6939
05/17/2010,10.7081
05/18/2010,10.6946
05/19/2010,10.7222
05/20/2010,10.7551
05/21/2010,10.7570
05/22/2010,10.7589
05/24/2010,10.7523
05/25/2010,10.7492
05/26/2010,10.7006
05/28/2010,10.6862
05/29/2010,10.6880
05/31/2010,10.6902
06/01/2010,10.7144
06/02/2010,10.7207
06/03/2010,10.6870
06/04/2010,10.7110
06/05/2010,10.7128
06/07/2010,10.7341
06/08/2010,10.7436
06/09/2010,10.7294
06/10/2010,10.7190
06/11/2010,10.6884
06/12/2010,10.6902
06/14/2010,10.6616
06/15/2010,10.6793
06/16/2010,10.7011
06/17/2010,10.6869
06/18/2010,10.7165
06/19/2010,10.7183
06/21/2010,10.7179
06/22/2010,10.7196
06/23/2010,10.7099
06/24/2010,10.7231
06/25/2010,10.6946
06/26/2010,10.6964
06/28/2010,10.7189
06/29/2010,10.7318
06/30/2010,10.7410
07/02/2010,10.7409
07/03/2010,10.7426
07/06/2010,10.7261
07/07/2010,10.7424
07/08/2010,10.7333
07/09/2010,10.7157
07/10/2010,10.7174
07/12/2010,10.7368
07/13/2010,10.7350
07/14/2010,10.7333
07/15/2010,10.7365
