Date (MM/DD/YYYY),Net Asset Value (INR)
10/01/2025,10.0000
10/06/2025,10.0002
10/07/2025,10.0017
10/08/2025,10.0030
10/09/2025,10.0037
10/10/2025,10.0050
10/13/2025,10.0072
10/14/2025,10.0084
10/15/2025,10.0098
10/16/2025,10.0107
10/17/2025,10.0121
10/20/2025,10.0155
10/23/2025,10.0195
10/24/2025,10.0208
10/27/2025,10.0249
10/28/2025,10.0263
10/29/2025,10.0277
10/30/2025,10.0290
10/31/2025,10.0303
11/03/2025,10.0343
11/04/2025,10.0352
11/06/2025,10.0369
11/07/2025,10.0377
11/10/2025,10.0416
11/11/2025,10.0778
11/12/2025,10.0857
11/13/2025,10.0894
11/17/2025,10.0968
11/18/2025,10.0791
11/19/2025,10.1097
11/20/2025,10.1131
11/21/2025,10.0965
11/24/2025,10.0955
11/25/2025,10.0938
11/26/2025,10.1245
11/27/2025,10.1308
11/28/2025,10.1326
12/01/2025,10.1366
12/02/2025,10.1445
12/03/2025,10.1408
12/05/2025,10.1657
12/08/2025,10.1510
12/09/2025,10.1488
12/10/2025,10.1409
12/11/2025,10.1552
12/12/2025,10.1697
12/15/2025,10.1708
12/16/2025,10.1585
12/17/2025,10.1613
12/18/2025,10.1477
12/19/2025,10.1768
12/22/2025,10.2213
12/23/2025,10.2181
12/24/2025,10.2131
