Date (MM/DD/YYYY),Net Asset Value (INR)
08/01/2013,9.9999
08/02/2013,9.9998
08/05/2013,10.0079
08/06/2013,10.0109
08/07/2013,10.0135
08/08/2013,10.0167
08/09/2013,10.0274
08/12/2013,10.0274
08/13/2013,10.0289
08/14/2013,10.0319
08/16/2013,10.0375
08/19/2013,10.0450
08/20/2013,10.0473
08/21/2013,10.0502
08/22/2013,10.0541
08/23/2013,10.0570
08/26/2013,10.0653
08/27/2013,10.0679
08/28/2013,10.0702
08/29/2013,10.0729
08/30/2013,10.0755
09/02/2013,10.0825
09/03/2013,10.0848
09/04/2013,10.0873
09/05/2013,10.0900
09/06/2013,10.0928
09/10/2013,10.1039
09/11/2013,10.1071
09/12/2013,10.1099
09/13/2013,10.1127
09/16/2013,10.1212
09/17/2013,10.1242
09/18/2013,10.1270
09/19/2013,10.1300
09/20/2013,10.1331
09/23/2013,10.1415
09/24/2013,10.1442
09/25/2013,10.1469
09/26/2013,10.1502
09/27/2013,10.1529
09/30/2013,10.1611
10/01/2013,10.1640
10/03/2013,10.1695
10/04/2013,10.1722
10/07/2013,10.1803
10/08/2013,10.1832
10/09/2013,10.1868
10/10/2013,10.1894
10/11/2013,10.1921
10/14/2013,10.2001
10/15/2013,10.2028
10/17/2013,10.2080
10/18/2013,10.2107
10/21/2013,10.2186
10/22/2013,10.2213
10/23/2013,10.2239
10/24/2013,10.2265
10/25/2013,10.2292
10/28/2013,10.2370
10/29/2013,10.2397
10/30/2013,10.2424
10/31/2013,10.2450
11/01/2013,10.2476
11/05/2013,10.2580
11/06/2013,10.2607
11/07/2013,10.2633
11/08/2013,10.2659
11/11/2013,10.2734
11/12/2013,10.2760
11/13/2013,10.2785
11/14/2013,10.2811
11/18/2013,10.2910
11/19/2013,10.2935
11/20/2013,10.2961
11/21/2013,10.2985
11/22/2013,10.3010
11/25/2013,10.3084
11/26/2013,10.3108
11/27/2013,10.3133
11/28/2013,10.3158
11/29/2013,10.3183
12/02/2013,10.3257
12/03/2013,10.3283
12/04/2013,10.3308
12/05/2013,10.3332
12/06/2013,10.3358
12/09/2013,10.3432
12/10/2013,10.3456
12/11/2013,10.3480
12/12/2013,10.3506
12/13/2013,10.3531
12/16/2013,10.3605
12/17/2013,10.3629
12/18/2013,10.3654
12/19/2013,10.3679
12/20/2013,10.3703
12/23/2013,10.3777
12/24/2013,10.3801
12/26/2013,10.3850
12/27/2013,10.3875
12/30/2013,10.3948
12/31/2013,10.3966
01/01/2014,10.3992
01/02/2014,10.4018
01/03/2014,10.4042
01/06/2014,10.4116
01/07/2014,10.4140
01/08/2014,10.4165
01/09/2014,10.4189
01/10/2014,10.4213
01/13/2014,10.4286
01/15/2014,10.4335
01/16/2014,10.4359
01/17/2014,10.4384
01/20/2014,10.4458
01/21/2014,10.4483
01/22/2014,10.4507
01/23/2014,10.4532
01/24/2014,10.4555
01/27/2014,10.4628
01/28/2014,10.4652
01/29/2014,10.4677
01/30/2014,10.4700
01/31/2014,10.4724
02/03/2014,10.4795
02/04/2014,10.4818
02/05/2014,10.4842
02/06/2014,10.4866
02/07/2014,10.4889
02/10/2014,10.4960
02/11/2014,10.4984
02/12/2014,10.5008
02/13/2014,10.5032
02/14/2014,10.5056
02/17/2014,10.5127
02/18/2014,10.5151
02/20/2014,10.5199
02/21/2014,10.5223
02/24/2014,10.5295
02/25/2014,10.5318
