Date (MM/DD/YYYY),Net Asset Value (INR)
09/12/2022,10.0000
09/13/2022,9.9995
09/14/2022,10.0004
09/15/2022,10.0017
09/16/2022,10.0031
09/19/2022,10.0070
09/20/2022,10.0082
09/21/2022,10.0096
09/22/2022,10.0110
09/23/2022,10.0125
09/26/2022,10.0163
09/27/2022,10.0175
09/28/2022,10.0190
09/29/2022,10.0204
09/30/2022,10.0219
10/03/2022,10.0264
10/04/2022,10.0270
10/06/2022,10.0299
10/07/2022,10.0312
10/10/2022,10.0353
10/11/2022,10.0369
10/12/2022,10.0385
10/13/2022,10.0401
10/14/2022,10.0416
10/17/2022,10.0463
10/18/2022,10.0479
10/19/2022,10.0494
10/20/2022,10.0508
10/21/2022,10.0524
10/25/2022,10.0589
10/27/2022,10.0622
10/28/2022,10.0638
10/31/2022,10.0686
11/01/2022,10.0701
11/02/2022,10.0716
11/03/2022,10.0731
11/04/2022,10.0745
11/07/2022,10.0788
11/09/2022,10.0817
11/10/2022,10.0831
11/11/2022,10.0846
11/14/2022,10.0890
11/15/2022,10.0905
11/16/2022,10.0920
11/17/2022,10.0934
11/18/2022,10.0948
11/21/2022,10.0993
11/22/2022,10.1009
11/24/2022,10.1041
11/25/2022,10.1056
11/28/2022,10.1104
11/29/2022,10.1120
11/30/2022,10.1135
12/01/2022,10.1150
12/02/2022,10.1165
12/05/2022,10.1209
12/06/2022,10.1224
12/07/2022,10.1239
12/08/2022,10.1255
12/09/2022,10.1270
12/12/2022,10.1318
12/13/2022,10.1333
12/14/2022,10.1349
12/15/2022,10.1365
12/16/2022,10.1382
12/19/2022,10.1433
12/20/2022,10.1450
12/21/2022,10.1467
12/22/2022,10.1484
12/23/2022,10.1501
12/26/2022,10.1552
12/27/2022,10.1569
12/28/2022,10.1585
12/29/2022,10.1601
12/30/2022,10.1618
01/02/2023,10.1670
01/03/2023,10.1686
01/04/2023,10.1702
01/05/2023,10.1718
01/06/2023,10.1734
01/09/2023,10.1782
01/10/2023,10.1799
01/11/2023,10.1815
01/12/2023,10.1831
01/13/2023,10.1847
01/16/2023,10.1896
01/17/2023,10.1912
01/18/2023,10.1925
01/19/2023,10.1938
01/20/2023,10.1953
01/23/2023,10.2002
01/24/2023,10.2020
01/25/2023,10.2037
01/27/2023,10.2071
01/30/2023,10.2121
01/31/2023,10.2138
02/01/2023,10.2156
02/02/2023,10.2172
02/03/2023,10.2189
02/06/2023,10.2238
02/07/2023,10.2254
02/08/2023,10.2270
02/09/2023,10.2287
02/10/2023,10.2305
02/13/2023,10.2359
02/14/2023,10.2376
02/15/2023,10.2393
02/16/2023,10.2410
02/17/2023,10.2427
02/20/2023,10.2480
02/21/2023,10.2494
02/22/2023,10.2512
02/23/2023,10.2529
02/24/2023,10.2547
02/27/2023,10.2601
02/28/2023,10.2619
03/01/2023,10.2637
03/02/2023,10.2654
03/03/2023,10.2671
03/06/2023,10.2723
03/08/2023,10.2757
03/09/2023,10.2774
03/10/2023,10.2791
03/13/2023,10.2843
03/14/2023,10.2860
03/15/2023,10.2872
03/16/2023,10.2885
03/17/2023,10.2905
03/20/2023,10.2964
03/21/2023,10.2989
03/23/2023,10.3044
03/24/2023,10.3068
03/27/2023,10.3119
03/28/2023,10.3117
03/29/2023,10.3093
03/31/2023,10.3193
04/03/2023,10.3295
04/05/2023,10.3336
04/06/2023,10.3351
04/10/2023,10.3444
04/11/2023,10.3468
04/12/2023,10.3488
04/13/2023,10.3513
04/17/2023,10.3587
04/18/2023,10.3607
04/19/2023,10.3624
