Date (MM/DD/YYYY),Net Asset Value (INR)
10/21/2022,10.0000
10/25/2022,10.0000
10/27/2022,10.0000
10/28/2022,10.0011
10/31/2022,10.0055
11/01/2022,10.0071
11/02/2022,10.0086
11/03/2022,10.0101
11/04/2022,10.0115
11/07/2022,10.0159
11/09/2022,10.0190
11/10/2022,10.0205
11/11/2022,10.0220
11/14/2022,10.0265
11/15/2022,10.0280
11/16/2022,10.0283
11/17/2022,10.0334
11/18/2022,10.0342
11/21/2022,10.0377
11/22/2022,10.0385
11/24/2022,10.0444
11/25/2022,10.0525
11/28/2022,10.0589
11/29/2022,10.0602
11/30/2022,10.0652
12/01/2022,10.0662
12/02/2022,10.0676
12/05/2022,10.0724
12/06/2022,10.0713
12/07/2022,10.0725
12/08/2022,10.0744
12/09/2022,10.0765
12/12/2022,10.0819
12/13/2022,10.0877
12/14/2022,10.0957
12/15/2022,10.0936
12/16/2022,10.0887
12/19/2022,10.0933
12/20/2022,10.0987
12/21/2022,10.1017
12/22/2022,10.1016
12/23/2022,10.0921
12/26/2022,10.0936
12/27/2022,10.0960
12/28/2022,10.0874
12/29/2022,10.0956
12/30/2022,10.1019
01/02/2023,10.1050
01/03/2023,10.1050
01/04/2023,10.1072
01/05/2023,10.1096
01/06/2023,10.1046
01/09/2023,10.1196
01/10/2023,10.1144
01/11/2023,10.1181
01/12/2023,10.1306
01/13/2023,10.1244
01/16/2023,10.1279
01/17/2023,10.1302
01/18/2023,10.1322
01/19/2023,10.1335
01/20/2023,10.1351
01/23/2023,10.1415
01/24/2023,10.1434
01/25/2023,10.1441
01/27/2023,10.1323
01/30/2023,10.1324
01/31/2023,10.1297
02/01/2023,10.1408
02/02/2023,10.1565
02/03/2023,10.1589
02/06/2023,10.1676
02/07/2023,10.1752
02/08/2023,10.1608
02/09/2023,10.1569
02/10/2023,10.1620
02/13/2023,10.1678
02/14/2023,10.1573
02/15/2023,10.1582
02/16/2023,10.1627
02/17/2023,10.1537
02/20/2023,10.1637
02/21/2023,10.1602
02/22/2023,10.1533
02/23/2023,10.1603
02/24/2023,10.1666
02/27/2023,10.1636
02/28/2023,10.1723
03/01/2023,10.1716
03/02/2023,10.1721
03/03/2023,10.1745
03/06/2023,10.1814
03/08/2023,10.1756
03/09/2023,10.1735
03/10/2023,10.1814
03/13/2023,10.2006
03/14/2023,10.2105
03/15/2023,10.2063
03/16/2023,10.2076
03/17/2023,10.2083
03/20/2023,10.2248
03/21/2023,10.2253
03/23/2023,10.2277
03/24/2023,10.2286
03/27/2023,10.2349
03/28/2023,10.2366
03/29/2023,10.2475
03/31/2023,10.2659
04/03/2023,10.2598
04/05/2023,10.2824
04/06/2023,10.3210
04/10/2023,10.3258
04/11/2023,10.3345
04/12/2023,10.3322
04/13/2023,10.3315
04/17/2023,10.3352
04/18/2023,10.3465
04/19/2023,10.3496
04/20/2023,10.3542
04/21/2023,10.3639
04/24/2023,10.3839
04/25/2023,10.3917
04/26/2023,10.4044
04/27/2023,10.3971
04/28/2023,10.3995
05/02/2023,10.4121
05/03/2023,10.4331
05/04/2023,10.4366
05/08/2023,10.4486
05/09/2023,10.4494
05/10/2023,10.4474
05/11/2023,10.4483
05/12/2023,10.4657
05/15/2023,10.4755
05/16/2023,10.4802
05/17/2023,10.4834
05/18/2023,10.4776
05/19/2023,10.4845
05/22/2023,10.5013
05/23/2023,10.4959
05/24/2023,10.5019
05/26/2023,10.5036
05/29/2023,10.5043
05/30/2023,10.5050
05/31/2023,10.5102
06/01/2023,10.5208
06/02/2023,10.5261
06/05/2023,10.5312
06/06/2023,10.5359
06/07/2023,10.5375
06/08/2023,10.5271
06/09/2023,10.5146
06/12/2023,10.5219
06/13/2023,10.5225
06/14/2023,10.5245
06/15/2023,10.5265
06/16/2023,10.5251
06/19/2023,10.5324
06/20/2023,10.5337
06/21/2023,10.5283
06/22/2023,10.5236
06/23/2023,10.5223
