Date (MM/DD/YYYY),Net Asset Value (INR)
01/27/2026,10.0000
01/28/2026,10.0006
01/30/2026,10.0018
02/02/2026,10.0298
02/03/2026,10.1705
02/04/2026,10.1848
02/05/2026,10.1616
02/06/2026,10.1747
02/09/2026,10.2099
02/10/2026,10.2210
02/11/2026,10.2272
02/12/2026,10.1983
02/13/2026,10.1324
02/16/2026,10.1779
02/17/2026,10.1973
02/18/2026,10.2170
02/20/2026,10.1592
02/23/2026,10.1906
02/24/2026,10.1482
02/25/2026,10.1620
02/26/2026,10.1747
02/27/2026,10.1016
03/02/2026,10.0471
03/04/2026,9.9607
03/05/2026,10.0417
03/06/2026,9.9847
03/09/2026,9.8701
03/10/2026,9.9424
03/11/2026,9.8581
03/12/2026,9.7948
03/13/2026,9.6759
03/16/2026,9.7265
03/17/2026,9.7612
03/18/2026,09.8046
03/20/2026,9.6322
03/23/2026,9.4743
03/24/2026,9.5726
03/25/2026,9.6625
