Date (MM/DD/YYYY),Net Asset Value (INR)
10/10/2016,10.0000
10/11/2016,10.0000
10/12/2016,10.0000
10/13/2016,10.0000
10/14/2016,10.0000
10/15/2016,10.0000
10/16/2016,10.0000
10/17/2016,10.0000
10/18/2016,10.0000
10/19/2016,10.0000
10/20/2016,10.0000
10/21/2016,10.0000
10/22/2016,10.0000
10/23/2016,10.0000
10/24/2016,10.0000
10/25/2016,10.0000
10/26/2016,10.0000
10/27/2016,10.0017
10/28/2016,10.0034
10/29/2016,10.0053
10/30/2016,10.0072
10/31/2016,10.0092
11/01/2016,10.0110
11/02/2016,10.0129
11/03/2016,10.0148
11/04/2016,10.0177
11/05/2016,10.0196
11/06/2016,10.0214
11/07/2016,10.0225
11/08/2016,10.0255
11/09/2016,10.0256
11/10/2016,10.0279
11/11/2016,10.0297
11/12/2016,10.0317
11/13/2016,10.0335
11/14/2016,10.0354
11/15/2016,10.0342
11/16/2016,10.0369
11/17/2016,10.0393
11/18/2016,10.0408
11/19/2016,10.0445
11/20/2016,10.0463
11/21/2016,10.0453
11/22/2016,10.0482
11/23/2016,10.0506
11/24/2016,10.0527
11/25/2016,10.0550
11/26/2016,10.0568
11/27/2016,10.0585
11/28/2016,10.0602
11/29/2016,10.0620
11/30/2016,10.0637
12/01/2016,10.0657
12/02/2016,10.0671
12/03/2016,10.0684
12/04/2016,10.0702
12/05/2016,10.0724
12/06/2016,10.0745
12/07/2016,10.0763
12/08/2016,10.0767
12/09/2016,10.0779
12/10/2016,10.0798
12/11/2016,10.0815
12/12/2016,10.0833
12/13/2016,10.0858
12/14/2016,10.0872
12/15/2016,10.0897
12/16/2016,10.0909
12/17/2016,10.0927
12/18/2016,10.0944
12/19/2016,10.0961
12/20/2016,10.0987
12/21/2016,10.0996
12/22/2016,10.1007
12/23/2016,10.1028
12/24/2016,10.1045
12/25/2016,10.1063
12/26/2016,10.1084
12/27/2016,10.1108
12/28/2016,10.1133
12/29/2016,10.1149
12/30/2016,10.1170
12/31/2016,10.1190
01/01/2017,10.1209
01/02/2017,10.1220
01/03/2017,10.1234
01/04/2017,10.1260
01/05/2017,10.1284
01/06/2017,10.1300
01/07/2017,10.1319
01/08/2017,10.1338
01/09/2017,10.1354
01/10/2017,10.1367
01/11/2017,10.1393
01/12/2017,10.1419
01/13/2017,10.1437
01/14/2017,10.1454
01/15/2017,10.1472
01/16/2017,10.1486
01/17/2017,10.1497
01/18/2017,10.1512
01/19/2017,10.1538
01/20/2017,10.1556
01/21/2017,10.1574
01/22/2017,10.1593
01/23/2017,10.1610
01/24/2017,10.1633
01/25/2017,10.1650
01/26/2017,10.1668
01/27/2017,10.1686
01/28/2017,10.1704
01/29/2017,10.1722
01/30/2017,10.1749
01/31/2017,10.1772
02/01/2017,10.1791
02/02/2017,10.1805
02/03/2017,10.1827
02/04/2017,10.1846
02/05/2017,10.1865
02/06/2017,10.1888
02/07/2017,10.1907
02/08/2017,10.1931
02/09/2017,10.1950
02/10/2017,10.1969
