Date (MM/DD/YYYY),Net Asset Value (INR)
09/12/2022,10.0000
09/13/2022,9.9995
09/14/2022,10.0001
09/15/2022,10.0014
09/16/2022,10.0011
09/19/2022,10.0066
09/20/2022,10.1128
09/21/2022,10.0662
09/22/2022,10.1038
09/23/2022,9.9817
09/26/2022,9.8487
09/27/2022,9.8096
09/28/2022,9.7548
09/29/2022,9.7275
09/30/2022,9.8349
10/03/2022,9.7395
10/04/2022,9.9459
10/06/2022,9.9680
10/07/2022,9.9561
10/10/2022,9.9074
10/11/2022,9.7696
10/12/2022,9.8449
10/13/2022,9.7792
10/14/2022,9.8624
10/17/2022,9.9302
10/18/2022,10.0399
10/19/2022,10.0485
10/20/2022,10.0738
10/21/2022,10.0502
10/25/2022,10.0885
10/27/2022,10.1347
10/28/2022,10.1574
10/31/2022,10.2837
11/01/2022,10.3588
11/02/2022,10.3169
11/03/2022,10.3149
11/04/2022,10.3325
11/07/2022,10.3660
11/09/2022,10.3465
11/10/2022,10.2787
11/11/2022,10.4110
11/14/2022,10.3919
11/15/2022,10.4280
11/16/2022,10.4348
11/17/2022,10.3987
11/18/2022,10.3628
11/21/2022,10.2838
11/22/2022,10.3367
11/24/2022,10.4631
11/25/2022,10.4681
11/28/2022,10.4943
11/29/2022,10.5166
11/30/2022,10.5960
12/01/2022,10.6299
12/02/2022,10.5769
12/05/2022,10.5830
12/06/2022,10.5487
12/07/2022,10.5131
12/08/2022,10.5442
12/09/2022,10.4982
12/12/2022,10.4906
12/13/2022,10.5396
12/14/2022,10.5765
12/15/2022,10.4419
12/16/2022,10.3460
12/19/2022,10.4344
12/20/2022,10.4102
12/21/2022,10.3072
12/22/2022,10.2686
12/23/2022,10.0834
12/26/2022,10.1990
12/27/2022,10.2587
12/28/2022,10.2565
12/29/2022,10.2853
12/30/2022,10.2402
01/02/2023,10.2932
01/03/2023,10.3019
01/04/2023,10.1990
01/05/2023,10.1948
01/06/2023,10.1236
01/09/2023,10.2348
01/10/2023,10.1440
01/11/2023,10.1254
01/12/2023,10.1182
01/13/2023,10.1649
01/16/2023,10.1420
01/17/2023,10.2468
01/18/2023,10.3080
01/19/2023,10.2787
01/20/2023,10.2280
01/23/2023,10.2681
01/24/2023,10.2659
01/25/2023,10.1407
01/27/2023,10.0213
01/30/2023,10.0284
01/31/2023,10.0535
02/01/2023,10.0361
02/02/2023,10.0540
02/03/2023,10.1781
02/06/2023,10.1440
02/07/2023,10.1080
02/08/2023,10.1739
02/09/2023,10.1878
02/10/2023,10.1783
02/13/2023,10.1339
02/14/2023,10.2020
02/15/2023,10.2647
02/16/2023,10.2910
02/17/2023,10.2445
02/20/2023,10.2015
02/21/2023,10.1902
02/22/2023,10.0533
02/23/2023,10.0280
02/24/2023,9.9975
02/27/2023,9.9534
02/28/2023,09.9161
03/01/2023,9.9950
03/02/2023,9.9316
03/03/2023,10.0523
03/06/2023,10.1056
03/08/2023,10.1397
03/09/2023,10.0497
03/10/2023,09.9704
03/13/2023,9.8242
03/14/2023,9.7714
03/15/2023,9.7426
03/16/2023,9.7651
03/17/2023,9.8178
03/20/2023,9.7500
03/21/2023,9.8035
03/23/2023,9.7856
03/24/2023,9.7226
03/27/2023,9.7396
03/28/2023,9.7137
03/29/2023,9.7892
03/31/2023,9.9303
04/03/2023,9.9487
04/05/2023,10.0237
04/06/2023,10.0539
04/10/2023,10.0693
04/11/2023,10.1177
04/12/2023,10.1653
04/13/2023,10.1804
04/17/2023,10.1520
04/18/2023,10.1433
04/19/2023,10.1152
