Date (DD-MM-YYYY),NAV
10-08-2021,21.7004
09-08-2021,21.6829
06-08-2021,21.6828
05-08-2021,21.7431
04-08-2021,21.7317
03-08-2021,21.7131
02-08-2021,21.7075
30-07-2021,21.6903
29-07-2021,21.6937
28-07-2021,21.72
27-07-2021,21.7173
26-07-2021,21.7029
23-07-2021,21.6964
22-07-2021,21.6883
20-07-2021,21.6835
19-07-2021,21.6771
16-07-2021,21.6562
15-07-2021,21.6135
14-07-2021,21.6097
13-07-2021,21.5982
12-07-2021,21.5801
09-07-2021,21.6255
08-07-2021,21.6135
07-07-2021,21.5917
06-07-2021,21.5908
05-07-2021,21.6111
02-07-2021,21.6029
01-07-2021,21.588
30-06-2021,21.5814
29-06-2021,21.5871
29-06-2021,21.5871
28-06-2021,21.6067
25-06-2021,21.6451
24-06-2021,21.6442
23-06-2021,21.6479
22-06-2021,21.6379
21-06-2021,21.6385
18-06-2021,21.613
17-06-2021,21.6128
16-06-2021,21.6315
15-06-2021,21.7036
14-06-2021,21.7323
11-06-2021,21.7171
10-06-2021,21.6992
09-06-2021,21.6909
08-06-2021,21.6558
07-06-2021,21.6451
04-06-2021,21.6214
03-06-2021,21.6178
02-06-2021,21.6077
01-06-2021,21.6088
31-05-2021,21.6056
28-05-2021,21.5949
27-05-2021,21.6086
25-05-2021,21.5958
24-05-2021,21.5876
21-05-2021,21.5848
20-05-2021,21.5793
19-05-2021,21.5733
18-05-2021,21.5445
17-05-2021,21.5319
12-05-2021,21.5118
11-05-2021,21.5133
10-05-2021,21.4878
07-05-2021,21.4914
06-05-2021,21.4861
05-05-2021,21.467
04-05-2021,21.4505
03-05-2021,21.4468
30-04-2021,21.4189
29-04-2021,21.4035
28-04-2021,21.3926
27-04-2021,21.3882
26-04-2021,21.3603
23-04-2021,21.3351
22-04-2021,21.3345
20-04-2021,21.3408
19-04-2021,21.3376
19-04-2021,21.3376
19-04-2021,21.3376
16-04-2021,21.307
15-04-2021,21.3351
09-04-2021,21.3291
08-04-2021,21.3058
07-04-2021,21.2789
06-04-2021,21.2593
05-04-2021,21.2267
31-03-2021,21.1942
30-03-2021,21.1785
26-03-2021,21.1605
25-03-2021,21.1343
