Date (DD-MM-YYYY),NAV
10-08-2021,20.5981
09-08-2021,20.5854
06-08-2021,20.5845
05-08-2021,20.6411
04-08-2021,20.6327
03-08-2021,20.6206
02-08-2021,20.613
30-07-2021,20.594
29-07-2021,20.595
28-07-2021,20.6196
27-07-2021,20.6144
26-07-2021,20.6072
23-07-2021,20.6102
22-07-2021,20.605
20-07-2021,20.6002
19-07-2021,20.5945
16-07-2021,20.5727
15-07-2021,20.529
14-07-2021,20.5239
13-07-2021,20.5133
12-07-2021,20.4999
09-07-2021,20.5415
08-07-2021,20.5334
07-07-2021,20.5105
06-07-2021,20.508
05-07-2021,20.5325
02-07-2021,20.5219
01-07-2021,20.5086
30-06-2021,20.502
29-06-2021,20.505
29-06-2021,20.505
28-06-2021,20.5242
25-06-2021,20.5591
24-06-2021,20.5575
23-06-2021,20.5699
22-06-2021,20.5554
21-06-2021,20.5603
18-06-2021,20.5392
17-06-2021,20.5406
16-06-2021,20.5526
15-06-2021,20.6236
14-06-2021,20.6514
11-06-2021,20.6353
10-06-2021,20.6194
09-06-2021,20.6035
08-06-2021,20.5708
07-06-2021,20.5563
04-06-2021,20.5348
03-06-2021,20.5337
02-06-2021,20.5262
01-06-2021,20.5289
31-05-2021,20.5235
28-05-2021,20.5168
27-05-2021,20.532
25-05-2021,20.5255
24-05-2021,20.5116
21-05-2021,20.5064
20-05-2021,20.5036
19-05-2021,20.4937
18-05-2021,20.4785
17-05-2021,20.4629
12-05-2021,20.4466
11-05-2021,20.4501
10-05-2021,20.4234
07-05-2021,20.4271
06-05-2021,20.4226
05-05-2021,20.3952
04-05-2021,20.3772
03-05-2021,20.3728
30-04-2021,20.346
29-04-2021,20.3362
28-04-2021,20.322
27-04-2021,20.3176
26-04-2021,20.2932
23-04-2021,20.2694
22-04-2021,20.2652
20-04-2021,20.2742
19-04-2021,20.2708
19-04-2021,20.2708
19-04-2021,20.2708
16-04-2021,20.2464
15-04-2021,20.2678
09-04-2021,20.2589
08-04-2021,20.2348
07-04-2021,20.211
06-04-2021,20.1843
05-04-2021,20.1669
31-03-2021,20.1352
30-03-2021,20.1225
26-03-2021,20.1011
25-03-2021,20.0855
24-03-2021,20.076
23-03-2021,20.0056
22-03-2021,19.9333
19-03-2021,19.8955
18-03-2021,19.8607
17-03-2021,19.8533
16-03-2021,19.8551
15-03-2021,19.8476
12-03-2021,19.8886
10-03-2021,19.8948
09-03-2021,19.8948
