Date (DD-MM-YYYY),NAV
10-08-2021,35.0271
09-08-2021,35.0331
06-08-2021,35.0079
05-08-2021,35.1211
04-08-2021,35.1095
03-08-2021,35.0675
02-08-2021,34.9779
30-07-2021,34.8997
29-07-2021,34.9105
28-07-2021,34.8979
27-07-2021,34.9085
26-07-2021,34.9232
23-07-2021,34.8947
22-07-2021,34.8791
20-07-2021,34.8327
19-07-2021,34.8381
16-07-2021,34.8433
15-07-2021,34.8508
14-07-2021,34.8026
13-07-2021,34.7805
12-07-2021,34.724
09-07-2021,34.7477
08-07-2021,34.758
07-07-2021,34.7437
06-07-2021,34.7164
05-07-2021,34.8089
02-07-2021,34.7557
01-07-2021,34.7662
30-06-2021,34.7675
29-06-2021,34.7802
29-06-2021,34.7802
28-06-2021,34.8148
25-06-2021,34.8783
24-06-2021,34.8706
23-06-2021,34.8381
22-06-2021,34.8658
21-06-2021,34.862
18-06-2021,34.8217
17-06-2021,34.841
16-06-2021,34.8669
15-06-2021,34.9614
14-06-2021,35.0116
11-06-2021,34.9976
10-06-2021,34.9513
09-06-2021,34.9166
08-06-2021,34.9034
07-06-2021,34.872
04-06-2021,34.8039
03-06-2021,34.806
02-06-2021,34.7661
01-06-2021,34.7424
31-05-2021,34.7571
28-05-2021,34.747
27-05-2021,34.758
25-05-2021,34.7094
24-05-2021,34.6813
21-05-2021,34.6554
20-05-2021,34.5531
19-05-2021,34.5726
18-05-2021,34.5704
17-05-2021,34.5151
12-05-2021,34.4365
11-05-2021,34.475
10-05-2021,34.473
07-05-2021,34.4167
06-05-2021,34.3821
05-05-2021,34.3132
04-05-2021,34.2251
03-05-2021,34.2635
30-04-2021,34.24
29-04-2021,34.2854
28-04-2021,34.2541
27-04-2021,34.1902
26-04-2021,34.1217
23-04-2021,34.013
22-04-2021,34.0519
20-04-2021,33.9853
19-04-2021,34.0025
19-04-2021,34.0025
19-04-2021,34.0025
16-04-2021,34.0674
15-04-2021,34.0549
09-04-2021,34.2115
08-04-2021,34.2232
07-04-2021,34.1549
06-04-2021,34.0439
05-04-2021,33.9893
31-03-2021,33.956
30-03-2021,33.981
26-03-2021,33.8558
25-03-2021,33.7745
24-03-2021,33.8539
23-03-2021,33.8706
22-03-2021,33.7322
19-03-2021,33.631
18-03-2021,33.4888
17-03-2021,33.5486
16-03-2021,33.6233
15-03-2021,33.5986
12-03-2021,33.6472
10-03-2021,33.7227
09-03-2021,33.6865
08-03-2021,33.68
05-03-2021,33.6604
04-03-2021,33.7362
03-03-2021,33.7685
02-03-2021,33.6784
01-03-2021,33.5718
26-02-2021,33.4454
25-02-2021,33.7133
24-02-2021,33.6782
23-02-2021,33.5841
22-02-2021,33.5683
18-02-2021,33.846
17-02-2021,33.8992
16-02-2021,33.9501
15-02-2021,33.9568
12-02-2021,33.9315
11-02-2021,33.9439
10-02-2021,33.8719
09-02-2021,33.8625
08-02-2021,33.9487
05-02-2021,33.8249
04-02-2021,33.9559
03-02-2021,33.861
02-02-2021,33.7688
01-02-2021,33.7692
29-01-2021,33.828
28-01-2021,33.9005
27-01-2021,33.9225
25-01-2021,33.9922
22-01-2021,34.0068
21-01-2021,34.0602
20-01-2021,34.0826
19-01-2021,34.0412
18-01-2021,33.9516
15-01-2021,34.0145
14-01-2021,34.129
13-01-2021,34.1208
12-01-2021,34.1239
11-01-2021,34.1158
08-01-2021,34.1175
07-01-2021,34.0228
06-01-2021,34.0103
05-01-2021,34.0285
04-01-2021,33.964
01-01-2021,33.8636
31-12-2020,33.8413
30-12-2020,33.8252
29-12-2020,33.7963
28-12-2020,33.7713
24-12-2020,33.6778
23-12-2020,33.6133
22-12-2020,33.5444
21-12-2020,33.4794
18-12-2020,33.6608
17-12-2020,33.6644
16-12-2020,33.6566
15-12-2020,33.6176
14-12-2020,33.6019
11-12-2020,33.5477
10-12-2020,33.5532
09-12-2020,33.5626
08-12-2020,33.518
07-12-2020,33.5165
04-12-2020,33.4702
03-12-2020,33.3664
02-12-2020,33.3435
01-12-2020,33.3315
27-11-2020,33.2763
26-11-2020,33.2794
25-11-2020,33.2007
25-11-2020,33.2007
24-11-2020,33.2406
24-11-2020,33.2406
23-11-2020,33.1815
20-11-2020,33.1462
19-11-2020,33.0999
18-11-2020,33.1276
17-11-2020,33.0792
13-11-2020,33.0016
12-11-2020,32.9611
11-11-2020,32.9742
10-11-2020,32.9082
09-11-2020,32.8784
06-11-2020,32.8036
05-11-2020,32.7566
03-11-2020,32.5935
02-11-2020,32.5738
29-10-2020,32.5523
28-10-2020,32.5954
27-10-2020,32.6514
26-10-2020,32.6203
23-10-2020,32.5627
22-10-2020,32.5019
21-10-2020,32.4999
20-10-2020,32.4557
19-10-2020,32.446
16-10-2020,32.398
15-10-2020,32.3669
14-10-2020,32.4482
13-10-2020,32.4233
12-10-2020,32.4066
09-10-2020,32.3487
08-10-2020,32.1192
07-10-2020,32.0598
06-10-2020,32.0317
05-10-2020,32.0262
01-10-2020,31.966
30-09-2020,31.8851
29-09-2020,31.8486
28-09-2020,31.8849
25-09-2020,31.8278
24-09-2020,31.7736
23-09-2020,31.9044
22-09-2020,31.9206
21-09-2020,31.9588
18-09-2020,32.0502
17-09-2020,32.0415
16-09-2020,32.0915
15-09-2020,32.0394
15-09-2020,32.0394
14-09-2020,32.0079
11-09-2020,31.9924
10-09-2020,31.9885
09-09-2020,31.9602
08-09-2020,31.9531
07-09-2020,32.0902
04-09-2020,32.1376
03-09-2020,32.2445
02-09-2020,32.1575
01-09-2020,32.1331
31-08-2020,31.7728
28-08-2020,31.7932
27-08-2020,31.7848
26-08-2020,31.7718
25-08-2020,31.7553
24-08-2020,31.7161
21-08-2020,31.802
20-08-2020,32.0122
19-08-2020,32.0285
18-08-2020,32.0448
17-08-2020,32.0255
14-08-2020,32.0006
12-08-2020,32.061
11-08-2020,32.0571
10-08-2020,32.0521
07-08-2020,32.0368
06-08-2020,32.0672
05-08-2020,32.0937
04-08-2020,32.0734
03-08-2020,31.9961
31-07-2020,32.0303
30-07-2020,32.025
29-07-2020,32.0478
28-07-2020,32.0334
27-07-2020,31.9879
24-07-2020,32.0339
21-07-2020,32.0013
20-07-2020,31.9688
17-07-2020,31.9299
16-07-2020,31.866
15-07-2020,31.793
14-07-2020,31.7563
13-07-2020,31.8423
10-07-2020,31.7876
09-07-2020,31.7355
08-07-2020,31.6768
07-07-2020,31.6377
06-07-2020,31.5715
03-07-2020,31.479
02-07-2020,31.4453
01-07-2020,31.3695
30-06-2020,31.2904
29-06-2020,31.2444
26-06-2020,31.2558
25-06-2020,31.1915
24-06-2020,31.1684
23-06-2020,31.237
22-06-2020,31.1745
18-06-2020,31.0051
17-06-2020,30.894
15-06-2020,30.8865
12-06-2020,30.9085
11-06-2020,30.8958
10-06-2020,30.9592
09-06-2020,30.9275
08-06-2020,30.9525
05-06-2020,30.9182
04-06-2020,30.8493
03-06-2020,30.8381
02-06-2020,30.7972
01-06-2020,30.7704
29-05-2020,30.7211
28-05-2020,30.6744
27-05-2020,30.599
26-05-2020,30.5137
22-05-2020,30.4648
21-05-2020,30.3225
20-05-2020,30.287
19-05-2020,30.2014
18-05-2020,30.1496
16-05-2020,31.866
15-05-2020,30.2177
14-05-2020,30.2306
13-05-2020,30.2003
12-05-2020,30.0684
11-05-2020,30.0285
08-05-2020,30.2217
06-05-2020,30.1396
05-05-2020,30.0314
04-05-2020,29.9813
30-04-2020,30.0888
29-04-2020,29.943
28-04-2020,29.8888
27-04-2020,29.8849
24-04-2020,29.8272
23-04-2020,30.0344
22-04-2020,29.8246
21-04-2020,29.7664
20-04-2020,29.8188
17-04-2020,29.5114
16-04-2020,29.3185
15-04-2020,29.2008
13-04-2020,29.0965
09-04-2020,29.1065
08-04-2020,28.963
07-04-2020,29.1546
03-04-2020,29.1035
31-03-2020,29.382
30-03-2020,29.2402
27-03-2020,29.4003
26-03-2020,28.848
24-03-2020,28.4259
23-03-2020,28.3385
20-03-2020,28.8693
19-03-2020,28.578
18-03-2020,28.9501
17-03-2020,29.2296
16-03-2020,29.3955
13-03-2020,29.4897
12-03-2020,29.5818
11-03-2020,30.0442
09-03-2020,30.1421
06-03-2020,30.1897
05-03-2020,30.2854
04-03-2020,30.3031
03-03-2020,30.1814
02-03-2020,30.1373
28-02-2020,30.1307
27-02-2020,30.2886
26-02-2020,30.3259
25-02-2020,30.3124
24-02-2020,30.3232
20-02-2020,30.3301
18-02-2020,30.3183
17-02-2020,30.3115
14-02-2020,30.3187
13-02-2020,30.2612
12-02-2020,30.1997
11-02-2020,30.1878
10-02-2020,30.1619
07-02-2020,30.1659
06-02-2020,30.1096
05-02-2020,29.9722
04-02-2020,29.9423
03-02-2020,29.8852
31-01-2020,29.7967
30-01-2020,29.8265
29-01-2020,29.8601
28-01-2020,29.8655
27-01-2020,29.9028
24-01-2020,29.9002
23-01-2020,29.8551
22-01-2020,29.7878
21-01-2020,29.8002
20-01-2020,29.7881
17-01-2020,29.8059
16-01-2020,29.7852
15-01-2020,29.7501
14-01-2020,29.6996
13-01-2020,29.7654
10-01-2020,29.7338
09-01-2020,29.7853
08-01-2020,29.6817
07-01-2020,29.6892
06-01-2020,29.6498
03-01-2020,29.7817
02-01-2020,29.8042
01-01-2020,29.7375
31-12-2019,29.8889
30-12-2019,29.922
27-12-2019,29.9198
26-12-2019,29.8399
24-12-2019,29.8475
23-12-2019,29.8859
20-12-2019,29.847
19-12-2019,29.5698
18-12-2019,29.5737
17-12-2019,29.5164
16-12-2019,29.4411
13-12-2019,29.431
12-12-2019,29.4141
11-12-2019,29.4218
10-12-2019,29.4373
09-12-2019,29.5177
06-12-2019,29.5109
05-12-2019,29.5838
04-12-2019,29.7838
03-12-2019,29.744
02-12-2019,29.7458
29-11-2019,29.7402
28-11-2019,29.7814
27-11-2019,29.7205
26-11-2019,29.7022
25-11-2019,29.7021
22-11-2019,29.6113
21-11-2019,29.6064
20-11-2019,29.6738
19-11-2019,29.6187
18-11-2019,29.5772
15-11-2019,29.5303
14-11-2019,29.5077
13-11-2019,29.4731
11-11-2019,29.4636
08-11-2019,29.4604
07-11-2019,29.5493
06-11-2019,29.5552
05-11-2019,29.5189
04-11-2019,29.5681
01-11-2019,29.5474
31-10-2019,29.5359
30-10-2019,29.4707
29-10-2019,29.4223
25-10-2019,29.3326
24-10-2019,29.3095
23-10-2019,29.3204
22-10-2019,29.2752
18-10-2019,29.2662
17-10-2019,29.2018
16-10-2019,29.1987
15-10-2019,29.1847
14-10-2019,29.1569
11-10-2019,29.089
10-10-2019,29.11
09-10-2019,29.1466
07-10-2019,29.0754
04-10-2019,29.0881
03-10-2019,29.2135
01-10-2019,29.1087
30-09-2019,29.0601
27-09-2019,29.0084
26-09-2019,29.0374
25-09-2019,28.9413
24-09-2019,29.0104
23-09-2019,29.0321
20-09-2019,28.8449
19-09-2019,28.9555
18-09-2019,29.0038
17-09-2019,28.8943
16-09-2019,28.9759
13-09-2019,29.0655
12-09-2019,29.0235
11-09-2019,29.0606
09-09-2019,29.1201
06-09-2019,29.0734
05-09-2019,29.0611
04-09-2019,29.0765
03-09-2019,29.047
30-08-2019,29.0492
29-08-2019,29.0508
28-08-2019,29.1087
27-08-2019,29.1766
26-08-2019,29.1417
23-08-2019,28.9715
22-08-2019,28.9366
21-08-2019,28.9474
20-08-2019,28.9406
19-08-2019,28.935
16-08-2019,28.9949
14-08-2019,28.8854
13-08-2019,28.9996
10-08-2019,29.0805
09-08-2019,29.0754
08-08-2019,29.1967
07-08-2019,29.1134
06-08-2019,29.0994
05-08-2019,29.0968
02-08-2019,29.1666
01-08-2019,29.0858
31-07-2019,29.1637
30-07-2019,29.0866
29-07-2019,29.1152
26-07-2019,29.0651
25-07-2019,29.0515
24-07-2019,29.1608
23-07-2019,29.1613
22-07-2019,29.275
19-07-2019,29.3208
18-07-2019,29.3595
17-07-2019,29.4433
16-07-2019,29.5112
15-07-2019,29.3726
12-07-2019,29.3557
11-07-2019,29.3357
10-07-2019,29.2273
09-07-2019,29.1648
08-07-2019,29.1708
05-07-2019,29.0926
04-07-2019,29.0185
03-07-2019,28.9228
02-07-2019,28.8684
01-07-2019,28.8084
28-06-2019,28.7846
27-06-2019,28.7882
26-06-2019,28.7407
25-06-2019,28.7721
24-06-2019,28.7665
21-06-2019,28.7671
20-06-2019,28.88
19-06-2019,28.7211
18-06-2019,28.7178
17-06-2019,28.5585
14-06-2019,28.5824
13-06-2019,28.4991
12-06-2019,28.4895
11-06-2019,28.4597
10-06-2019,28.4197
07-06-2019,28.4809
06-06-2019,28.502
04-06-2019,28.4415
03-06-2019,28.5007
31-05-2019,28.3644
30-05-2019,28.2524
29-05-2019,28.2512
28-05-2019,28.2255
27-05-2019,28.1898
24-05-2019,28.0604
23-05-2019,27.944
22-05-2019,27.8767
21-05-2019,27.8241
20-05-2019,27.8715
17-05-2019,27.6473
16-05-2019,27.5892
15-05-2019,27.5357
14-05-2019,27.5774
13-05-2019,27.5065
10-05-2019,27.5101
09-05-2019,27.525
08-05-2019,27.5427
07-05-2019,27.5648
06-05-2019,27.5709
03-05-2019,27.5776
02-05-2019,27.5625
30-04-2019,27.5536
26-04-2019,27.5603
25-04-2019,27.4742
24-04-2019,27.5294
23-04-2019,27.4263
22-04-2019,27.4219
18-04-2019,27.5293
16-04-2019,27.561
15-04-2019,27.5317
12-04-2019,27.5007
11-04-2019,27.4882
10-04-2019,27.4801
09-04-2019,27.4936
08-04-2019,27.4556
05-04-2019,27.5362
04-04-2019,27.5485
03-04-2019,27.6306
02-04-2019,27.6742
31-03-2019,27.5968
30-03-2019,27.5916
29-03-2019,27.5843
28-03-2019,27.5499
27-03-2019,27.4553
26-03-2019,27.4629
25-03-2019,27.4207
22-03-2019,27.3744
20-03-2019,27.3339
19-03-2019,27.3132
18-03-2019,27.3334
15-03-2019,27.2802
14-03-2019,27.228
13-03-2019,27.2166
12-03-2019,27.2203
11-03-2019,27.162
08-03-2019,27.0516
07-03-2019,27.0081
06-03-2019,26.9855
05-03-2019,26.9647
01-03-2019,26.882
28-02-2019,26.824
27-02-2019,26.7625
26-02-2019,26.8359
25-02-2019,26.8542
22-02-2019,26.8243
21-02-2019,26.8445
20-02-2019,26.8099
18-02-2019,26.7408
15-02-2019,26.77
14-02-2019,26.8403
13-02-2019,26.8989
12-02-2019,26.8466
11-02-2019,26.8853
08-02-2019,26.907
07-02-2019,26.9552
06-02-2019,26.8404
05-02-2019,26.7592
04-02-2019,26.7495
01-02-2019,26.8048
31-01-2019,26.8892
30-01-2019,26.7858
29-01-2019,26.7825
28-01-2019,26.7762
25-01-2019,26.7918
24-01-2019,26.8225
23-01-2019,26.8147
22-01-2019,26.8529
21-01-2019,26.8014
18-01-2019,26.7984
17-01-2019,26.8603
16-01-2019,26.852
15-01-2019,26.9136
14-01-2019,26.8934
11-01-2019,26.8506
10-01-2019,26.8463
09-01-2019,26.8596
09-01-2019,29.7853
08-01-2019,26.8392
07-01-2019,26.7462
04-01-2019,26.765
03-01-2019,26.7607
01-01-2019,26.8556
31-12-2018,26.8963
28-12-2018,26.8826
27-12-2018,26.9034
26-12-2018,26.8886
24-12-2018,26.8123
21-12-2018,26.8305
20-12-2018,26.8905
19-12-2018,26.893
18-12-2018,26.7296
17-12-2018,26.6566
14-12-2018,26.6202
13-12-2018,26.6249
12-12-2018,26.588
11-12-2018,26.4063
10-12-2018,26.38
07-12-2018,26.5196
06-12-2018,26.5312
05-12-2018,26.5516
04-12-2018,26.4588
03-12-2018,26.4235
30-11-2018,26.4185
29-11-2018,26.3754
28-11-2018,26.2679
27-11-2018,26.184
26-11-2018,26.163
22-11-2018,26.1126
20-11-2018,26.0979
19-11-2018,26.117
16-11-2018,26.0703
15-11-2018,26.0789
14-11-2018,26.0492
13-11-2018,26.0059
12-11-2018,25.9292
09-11-2018,25.9771
06-11-2018,25.9157
05-11-2018,25.9012
02-11-2018,25.9023
01-11-2018,25.752
31-10-2018,25.7149
30-10-2018,25.6537
29-10-2018,25.6658
26-10-2018,25.4974
25-10-2018,25.5327
24-10-2018,25.5641
23-10-2018,25.4961
22-10-2018,25.5208
19-10-2018,25.5197
17-10-2018,25.5381
16-10-2018,25.5922
15-10-2018,25.5232
12-10-2018,25.4583
11-10-2018,25.3673
10-10-2018,25.4009
09-10-2018,25.2966
08-10-2018,25.3998
05-10-2018,25.3393
04-10-2018,25.3193
03-10-2018,25.4712
01-10-2018,25.5966
28-09-2018,25.5269
27-09-2018,25.537
26-09-2018,25.4943
25-09-2018,25.4677
24-09-2018,25.4368
21-09-2018,25.526
19-09-2018,25.527
18-09-2018,25.4996
17-09-2018,25.5384
14-09-2018,25.5481
12-09-2018,25.4708
11-09-2018,25.4192
10-09-2018,25.4942
07-09-2018,25.6661
06-09-2018,25.6082
05-09-2018,25.5882
04-09-2018,25.6293
03-09-2018,25.7379
31-08-2018,25.7966
30-08-2018,25.8166
29-08-2018,25.8311
28-08-2018,25.84
27-08-2018,25.8312
24-08-2018,25.7851
23-08-2018,25.8072
21-08-2018,25.8298
20-08-2018,25.8011
16-08-2018,25.6888
14-08-2018,25.7471
13-08-2018,25.7182
10-08-2018,25.7686
09-08-2018,25.7841
08-08-2018,25.7451
07-08-2018,25.7257
06-08-2018,25.7436
03-08-2018,25.7136
02-08-2018,25.7045
01-08-2018,25.7225
31-07-2018,25.6645
30-07-2018,25.6315
27-07-2018,25.595
26-07-2018,25.5569
25-07-2018,25.5183
24-07-2018,25.518
23-07-2018,25.4907
20-07-2018,25.4613
19-07-2018,25.4653
18-07-2018,25.482
17-07-2018,25.4869
16-07-2018,25.3795
