Date (DD/MM/YYYY),NAV
18/05/2009,10.0000
19/05/2009,10.0000
20/05/2009,10.0000
21/05/2009,10.0000
22/05/2009,10.0000
25/05/2009,10.0000
26/05/2009,10.0000
27/05/2009,10.0000
28/05/2009,10.0000
29/05/2009,10.0000
01/06/2009,10.0000
02/06/2009,10.0000
03/06/2009,10.0000
04/06/2009,10.0000
05/06/2009,10.0000
08/06/2009,10.0000
09/06/2009,10.0000
10/06/2009,10.0000
11/06/2009,10.0000
12/06/2009,10.0012
15/06/2009,10.0035
16/06/2009,10.0045
17/06/2009,10.0052
18/06/2009,10.0069
19/06/2009,10.0079
20/06/2009,10.0079
21/06/2009,10.0079
22/06/2009,10.0109
23/06/2009,10.0128
24/06/2009,10.0139
25/06/2009,10.0151
26/06/2009,10.0163
29/06/2009,10.0201
30/06/2009,10.0210
01/07/2009,10.0220
02/07/2009,10.0230
03/07/2009,10.0237
06/07/2009,10.0258
07/07/2009,10.0265
08/07/2009,10.0271
09/07/2009,10.0318
10/07/2009,10.0399
13/07/2009,10.0469
14/07/2009,10.0492
15/07/2009,10.0515
16/07/2009,10.0538
17/07/2009,10.0561
20/07/2009,10.0634
21/07/2009,10.0654
22/07/2009,10.0677
23/07/2009,10.0701
24/07/2009,10.0724
27/07/2009,10.0790
28/07/2009,10.0812
29/07/2009,10.0833
30/07/2009,10.0854
31/07/2009,10.0874
03/08/2009,10.0932
04/08/2009,10.0949
05/08/2009,10.0976
06/08/2009,10.0998
07/08/2009,10.1021
10/08/2009,10.1088
11/08/2009,10.1109
12/08/2009,10.1130
13/08/2009,10.1150
14/08/2009,10.1170
17/08/2009,10.1229
18/08/2009,10.1253
20/08/2009,10.1294
21/08/2009,10.1314
24/08/2009,10.1375
25/08/2009,10.1395
26/08/2009,10.1416
27/08/2009,10.1436
28/08/2009,10.1453
31/08/2009,10.1504
01/09/2009,10.1519
02/09/2009,10.1534
03/09/2009,10.1547
04/09/2009,10.1574
07/09/2009,10.2499
08/09/2009,10.2496
