Date,SM001014,SM002014,SM003014,SM005010,SM007010,SM008010,SM010009,SM011008,SM012008,SM013008,SM014008
12/18/2024,13.1364,13.4374,14.1371,14.1704,13.8286,13.5146,14.2746,12.5231,11.8454,11.44,10.578
12/19/2024,13.0924,13.3941,14.0912,14.1223,13.78,13.4731,14.212,12.4685,11.8129,11.442,10.5797
12/20/2024,13.0394,13.3496,14.0352,14.0678,13.7408,13.4391,14.151,12.3833,11.8117,11.4441,10.5815
12/23/2024,13.0677,13.3733,14.0625,14.0935,13.7686,13.4597,14.1753,12.4011,11.8833,11.4502,10.5871
12/24/2024,13.0588,13.3639,14.0539,14.0888,13.763,13.4544,14.1684,12.3906,11.8526,11.4522,10.5883
12/26/2024,13.0602,13.3692,14.0579,14.0915,13.7614,13.4551,14.1746,12.3945,11.8546,11.4563,10.5912
12/27/2024,13.058,13.3749,14.0545,14.0892,13.7649,13.4532,14.176,12.391,11.8932,11.4583,10.5929
12/30/2024,13.0627,13.3641,14.0397,14.085,13.7646,13.4517,14.1679,12.378,11.8494,11.4644,10.5987
12/31/2024,13.0827,13.3755,14.0589,14.1028,13.7803,13.4698,14.1888,12.396,11.8601,11.4665,10.6007
01/01/2025,13.0756,13.3843,14.0635,14.1008,13.7793,13.4637,14.1891,12.4086,11.8839,11.4686,10.6047
01/02/2025,13.1038,13.432,14.1201,14.1447,13.8237,13.499,14.2364,12.4837,11.8936,11.4705,10.6071
01/03/2025,13.0913,13.4184,14.1112,14.1351,13.812,13.4969,14.228,12.4698,11.7916,11.4724,10.6096
01/06/2025,13.0546,13.392,14.063,14.0978,13.7851,13.4776,14.1761,12.3936,11.7277,11.4783,10.615
01/07/2025,13.0795,13.4167,14.0866,14.1216,13.805,13.4945,14.2052,12.3994,11.7424,11.4803,10.617
01/08/2025,13.0669,13.4095,14.081,14.1128,13.7952,13.4828,14.1971,12.3809,11.7156,11.4823,10.6189
01/09/2025,13.044,13.3874,14.0521,14.093,13.7833,13.4668,14.1644,12.3404,11.677,11.4844,10.6201
01/10/2025,13.0277,13.3674,14.034,14.0767,13.7654,13.4532,14.1396,12.296,11.6282,11.4865,10.6216
01/13/2025,12.9178,13.2969,13.9377,13.9588,13.6857,13.3696,14.0196,12.1564,11.5433,11.4928,10.6274
01/14/2025,12.9471,13.306,13.9638,13.9875,13.696,13.3889,14.05,12.2127,11.5674,11.4948,10.6294
01/15/2025,12.957,13.3205,13.9895,14.0089,13.711,13.4066,14.0649,12.2585,11.5835,11.4968,10.6315
01/16/2025,13.02,13.3635,14.0427,14.0688,13.7598,13.4585,14.1171,12.3171,11.6254,11.4988,10.6334
01/17/2025,13.0155,13.3566,14.0307,14.0547,13.7372,13.4436,14.1054,12.3241,11.626,11.5008,10.6356
01/20/2025,13.0442,13.3874,14.0659,14.0825,13.7659,13.4723,14.1381,12.3528,11.6535,11.5069,10.6409
01/21/2025,13.0356,13.3712,14.0319,14.0578,13.757,13.4618,14.1223,12.2917,11.6426,11.5089,10.6428
01/22/2025,13.0614,13.3869,14.0524,14.0811,13.7799,13.4767,14.1487,12.2955,11.6506,11.5109,10.6448
01/23/2025,13.0701,13.3991,14.0623,14.0949,13.7788,13.4795,14.1648,12.3074,11.6549,11.513,10.6465
01/24/2025,13.0745,13.3993,14.0577,14.0931,13.7875,13.4818,14.1576,12.2758,11.6085,11.515,10.6484
01/27/2025,13.0799,13.3891,14.0336,14.0772,13.7893,13.4842,14.1335,12.234,11.5974,11.5211,10.6541
01/28/2025,13.0742,13.3983,14.0409,14.088,13.804,13.4926,14.1481,12.2372,11.6171,11.5231,10.6562
01/29/2025,13.0902,13.4196,14.0698,14.1075,13.8185,13.5088,14.1699,12.282,11.6669,11.5251,10.6582
01/30/2025,13.1038,13.4342,14.0888,14.1229,13.828,13.5201,14.1883,12.3141,11.6689,11.5272,10.6603
01/31/2025,13.106,13.456,14.1286,14.1449,13.8421,13.5346,14.2102,12.3541,11.7172,11.5292,10.6623
02/03/2025,13.0954,13.4558,14.0869,14.1405,13.8438,13.5382,14.1793,12.342,11.6638,11.5354,10.668
02/04/2025,13.1306,13.496,14.1507,14.1812,13.8812,13.5705,14.2284,12.3948,11.7133,11.5373,10.67
02/05/2025,13.1416,13.4981,14.1482,14.1818,13.8886,13.573,14.2428,12.3942,11.7368,11.5393,10.6722
02/06/2025,13.1502,13.4999,14.1445,14.1771,13.8841,13.5708,14.2472,12.3825,11.7297,11.5412,10.6747
02/07/2025,13.1085,13.4823,14.1171,14.1523,13.855,13.5419,14.2169,12.3744,11.6961,11.5432,10.6769
02/10/2025,13.0873,13.4603,14.0874,14.1235,13.8387,13.5247,14.1901,12.3274,11.7093,11.549,10.6826
02/11/2025,13.0591,13.4285,14.0461,14.0756,13.82,13.5043,14.137,12.2476,11.6883,11.551,10.6844
02/12/2025,13.0659,13.4335,14.0467,14.0807,13.8257,13.5029,14.1411,12.2307,11.6451,11.5529,10.6865
02/13/2025,13.0581,13.4304,14.0393,14.0743,13.8159,13.4959,14.1263,12.237,11.6474,11.5548,10.6889
02/14/2025,13.0359,13.421,14.02,14.0438,13.8037,13.4884,14.0982,12.2024,11.6201,11.5568,10.6907
02/17/2025,13.0457,13.4287,14.0368,14.0545,13.8074,13.4954,14.1131,12.214,11.6442,11.5627,10.6963
02/20/2025,13.0635,13.4322,14.0521,14.0795,13.8097,13.5015,14.1251,12.2649,11.6467,11.5685,10.7018
02/21/2025,13.0433,13.4105,14.0321,14.0457,13.7916,13.487,14.0869,12.2231,11.6407,11.5704,10.7036
02/24/2025,13.0256,13.39,14.0077,14.0224,13.7857,13.4816,14.0613,12.1884,11.619,11.5762,10.7093
02/25/2025,13.0244,13.388,13.9951,14.0251,13.7833,13.481,14.056,12.1879,11.629,11.5781,10.7115
02/27/2025,13.0075,13.3864,13.9846,14.0168,13.7735,13.4756,14.0481,12.1683,11.5992,11.582,10.715
02/28/2025,12.9408,13.3297,13.9,13.9247,13.7218,13.4372,13.9678,12.076,11.5873,11.5839,10.7165
03/03/2025,12.9455,13.3343,13.903,13.9286,13.729,13.441,13.9734,12.0828,11.5695,11.5897,10.7222
03/05/2025,12.9895,13.3571,13.9493,13.9908,13.7655,13.4764,14.0384,12.1571,11.598,11.5935,10.7258
03/06/2025,13.046,13.3925,14.0033,14.0445,13.8069,13.5171,14.0977,12.2152,11.6145,11.5954,10.7276
03/07/2025,13.0443,13.3986,13.9984,14.0384,13.8075,13.5195,14.1038,12.2042,11.61,11.5972,10.7294
03/10/2025,13.0345,13.3914,13.9893,14.0266,13.8046,13.5087,14.0906,12.1729,11.5855,11.6028,10.7346
03/11/2025,13.0569,13.4118,13.9977,14.0484,13.8101,13.5254,14.1184,12.1827,11.5922,11.6048,10.7364
03/12/2025,13.0636,13.4156,14.0061,14.0489,13.8229,13.5338,14.1201,12.1857,11.613,11.6067,10.738
03/13/2025,13.0667,13.4155,13.9997,14.0498,13.8217,13.5321,14.1302,12.1648,11.6102,11.6086,10.7398
03/17/2025,13.1048,13.4411,14.0234,14.0828,13.854,13.5553,14.169,12.1903,11.615,11.6165,10.7477
03/18/2025,13.1658,13.492,14.0844,14.1557,13.8996,13.5971,14.232,12.2741,11.7144,11.6185,10.7494
03/19/2025,13.219,13.5231,14.115,14.1932,13.932,13.6243,14.2838,12.3265,11.7689,11.6204,10.7511
03/20/2025,13.2547,13.5673,14.1717,14.2565,13.9748,13.6663,14.3385,12.39,11.8182,11.6224,10.753
03/21/2025,13.2882,13.6007,14.2159,14.3013,13.9937,13.6971,14.3689,12.4214,11.8293,11.6244,10.7545
03/24/2025,13.317,13.6374,14.2765,14.3461,14.0258,13.7262,14.403,12.4742,11.8968,11.6303,10.7612
03/25/2025,13.3102,13.6438,14.2719,14.3441,14.0318,13.725,14.3907,12.4427,11.922,11.6322,10.7645
03/26/2025,13.3217,13.6489,14.2708,14.3331,14.051,13.7394,14.3929,12.4327,11.9572,11.6342,10.767
03/27/2025,13.3636,13.6785,14.3049,14.3829,14.0751,13.7609,14.4281,12.48,12.0108,11.6361,10.7697
03/28/2025,13.3802,13.6868,14.3095,14.3894,14.091,13.7751,14.4485,12.4801,11.9972,11.638,10.7698
03/31/2025,13.3839,13.6932,14.3138,14.3932,14.0957,13.779,14.4524,12.4833,12.0027,11.6447,10.7851
04/02/2025,13.4512,13.7319,14.357,14.4305,14.1505,13.8309,14.4939,12.5346,12.039,11.6491,10.789
04/03/2025,13.4457,13.7375,14.3489,14.4204,14.1409,13.8189,14.4927,12.5242,12.046,11.651,10.7952
04/04/2025,13.4289,13.7162,14.3025,14.3945,14.1395,13.8134,14.453,12.4624,12.0346,11.6528,10.7999
04/07/2025,13.3663,13.6415,14.2009,14.2772,14.072,13.7475,14.344,12.3262,11.9686,11.6584,10.8057
04/08/2025,13.4011,13.6871,14.2692,14.3413,14.1171,13.7914,14.3967,12.404,11.9772,11.6604,10.8068
04/09/2025,13.3928,13.6787,14.2586,14.3375,14.1219,13.8014,14.3847,12.3946,11.9848,11.6623,10.8093
04/11/2025,13.4515,,14.3297,14.4124,14.1637,13.8502,14.4694,12.4772,12.0449,11.666,10.8139
04/16/2025,13.5531,13.8414,14.4618,14.5531,14.2719,13.959,14.5903,12.6144,12.1465,11.675,10.8233
04/17/2025,13.598,13.894,14.5185,14.6237,14.32,14.0036,14.6472,12.6893,12.2014,11.6768,10.8249
04/21/2025,13.6887,13.9463,14.6104,14.7161,14.3911,14.064,14.7347,12.7663,,11.6841,10.8319
04/24/2025,13.7396,14.0077,14.6502,14.7641,14.4184,14.0922,14.798,12.8077,,11.6896,10.8373
04/25/2025,13.6705,13.9637,14.6045,14.6911,14.3715,14.0487,14.7314,12.7244,,11.6915,10.839
04/28/2025,13.6879,13.9853,14.642,14.7231,14.3827,14.0603,14.7784,12.77,,11.6969,10.844
04/29/2025,13.7248,14.0119,14.6717,14.7492,14.4144,14.0956,14.7996,12.7964,,11.6987,10.8454
05/05/2025,13.7537,14.0485,14.6974,14.7844,14.4552,14.1283,14.8214,12.8554,,11.7098,10.8555
05/06/2025,13.7076,14.0222,14.6649,14.758,14.4249,14.105,14.7853,12.7955,,11.7116,10.8576
05/07/2025,13.7172,14.0316,14.6778,14.7778,14.4378,14.126,14.8048,12.8202,,11.7134,10.8594
05/08/2025,13.6343,13.9742,14.6119,14.6963,14.3857,14.0682,14.7287,12.7256,,11.7152,10.8608
05/09/2025,13.5991,13.9436,14.5752,14.6474,14.3547,14.0609,14.6558,12.6895,,11.7167,10.8622
05/14/2025,13.7839,14.0822,14.7487,14.8384,14.4961,14.1913,14.852,12.8856,,11.7261,10.8717
05/15/2025,13.8201,14.1291,14.8053,14.9034,14.5401,14.2271,14.9064,12.9561,,11.7281,10.8738
05/16/2025,13.8454,14.1521,14.8285,14.9252,14.5484,14.247,14.9324,12.9728,,11.7299,10.8755
05/19/2025,13.8442,14.1533,14.8277,14.9263,14.5535,14.2484,14.927,12.963,,11.7357,10.8813
05/20/2025,13.8275,14.1411,14.8005,14.8853,14.5349,14.2442,14.8895,12.9107,,11.7377,10.8835
05/21/2025,13.8562,14.1791,14.833,14.9181,14.5725,14.2752,14.9237,12.9533,,11.7396,10.8855
05/22/2025,13.8191,14.1521,14.7923,14.8833,14.5355,14.2474,14.8802,12.9019,,11.7418,10.8881
05/23/2025,13.8496,14.1854,14.8406,14.9275,14.5693,14.2799,14.9295,12.9675,,11.7439,10.8905
05/26/2025,13.869,14.2039,14.8703,14.9487,14.594,14.3007,14.9527,12.9835,,11.7498,10.8961
05/27/2025,13.8612,14.1844,14.8486,14.9271,14.579,14.2896,14.9329,12.9609,,11.7518,10.8984
05/28/2025,13.8746,14.1845,14.8543,14.9301,14.5802,14.2986,14.9298,12.9704,,11.7536,10.9001
05/29/2025,13.8753,14.1883,14.8578,14.9346,14.5809,14.3008,14.9353,12.9683,,11.7557,10.902
05/30/2025,13.8395,14.169,14.8305,14.9099,14.559,14.2752,14.9004,12.9312,,11.7576,10.9038
06/02/2025,13.8398,14.1709,14.8227,14.9109,14.5611,14.2788,14.9047,12.932,,11.7634,10.9093
06/03/2025,13.817,14.154,14.7966,14.8932,14.5426,14.2712,14.8916,12.9041,,11.7654,10.9112
06/05/2025,13.8384,14.1694,14.8186,14.9365,14.5678,14.2913,14.9105,12.9456,,11.7692,10.915
06/06/2025,13.791,14.1714,14.8104,14.9335,14.5848,14.295,14.8903,12.9544,,11.7711,10.9169
06/09/2025,13.7224,14.1457,14.7822,14.9058,14.5543,14.2565,14.8565,12.9397,,11.7782,10.926
06/10/2025,13.697,14.1229,14.7583,14.8923,14.5327,14.2268,14.8411,12.9221,,11.7801,10.9279
06/11/2025,13.6775,14.1057,14.7596,14.8823,14.5179,14.2051,14.821,12.915,,11.7819,10.9294
06/12/2025,13.6394,14.076,14.7173,14.8421,14.493,14.1902,14.7711,12.8573,,11.7834,10.9305
06/13/2025,13.6165,14.0506,14.6784,14.8098,14.4544,14.1624,14.7265,12.8203,,11.7848,10.9316
06/16/2025,13.6823,14.0921,14.7425,14.868,14.5101,14.2091,14.788,12.8841,,11.7898,10.9361
06/17/2025,13.6685,14.0907,14.752,14.8587,14.5081,14.218,14.7627,12.8737,,11.7914,10.9373
06/18/2025,13.6518,14.0818,14.7376,14.8386,14.4937,14.2097,14.742,12.8567,,11.7931,10.9391
06/19/2025,13.6015,14.0548,14.7058,14.7954,14.4676,14.177,14.6954,12.8173,,11.7948,10.9407
06/20/2025,13.6432,14.0888,14.7431,14.8438,14.504,14.2008,14.7601,12.8905,,11.7967,10.9425
06/23/2025,13.6381,14.076,14.7224,14.8358,14.4953,14.1886,14.7457,12.8802,,11.8019,10.9475
06/24/2025,13.6807,14.0977,14.7519,14.8743,14.5258,14.218,14.792,12.9098,,11.8038,10.9494
06/25/2025,13.692,14.1062,14.7728,14.8855,14.54,14.2242,14.7892,12.9223,,11.8056,10.9512
06/26/2025,13.7239,14.1381,14.8023,14.9262,14.5742,14.2467,14.8373,12.9715,,11.807,10.9523
07/08/2025,13.7482,14.169,14.8451,14.9693,14.6043,14.2822,14.8739,13.0078,,11.83,10.9758
07/09/2025,13.75,14.1716,14.8378,14.954,14.6026,14.2755,14.8608,12.9972,,11.8317,10.9773
07/10/2025,13.7426,14.1538,14.8145,14.9346,14.5854,14.2615,14.8338,12.9656,,11.8331,10.9786
07/11/2025,13.8032,14.1538,14.8133,14.9364,14.5724,14.2586,14.853,12.9431,,11.8348,10.98
07/14/2025,13.8346,14.1555,14.8136,14.9485,14.5794,14.2613,14.8712,12.953,,11.8398,10.9845
07/15/2025,13.8414,14.1624,14.8315,14.9692,14.5897,14.2735,14.8942,12.9702,,11.8418,10.9866
07/16/2025,13.8382,14.1632,14.8393,14.9719,14.6001,14.2772,14.8957,12.9747,,11.8434,10.9879
07/17/2025,13.8419,14.1627,14.8318,14.954,14.5925,14.2797,14.8843,12.9745,,11.8452,10.9897
07/18/2025,13.8596,14.1614,14.8302,14.946,14.5862,14.281,14.8861,12.9603,,11.8469,10.9914
07/21/2025,13.8841,14.1803,14.8468,14.9809,14.6037,14.3014,14.9209,12.995,,11.852,10.9958
07/22/2025,13.8873,14.1752,14.8363,14.986,14.5988,14.2953,14.9144,13.0119,,11.8537,10.9972
07/23/2025,13.8917,14.1922,14.8532,15.0047,14.614,14.3041,14.9297,13.0337,,11.8554,10.9987
07/24/2025,13.8632,14.1796,14.8281,14.9752,14.5911,14.2863,14.904,13.0132,,11.8572,11.0003
07/25/2025,13.78,14.145,14.7891,14.921,14.5546,14.2556,14.8395,12.9545,,11.8589,11.0018
07/28/2025,13.742,14.1265,14.7593,14.9002,14.5374,14.2353,14.8266,12.9132,,11.864,11.0064
07/29/2025,13.7358,14.1276,14.7716,14.9006,14.5553,14.2481,14.824,12.9386,,11.8657,11.0079
07/30/2025,13.7529,14.1363,14.7746,14.9044,14.5561,14.2488,14.8132,12.9484,,11.8674,11.0094
07/31/2025,13.7558,14.1265,14.7553,14.892,14.5478,14.2385,14.797,12.9311,,11.8689,11.0107
08/01/2025,13.7274,14.1005,14.7295,14.863,14.5167,14.2233,14.7726,12.8889,,11.8706,11.0124
08/04/2025,13.7884,14.1418,14.7817,14.924,14.56,14.2682,14.8347,12.9455,,11.8753,11.0173
08/05/2025,13.7502,14.127,14.7618,14.8979,14.5459,14.255,14.8096,12.9293,,11.8766,11.019
08/06/2025,13.6561,14.0741,14.7037,14.8216,14.5084,14.197,14.7231,12.8772,,11.8779,11.0205
08/07/2025,13.6665,14.0786,14.708,14.8286,14.5096,14.2048,14.7299,12.8823,,11.8791,11.0221
08/08/2025,13.5927,14.0484,14.6664,14.7819,14.4628,14.173,14.681,12.8357,,11.8805,11.0238
08/11/2025,13.5799,14.0427,14.655,14.772,14.4732,14.1567,14.661,12.8413,,11.8844,11.0286
08/12/2025,13.5203,14.0092,14.6324,14.7314,14.4459,14.1226,14.6167,12.8219,,11.8857,11.0301
08/13/2025,13.5555,13.9966,14.6419,14.7629,14.4666,14.1373,14.6306,12.8481,,11.887,11.0318
08/14/2025,13.6097,14.034,14.6885,14.8224,14.4998,14.1783,14.6829,12.8848,,11.8885,11.0336
08/18/2025,13.5618,14.0282,14.6772,14.7972,14.4922,14.1545,14.6793,12.8888,,11.8941,11.0404
08/19/2025,13.563,14.0158,14.6743,14.8032,14.4889,14.1522,14.6769,12.9086,,11.8962,11.0422
08/20/2025,13.5882,14.0363,14.7023,14.84,14.4974,14.1694,14.7066,12.9334,,11.8982,11.0439
08/21/2025,13.5742,14.0283,14.6981,14.832,14.494,14.1641,14.6954,12.9195,,11.9037,11.0456
08/22/2025,13.5521,14.0088,14.6607,14.7924,14.4639,14.1443,14.6583,12.8932,,11.8956,11.0472
08/25/2025,13.4992,13.9986,14.6518,14.7637,14.4662,14.1333,14.6283,12.8746,,11.915,11.0522
08/26/2025,13.4175,13.9375,14.596,14.7095,14.4083,14.0964,14.5727,12.8045,,11.8995,11.0539
08/28/2025,13.4435,13.9484,14.6087,14.7189,14.4009,14.1248,14.5815,12.8114,,11.8866,11.057
08/29/2025,13.3785,13.9303,14.5773,14.6689,14.3681,14.0891,14.5402,12.7575,,11.8698,11.0582
09/01/2025,13.4064,13.9468,14.603,14.7098,14.3996,14.1135,14.5701,12.8011,,11.8854,11.0631
09/02/2025,13.4084,13.9436,14.6098,14.7253,14.4048,14.1255,14.5783,12.8198,,11.8849,11.0647
09/03/2025,13.4933,13.9691,14.6518,14.7711,14.4479,14.1574,14.6169,12.8641,,11.8811,11.0661
09/04/2025,13.5534,13.995,14.6756,14.8113,14.4765,14.1886,14.6593,12.8808,,11.8747,11.0678
09/05/2025,13.6257,14.028,14.7068,14.8576,14.4931,14.2229,14.7048,12.9174,,11.8782,11.0693
09/09/2025,13.6149,14.0322,14.7183,14.8668,14.5174,14.2306,14.7229,12.9296,,11.902,11.0761
09/10/2025,13.6056,14.048,14.7383,14.8765,14.5239,14.2409,14.7343,12.9383,,11.9105,11.0773
09/11/2025,13.6034,14.0524,14.7496,14.8806,14.5312,14.2436,14.741,12.9418,,11.9106,11.0787
09/12/2025,13.6431,14.0785,14.7768,14.9084,14.5581,14.2662,14.78,12.9622,,11.9316,11.0804
09/15/2025,13.6424,14.0798,14.7893,14.9094,14.5692,14.2747,14.7786,12.9684,,11.9309,11.0852
09/16/2025,13.6743,14.0985,14.8101,14.9374,14.5848,14.2907,14.8097,13.0011,,11.9491,11.087
09/17/2025,13.7214,14.1332,14.8443,14.9835,14.6083,14.3185,14.8476,13.0398,,11.9729,11.0891
09/18/2025,13.7104,14.1378,14.8383,14.9826,14.612,14.3177,14.8477,13.053,,11.9804,11.0911
09/19/2025,13.7254,14.1443,14.8426,14.9959,14.6163,14.3272,14.8595,13.06,,11.9811,11.0929
09/22/2025,13.6954,14.1413,14.8224,14.9682,14.6106,14.3176,14.8351,13.0401,,11.9528,11.098
09/23/2025,13.688,14.1465,14.8337,14.9707,14.6198,14.3225,14.8332,13.0511,,11.9473,11.0995
09/24/2025,13.6669,14.1366,14.8094,14.9497,14.6077,14.3048,14.8242,13.0259,,11.9295,11.1009
09/25/2025,13.6582,14.1307,14.7894,14.9346,14.5884,14.2931,14.8071,13.0036,,11.9179,11.1024
09/26/2025,13.6217,14.1043,14.7546,14.8906,14.5552,14.2634,14.7709,12.9602,,11.889,11.1031
09/29/2025,13.6488,14.1008,14.7536,14.911,14.5512,14.2603,14.7899,12.9686,,11.8867,11.108
09/30/2025,13.6285,14.0933,14.7484,14.8997,14.5426,14.2547,14.77,12.9619,,11.8815,11.1098
10/01/2025,13.6772,14.069,14.8037,14.9567,14.5864,14.2353,14.821,13.0244,,11.8919,11.1136
