Date,SM001009,SM002009,SM003003,SM004007,SM005007,SM006007,SM007007,SM008007,SM009007
09/16/2010,10.0,,,10.0,,,,,
09/17/2010,10.0,,,10.0,,,,,
09/18/2010,10.0,,,,,,,,
09/19/2010,10.0,,,,,,,,
09/20/2010,10.0,,,10.0,,,,,
09/21/2010,10.0,,,10.0,,,,,
09/22/2010,10.0,,,10.0,,,,,
09/23/2010,10.0,,,,,,,,
09/24/2010,10.0,,,10.0,,,,,
09/25/2010,10.0,,,,,,,,
09/26/2010,10.0,,,,,,,,
09/27/2010,10.0,,,10.0,,,,,
09/28/2010,10.0,,,10.0,,,,,
09/29/2010,10.0,,,10.0,,,,,
09/30/2010,10.0,,,,,,,,
10/01/2010,10.0,,,10.0,,,,,
10/02/2010,10.0,,,,,,,,
10/03/2010,10.0,,,,,,,,
10/04/2010,10.0,10.0,,,,,,,
10/05/2010,10.0,10.0,,10.0,,,,,
10/06/2010,10.0,10.0,,,,,,,
10/07/2010,10.0,10.0,,10.0,,,,,
10/08/2010,10.0,10.0,,10.0,,,,,
10/09/2010,10.0,10.0,,,,,,,
10/10/2010,10.0,,,,,,,,
10/11/2010,10.0,10.0,,10.0,,,,,
10/12/2010,10.0,10.0,,10.0,,,,,
10/13/2010,10.0007,10.0,,10.0,,,,,
10/14/2010,10.002,10.0,,10.0,,,,,
10/15/2010,10.0033,10.0,,10.0,,,,,
10/16/2010,10.0046,10.0,,,,,,,
10/17/2010,10.0046,,,,,,,,
10/18/2010,10.0046,10.0,,10.0,,,,,
10/19/2010,10.0069,9.9991,,10.0,,,,,
10/20/2010,10.0077,10.0008,,10.0,,,,,
10/21/2010,10.0092,10.0025,,10.0,,,,,
10/22/2010,10.0105,10.0042,,10.0,,,,,
10/23/2010,10.0118,10.0059,,,,,,,
10/24/2010,10.0118,,,,,,,,
10/25/2010,10.0118,10.0093,,10.0,,,,,
10/26/2010,10.0157,10.011,,10.0,,,,,
10/27/2010,10.0173,10.0127,,10.0,,,,,
10/28/2010,10.0189,10.0144,10.013,10.0,,,,,
10/29/2010,10.0205,10.016,10.015,10.0,,,,,
10/30/2010,10.0222,10.0177,,,,,,,
10/31/2010,10.0222,,,,,,,,
11/01/2010,10.0222,10.0212,10.0209,10.0,,,,,
11/02/2010,10.0273,10.0228,10.0228,10.0,,,,,
11/03/2010,10.0288,10.0246,10.0246,,,,,,
11/04/2010,10.0302,10.0263,10.0264,10.0,,,,,
11/05/2010,10.0317,,,,,,,,
11/06/2010,10.0317,10.0297,,,,,,,
11/07/2010,10.0317,,,,,,,,
11/08/2010,10.0317,10.0331,10.0337,10.0,,,,,
11/09/2010,10.0375,10.0349,10.0356,,,,,,
11/10/2010,10.0386,10.0364,10.0369,10.0,,,,,
11/11/2010,10.0363,10.0381,10.0383,10.0,,,,,
11/12/2010,10.0383,10.0398,10.0396,10.0,,,,,
11/13/2010,10.0404,10.0415,,,,,,,
11/14/2010,10.0421,,,,,,,,
11/15/2010,10.0519,10.0449,10.0438,10.0,,,,,
11/16/2010,10.0506,10.0466,10.0458,10.0,,,,,
11/17/2010,10.0526,,,,,,,,
11/18/2010,10.0541,10.0499,10.0494,10.0,,,,,
11/19/2010,10.0564,10.0516,10.0521,,,,,,
11/20/2010,10.0585,10.0533,,,,,,,
11/21/2010,10.0602,,,,,,,,
11/22/2010,10.053,10.0567,10.0578,10.0,,,,,
11/23/2010,10.0491,10.0584,10.0598,10.0,,,,,
11/24/2010,10.0574,10.0601,10.0618,10.0,,,,,
11/25/2010,10.0597,10.0618,10.0635,10.0,,,,,
11/26/2010,10.056,10.0634,10.0654,10.0,,,,,
11/27/2010,10.0584,10.0652,,,,,,,
11/28/2010,10.0607,,,,,,,,
11/29/2010,10.296,10.0686,,10.0,,,,,
11/30/2010,10.2984,10.0703,10.0727,10.0,,,,,
12/01/2010,10.2947,10.072,10.0745,10.0,,,,,
12/02/2010,10.273,10.0738,10.0764,10.0,,,,,
12/03/2010,10.2697,10.0741,10.0769,10.0,,,,,
12/04/2010,10.2705,10.0759,,,,,,,
12/05/2010,10.2713,,,,,,,,
12/06/2010,10.2598,10.0794,10.0784,10.0,,,,,
12/07/2010,10.2597,10.0811,10.0789,10.0,,,,,
12/08/2010,10.2735,10.0829,10.0809,10.0,,,,,
12/09/2010,10.2746,10.0847,10.0829,10.0,,,,,
12/10/2010,10.2935,10.0862,10.0849,10.0,,,,,
12/11/2010,10.2959,10.0883,,,,,,,
12/12/2010,10.2983,,,,,,,,
12/13/2010,10.2882,10.0921,10.091,10.0,,,,,
12/14/2010,10.3051,10.0939,10.093,10.0,,,,,
12/15/2010,10.31,10.0954,10.0948,10.0,,,,,
12/16/2010,10.3678,10.0973,10.0968,10.0,,,,,
12/17/2010,10.3702,,,,,,,,
12/18/2010,10.3725,10.1008,,,,,,,
12/19/2010,10.3749,,,,,,,,
12/20/2010,10.3717,10.1043,10.1047,10.0,,,,,
12/21/2010,10.3832,10.1061,10.1068,10.0,,,,,
12/22/2010,10.3814,10.1078,10.1087,10.0,,,,,
12/23/2010,10.3863,10.1098,10.1108,10.0,,,,,
12/24/2010,10.3983,10.1118,10.1128,,,,,,
12/25/2010,10.4007,10.1139,,,,,,,
12/26/2010,10.403,,,,,,,,
12/27/2010,10.4021,10.1181,10.1148,10.0,,,,,
12/28/2010,10.4075,10.12,10.121,,,,,,
12/29/2010,10.4061,10.122,10.123,10.0,,,,,
12/30/2010,10.431,10.1226,10.1237,,,,,,
12/31/2010,10.4606,10.1244,10.1244,10.0,,,,,
01/01/2011,10.4629,10.1268,,,,,,,
01/02/2011,10.4651,,,,,,,,
01/03/2011,10.4829,10.1313,10.1265,10.0,,,,,
01/04/2011,10.4741,10.1333,10.1271,10.0,,,,,
01/05/2011,10.473,10.1355,10.1278,,,,,,
01/06/2011,10.4722,10.1376,10.1284,10.0,,,,,
01/07/2011,10.4103,10.1398,10.1305,10.0,,,,,
01/08/2011,10.4126,10.1434,,,,,,,
01/09/2011,10.4149,,,,,,,,
01/10/2011,10.3764,10.1475,10.1369,10.0,,,,,
01/11/2011,10.3374,10.1495,10.1391,,,,,,
01/12/2011,10.3849,10.1495,10.1412,10.0,,,,,
01/13/2011,10.3927,10.1503,10.1421,10.0,,,,,
01/14/2011,10.3677,10.1443,10.1442,10.0,,,,,
01/15/2011,10.3686,10.1462,,,,,,,
01/16/2011,10.3695,,,,,,,,
01/17/2011,10.3061,10.1431,10.1506,10.0,,,,,
01/18/2011,10.3295,10.144,10.1515,10.0,,,,,
01/19/2011,10.3973,10.1484,10.1537,,,,,,
01/20/2011,10.4038,10.1495,10.1559,,,,,,
01/21/2011,10.4038,10.1523,10.1582,10.0,,,,,
01/22/2011,10.4055,10.1545,,,,,,,
01/23/2011,10.4072,,,,,,,,
01/24/2011,10.4076,10.1583,10.1648,10.0,,,,,
01/25/2011,10.4254,10.1619,10.167,10.0,,,,,
01/26/2011,10.4275,,,,,,,,
01/27/2011,10.4271,10.1644,10.1714,10.0,,,,,
01/28/2011,10.4038,10.1639,10.1736,10.0,,,,,
01/29/2011,10.406,10.1661,,,,,,,
01/30/2011,10.4063,,,,,,,,
01/31/2011,10.4089,10.1674,10.1804,10.0,,,,,
02/01/2011,10.3973,10.1693,10.1826,10.0,,,,,
02/02/2011,10.4046,10.1688,10.1841,10.0,,,,,
02/03/2011,10.4161,10.1714,10.1862,10.0,,,,,
02/04/2011,10.4102,10.1755,10.1886,10.0,,,,,
02/05/2011,10.4125,10.1776,,,,,,,
02/06/2011,10.4139,,,,,,,,
02/07/2011,10.3963,10.1791,10.1921,10.0,,,,,
02/08/2011,10.3881,10.1813,10.1972,10.0,,,,,
02/09/2011,10.3696,10.1817,10.2012,10.0,,,,,
02/10/2011,10.3952,10.1827,10.2077,10.0,,,,,
02/11/2011,10.408,10.1843,10.2091,10.0,,,,,
02/12/2011,10.4096,10.1866,,,,,,,
02/13/2011,10.411,,,,,,,,
02/14/2011,10.4397,10.1925,10.2302,10.0,,,,,
02/15/2011,10.4368,10.1975,10.2316,10.0,,,,,
02/16/2011,10.4326,,,,,,,,
02/17/2011,10.4379,10.201,10.2412,10.0,,,,,
02/18/2011,10.4261,10.2041,10.2403,10.0,,,,,
02/19/2011,10.4275,10.2063,,,,,,,
02/20/2011,10.4284,,,,,,,,
02/21/2011,10.4476,10.2095,10.2582,10.0,,,,,
02/22/2011,10.4525,10.2124,10.2652,10.0,,,,,
02/23/2011,10.4369,10.2139,10.2602,10.0,,,,,
02/24/2011,10.4138,10.2156,10.2582,10.0,,,,,
02/25/2011,10.3959,10.2155,,10.0,,,,,
02/26/2011,10.3968,10.2173,,,,,,,
02/27/2011,10.3977,,,,,,,,
02/28/2011,10.4213,10.2366,10.2825,10.0,,,,,
03/01/2011,10.4385,10.2453,10.2863,10.0,,,,,
03/02/2011,10.4399,,,,,,,,
03/03/2011,10.4518,10.2985,10.3297,10.0,,,,,
03/04/2011,10.4525,10.304,10.3286,10.0,,,,,
03/05/2011,10.4537,10.306,,,,,,,
03/06/2011,10.4543,,,,,,,,
03/07/2011,10.4496,10.3103,10.3336,10.0,,,,,
03/08/2011,10.4804,10.2922,10.3461,10.0,,,,,
03/09/2011,10.4831,10.3052,10.348,10.0,,,,,
03/10/2011,10.4886,10.4223,10.3514,10.0,,,,,
03/11/2011,10.4963,10.417,10.3594,10.0,,,,,
03/12/2011,10.4978,10.4193,,,,,,,
03/13/2011,10.4993,,,,,,,,
03/14/2011,10.5069,10.4136,10.3583,10.0,,,,,
03/15/2011,10.5023,10.4329,10.3961,10.0,,,,,
03/16/2011,10.5123,10.4142,10.3937,10.0,,,,,
03/17/2011,10.5116,10.4307,10.3932,10.0,,,,,
03/18/2011,10.5063,10.4179,10.3913,10.0,,,,,
03/19/2011,10.5078,10.4201,,,,,,,
03/20/2011,10.5093,,,,,,,,
03/21/2011,10.5073,10.4073,10.3996,10.0,,,,,
03/22/2011,10.5207,10.4071,,10.0,,,,,
03/23/2011,10.5324,10.4212,10.405,10.0,,,,,
03/24/2011,10.5309,10.5474,10.4161,10.0,,,,,
03/25/2011,10.5416,10.5651,10.432,10.0,,,,,
03/26/2011,10.5431,10.5673,,,,,,,
03/27/2011,10.5445,,,,,,,,
03/28/2011,10.5524,10.6052,10.4419,10.0,,,,,
03/29/2011,10.6432,10.6072,10.4383,10.0,,,,,
03/30/2011,10.648,10.6889,10.4322,10.0,,,,,
03/31/2011,10.7508,10.7052,10.4317,10.0,,,,,
04/01/2011,10.7542,,,,,,,,
04/02/2011,10.7563,10.7174,,,,,,,
04/03/2011,10.7583,,,,,,,,
04/04/2011,10.7603,,,,,,,,
04/05/2011,10.7677,10.6911,10.435,10.0,,,,,
04/06/2011,10.7631,10.6915,10.4335,10.0,,,,,
04/07/2011,10.7668,10.6911,10.4374,10.0,,,,,
04/08/2011,10.7575,10.686,10.4219,10.0,,,,,
04/09/2011,10.7595,10.6777,,,,,,,
04/10/2011,10.7615,,,,,,,,
04/11/2011,10.7472,10.7018,10.4114,10.0,,,,,
04/12/2011,10.7492,,,,,,,,
04/13/2011,10.7423,10.6932,10.4637,10.0,,,,,
04/14/2011,10.7436,,,,,,,,
04/15/2011,10.7981,10.7092,10.4572,10.0,,,,,
04/16/2011,10.8004,10.7028,,,,,,,
04/17/2011,10.8028,,,,,,,,
04/18/2011,10.7941,10.6988,10.4563,10.0,,,,,
04/19/2011,10.7934,10.6902,10.473,10.0,,,,,
04/20/2011,10.7954,10.6901,10.4768,10.0047,,,,,
04/21/2011,10.7941,10.697,10.482,10.0061,,,,,
04/22/2011,10.795,,,,,,,,
04/23/2011,10.7958,10.7,,,,,,,
04/24/2011,10.7966,,,,,,,,
04/25/2011,10.7702,10.7039,10.48,10.0217,,,,,
04/26/2011,10.7846,10.7041,10.5298,10.0216,,,,,
04/27/2011,10.7877,10.7057,10.5318,10.0235,,,,,
04/28/2011,10.7669,10.8374,10.5298,10.0161,,,,,
04/29/2011,10.7599,10.8372,10.538,10.0096,,,,,
04/30/2011,10.7617,10.8379,,,,,,,
05/01/2011,10.7628,,,,,,,,
05/02/2011,10.7765,10.8437,10.5421,10.0054,,,,,
05/03/2011,10.7906,10.8211,10.5348,9.9947,,,,,
05/04/2011,10.7818,10.8232,10.5335,9.9628,,,,,
05/05/2011,10.7833,10.8153,10.5325,9.9491,,,,,
05/06/2011,10.8136,10.8231,10.5388,9.9358,,,,,
05/07/2011,10.8146,10.8266,,,,,,,
05/08/2011,10.8155,,,,,,,,
05/09/2011,10.7939,10.7567,10.5376,9.9593,,,,,
05/10/2011,10.789,10.8044,10.5373,9.9615,,,,,
05/11/2011,10.7864,10.8157,10.5375,9.9607,,,,,
05/12/2011,10.8029,10.8236,10.5632,9.9648,,,,,
05/13/2011,10.8003,10.8319,10.5577,9.9532,,,,,
05/14/2011,10.8021,10.883,,,,,,,
05/15/2011,10.8036,,,,,,,,
05/16/2011,10.8043,10.8381,10.5609,9.9716,,,,,
05/17/2011,10.8035,,,,,,,,
05/18/2011,10.7964,10.8451,10.5626,9.9489,,,,,
05/19/2011,10.8033,10.8398,10.5584,9.9439,,,,,
05/20/2011,10.8,10.8381,10.5539,9.9465,,,,,
05/21/2011,10.8022,10.8411,,,,,,,
05/22/2011,10.804,,,,,,,,
05/23/2011,10.8101,10.8128,10.5678,9.9648,,,,,
05/24/2011,10.8211,10.8259,10.5639,9.9527,,,,,
05/25/2011,10.8151,10.8222,10.5661,9.9541,,,,,
05/26/2011,10.8199,10.8484,10.5609,9.9471,,,,,
05/27/2011,10.8147,10.8369,10.5463,9.9571,,,,,
05/28/2011,10.8169,10.8397,,,,,,,
05/29/2011,10.819,,,,,,,,
05/30/2011,10.8162,10.8618,10.5554,9.9721,,,,,
05/31/2011,10.844,10.8936,10.5777,9.9793,,,,,
06/01/2011,10.8755,10.902,10.5977,10.0028,,,,,
06/02/2011,10.8886,10.9236,10.6169,10.0189,,,,,
06/03/2011,10.9004,10.9007,10.6414,10.0199,,,,,
06/04/2011,10.9028,10.9026,,,,,,,
06/05/2011,10.9052,,,,,,,,
06/06/2011,10.9118,10.9097,10.6555,10.0224,,,,,
06/07/2011,10.9199,10.9119,10.6545,10.0299,,,,,
06/08/2011,10.9287,10.9266,10.6664,10.0353,,,,,
06/09/2011,10.9294,10.9414,10.6675,10.0361,,,,,
06/10/2011,10.9366,10.9377,10.6773,10.0355,,,,,
06/11/2011,10.939,10.9396,,,,,,,
06/12/2011,10.9414,,,,,,,,
06/13/2011,10.943,10.9537,10.6866,10.0419,,,,,
06/14/2011,10.9248,10.9605,10.6616,10.0454,,,,,
06/15/2011,10.8973,10.9313,10.6457,10.0441,,,,,
06/16/2011,10.9219,10.9541,10.683,10.0238,,,,,
06/17/2011,10.9366,10.9623,10.6987,10.0337,,,,,
06/18/2011,10.939,10.9642,,,,,,,
06/19/2011,10.9414,,,,,,,,
06/20/2011,10.9544,10.9784,10.732,10.0349,,,,,
06/21/2011,10.951,10.9941,10.726,10.0169,,,,,
06/22/2011,10.9435,10.9972,10.7184,10.0181,,,,,
06/23/2011,10.9458,11.0001,10.7181,10.0122,,,,,
06/24/2011,10.9769,11.0493,10.7271,10.0217,,,,,
06/25/2011,10.9793,11.0529,,,,,,,
06/26/2011,10.9816,,,,,,,,
06/27/2011,11.0256,11.0889,10.7315,10.0601,,,,,
06/28/2011,11.0201,11.0827,10.727,10.0756,,,,,
06/29/2011,11.0231,11.1869,10.7233,10.0807,,,,,
06/30/2011,11.0235,11.103,10.7228,10.0906,,,,,
07/01/2011,11.0107,,10.7072,,,,,,
07/02/2011,11.0131,11.0899,,,,,,,
07/03/2011,11.0154,,,,,,,,
07/04/2011,11.0169,11.1106,10.7046,10.111,,,,,
07/05/2011,11.0451,11.1355,10.7278,10.1376,,,,,
07/06/2011,11.044,11.1202,10.7302,10.136,,,,,
07/07/2011,11.0646,11.1584,10.7296,10.1437,,,,,
07/08/2011,11.0584,11.1359,10.735,10.1669,,,,,
07/09/2011,11.0608,11.1374,,,,,,,
07/10/2011,11.0632,,,,,,,,
07/11/2011,11.0752,11.1172,10.7431,10.1621,,,,,
07/12/2011,11.0835,11.12,10.7775,10.1674,,,,,
07/13/2011,11.0932,11.1261,10.7735,10.157,,,,,
07/14/2011,11.1197,11.1513,10.7969,10.1769,,,,,
07/15/2011,11.1301,11.1524,10.802,10.1958,,,,,
07/16/2011,11.1325,11.1544,,,,,,,
07/17/2011,11.1349,,,,,,,,
07/18/2011,11.1368,11.155,10.8143,10.1997,,,,,
07/19/2011,11.1511,11.1899,10.8474,10.2132,,,,,
07/20/2011,11.129,11.0765,10.8438,10.2195,,,,,
07/21/2011,11.1273,11.1609,10.8464,10.2067,,,,,
07/22/2011,11.1323,11.1991,10.8337,10.1983,,,,,
07/23/2011,11.1347,11.2022,,,,,,,
07/24/2011,11.1371,,,,,,,,
07/25/2011,11.1502,11.2482,10.849,10.2233,,,,,
07/26/2011,11.093,11.1781,10.7935,10.2208,,,,,
07/27/2011,11.0729,11.1455,10.7849,10.1679,,,,,
07/28/2011,11.0772,11.1469,10.7912,10.172,,,,,
07/29/2011,11.0711,11.1617,10.7926,10.1629,,,,,
07/30/2011,11.0723,11.163,,,,,,,
07/31/2011,11.0747,,,,,,,,
08/01/2011,11.083,11.1855,10.8004,10.1611,,,,,
08/02/2011,11.073,11.1729,10.804,10.1708,,,,,
08/03/2011,11.072,11.1475,10.8118,10.1704,,,,,
08/04/2011,11.0621,11.1317,10.8167,10.1507,,,,,
08/05/2011,11.0801,,10.8571,,,,,,
08/06/2011,11.0825,11.1129,,,,,,,
08/07/2011,11.085,,,,,,,,
08/08/2011,11.108,11.1096,10.889,10.151,,,,,
08/09/2011,11.1221,11.09,10.9019,10.147,,,,,
08/10/2011,11.1472,11.136,10.9174,10.1449,,,,,
08/11/2011,11.1394,11.1087,10.9175,10.1734,,,,,
08/12/2011,11.1201,11.075,10.8935,10.1674,,,,,
08/13/2011,11.1226,11.0766,,,,,,,
08/14/2011,11.125,,,,,,,,
08/15/2011,11.1274,,,,,,,,
08/16/2011,11.1109,11.0739,10.8899,10.1272,,,,,
08/17/2011,11.1113,11.0612,10.8877,10.1317,,,,,
08/18/2011,11.0906,11.0066,10.9225,10.1351,,,,,
08/19/2011,11.0713,,,,,,,,
08/20/2011,11.0737,10.9667,,,,,,,
08/21/2011,11.0761,,,,,,,,
08/22/2011,11.0841,10.9674,10.9373,10.1163,,,,,
08/23/2011,11.0978,11.005,10.9437,10.1256,,,,,
08/24/2011,11.0991,10.9831,10.9456,10.1424,,,,,
08/25/2011,11.0912,10.9568,10.939,10.1411,,,,,
08/26/2011,11.0611,10.9229,10.9159,10.1277,,,,,
08/27/2011,11.0636,10.9242,,,,,,,
08/28/2011,11.066,,,,,,,,
08/29/2011,11.0944,10.9827,10.9366,10.1052,,,,,
08/30/2011,11.1025,11.024,10.9475,10.1342,,,,,
08/31/2011,11.105,,,,,,,,
09/01/2011,11.1074,,,,,,,,
09/02/2011,11.1003,11.0324,10.9551,10.1437,,,,,
09/03/2011,11.1027,11.035,,,,,,,
09/04/2011,11.1052,,,,,,,,
09/05/2011,11.1197,11.0676,10.9798,10.1625,,,,,
09/06/2011,11.1232,11.0819,10.985,10.1725,,,,,
09/07/2011,11.1282,11.0877,10.9924,10.1776,,,,,
09/08/2011,11.1514,11.0971,10.9979,10.1963,,,,,
09/09/2011,11.1314,11.0661,10.9815,10.2035,,,,,
09/10/2011,11.1338,11.0675,,,,,,,
09/11/2011,11.1363,,,,,,,,
09/12/2011,11.1157,11.0311,10.9753,10.1969,,,,,
09/13/2011,11.1075,11.0237,10.9658,10.18,,,,,
09/14/2011,11.1176,11.0674,10.9719,10.1754,,,,,
09/15/2011,11.1313,11.0845,10.987,10.1834,,,,,
09/16/2011,11.1373,11.0811,10.9887,10.1934,,,,,
09/17/2011,11.1397,11.0834,,,,,,,
09/18/2011,11.1421,,,,,,,,
09/19/2011,11.1399,11.0663,10.9996,10.2054,,,,,
09/20/2011,11.1645,11.1103,11.016,10.2182,,,,,
09/21/2011,11.1671,11.1244,11.0155,10.2374,,,,,
09/22/2011,11.1441,11.0748,10.9959,10.244,,,,,
09/23/2011,11.1302,11.0619,10.99,10.215,,,,,
09/24/2011,11.1326,11.0637,,,,,,,
09/25/2011,11.135,,,,,,,,
09/26/2011,11.1403,11.0587,10.9894,10.2117,,,,,
09/27/2011,11.1624,11.0908,11.0093,10.2034,,,,,
09/28/2011,11.142,11.0798,11.0023,10.2211,,,,,
09/29/2011,11.1003,11.0476,10.9783,10.1985,,,,,
09/30/2011,11.0875,,10.9643,,,,,,
10/01/2011,11.0899,11.0059,,,,,,,
10/02/2011,11.0923,,,,,,,,
10/03/2011,11.0607,10.971,10.9311,10.1901,,,,,
10/04/2011,11.03,10.9151,10.9111,10.1563,,,,,
10/05/2011,11.0219,10.8982,10.9015,10.1354,,,,,
10/06/2011,11.0244,,,,,,,,
10/07/2011,10.9785,10.8976,10.8995,10.1007,,,,,
10/08/2011,10.981,10.9011,,,,,,,
10/09/2011,10.9834,,,,,,,,
10/10/2011,10.9612,10.8949,10.8996,10.1018,,,,,
10/11/2011,10.9739,10.9069,10.9153,10.1206,,,,,
10/12/2011,10.9915,10.957,10.9305,10.134,,,,,
10/13/2011,10.9899,10.956,10.925,10.1492,,,,,
10/14/2011,10.9863,10.9655,10.9152,10.1415,,,,,
10/15/2011,10.9888,10.9682,,,,,,,
10/16/2011,10.9912,,,,,,,,
10/17/2011,10.9889,10.9845,10.9226,10.1474,,,,,
10/18/2011,10.99,10.946,10.9174,10.1579,,,,,
10/19/2011,11.0138,10.9783,10.9386,10.1473,,,,,
10/20/2011,11.018,10.9804,10.9287,10.1607,,,,,
10/21/2011,11.0003,10.9678,10.9125,10.149,,,,,
10/22/2011,11.0028,10.9697,,,,,,,
10/23/2011,11.0053,,,,,,,,
10/24/2011,11.0048,11.0067,10.9254,10.1435,,,,,
10/25/2011,11.0738,11.0373,10.9742,10.1753,,,,,
10/26/2011,11.0762,,,,,,,,
10/27/2011,11.0787,,,,,,,,
10/28/2011,11.0589,11.051,10.9926,10.1822,,,,,
10/29/2011,11.0615,11.0547,,,,,,,
10/30/2011,11.0626,,,,,,,,
10/31/2011,11.0488,11.0737,10.9789,10.2044,,,,,
11/01/2011,11.0375,11.0613,10.9629,10.1965,,,,,
11/02/2011,11.0498,11.0647,10.9744,10.1953,,,,,
11/03/2011,11.0552,11.0656,10.9769,10.2043,,,,,
11/04/2011,11.0507,11.0689,10.9706,10.2016,,,,,
11/05/2011,11.0532,11.0714,,,,,,,
11/06/2011,11.0557,,,,,,,,
11/07/2011,11.0581,,,,,,,,
11/08/2011,11.025,11.0617,10.9611,10.1984,,,,,
11/09/2011,10.9824,11.0038,10.9217,10.1728,,,,,
11/10/2011,10.9849,,,,,,,,
11/11/2011,10.9483,10.9379,10.9032,10.1419,,,,,
11/12/2011,10.9508,10.9398,,,,,,,
11/13/2011,10.9533,,,,,,,,
11/14/2011,10.9466,10.9357,10.8992,10.1387,,,,,
11/15/2011,10.9544,10.9228,10.901,10.1504,,,,,
11/16/2011,10.948,10.9194,10.8957,10.1473,,,,,
11/17/2011,10.9569,10.9488,10.9059,10.1717,,,,,
11/18/2011,10.9541,10.9235,10.8997,10.1677,,,,,
11/19/2011,10.9566,10.9258,,,,,,,
11/20/2011,10.9591,,,,,,,,
11/21/2011,10.9664,10.9052,10.878,10.168,,,,,
11/22/2011,10.9721,10.8961,10.8909,10.1444,,,,,
11/23/2011,10.9628,10.8908,10.8692,10.1554,,,,,
11/24/2011,10.9934,10.9215,10.8957,10.1455,,,,,
11/25/2011,10.9637,10.8884,10.8884,10.1484,,,,,
11/26/2011,10.9662,10.8904,,,,,,,
11/27/2011,10.9687,,,,,,,,
11/28/2011,10.9892,10.925,10.9417,10.1475,,,,,
11/29/2011,10.9843,10.9228,10.9347,10.1706,,,,,
11/30/2011,11.0251,10.9627,10.9605,10.1928,,,,,
12/01/2011,11.1394,11.0074,11.0127,10.2201,,,,,
12/02/2011,11.1626,11.08,11.0652,10.2578,,,,,
12/03/2011,11.1645,11.0832,,,,,,,
12/04/2011,11.1664,,,,,,,,
12/05/2011,11.2245,11.1439,11.0998,10.3043,,,,,
12/06/2011,11.2265,,,,,,,,
12/07/2011,11.2379,11.1757,11.119,10.3179,,,,,
12/08/2011,11.2307,11.1843,11.098,10.3431,,,,,
12/09/2011,11.2334,11.1717,11.0823,10.327,,,,,
12/10/2011,11.2352,11.1732,,,,,,,
12/11/2011,11.2369,,,,,,,,
12/12/2011,11.2678,11.1858,11.0506,10.3379,,,,,
12/13/2011,11.2947,11.2045,11.0948,10.3307,,,,,
12/14/2011,11.266,11.199,11.0608,10.3254,,,,,
12/15/2011,11.2661,11.2081,11.0541,10.3232,,,,,
12/16/2011,11.3145,11.2398,11.059,10.3512,,,,,
12/17/2011,11.317,11.2415,,,,,,,
12/18/2011,11.3193,,,,,,,,
12/19/2011,11.3323,11.2399,11.0774,10.3691,,,,,
12/20/2011,11.3356,11.2142,11.0816,10.3636,,,,,
12/21/2011,11.343,11.23,11.1058,10.345,,,,,
12/22/2011,11.3349,11.2296,11.1141,10.3565,,,,,
12/23/2011,11.3213,11.2095,11.1059,10.3447,,,,,
12/24/2011,11.3238,11.2117,,,,,,,
12/25/2011,11.3261,,,,,,,,
12/26/2011,11.3163,11.2109,11.1017,10.3361,,,,,
12/27/2011,11.2867,11.1757,11.0801,10.3391,,,,,
12/28/2011,11.2937,11.1791,11.0867,10.3454,,,,,
12/29/2011,11.26,11.1623,11.0587,10.3316,,,,,
12/30/2011,11.2465,11.1356,11.0486,10.318,,,,,
12/31/2011,11.2489,11.1378,,,,,,,
01/01/2012,11.2511,,,,,,,,
01/02/2012,11.3265,11.1816,11.1043,10.3518,,,,,
01/03/2012,11.4071,11.2639,11.1655,10.3797,,,,,
01/04/2012,11.405,11.267,11.1751,10.4003,,,,,
01/05/2012,11.4264,11.3047,11.185,10.4089,,,,,
01/06/2012,11.4571,11.3261,11.2108,10.437,,,,,
01/07/2012,11.4606,11.3285,,,,,,,
01/08/2012,11.4631,,,,,,,,
01/09/2012,11.498,11.3614,11.2394,10.4613,,,,,
01/10/2012,11.5134,11.3807,11.2579,10.4605,,,,,
01/11/2012,11.5083,11.3884,11.2632,10.476,,,,,
01/12/2012,11.4938,11.3706,11.273,10.4759,,,,,
01/13/2012,11.5236,11.3946,11.3045,10.4818,,,,,
01/14/2012,11.5262,11.3972,,,,,,,
01/15/2012,11.5287,,,,,,,,
01/16/2012,11.5183,11.3862,11.3175,10.4887,,,,,
01/17/2012,11.5612,11.4379,11.3514,10.4989,,,,,
01/18/2012,11.5652,11.4267,11.3446,10.5252,,,,,
01/19/2012,11.6019,11.4517,11.3762,10.5331,,,,,
01/20/2012,11.6162,11.4871,11.3854,10.5506,,,,,
01/21/2012,11.6188,11.4897,,,,,,,
01/22/2012,11.6213,,,,,,,,
01/23/2012,11.6281,11.4844,11.3874,10.5587,,,,,
01/24/2012,11.5891,11.4622,11.3728,10.523,,,,,
01/25/2012,11.5965,11.4713,11.3856,10.5241,,,,,
01/26/2012,11.5991,,,,,,,,
01/27/2012,11.6087,11.4731,11.3924,10.5256,,,,,
01/28/2012,11.6113,11.4758,,,,,,,
01/29/2012,11.6138,,,,,,,,
01/30/2012,11.6051,11.4671,11.3694,10.5518,10.0045,,,,
01/31/2012,11.6312,11.5077,11.4026,10.5485,10.0113,,,,
02/01/2012,11.6974,11.5768,11.4829,10.615,10.089,,,,
02/02/2012,11.6982,11.5781,11.4967,10.6262,10.1228,,,,
02/03/2012,11.7101,11.5905,11.501,10.6247,10.1252,,,,
02/04/2012,11.7127,11.5933,,,10.1272,,,,
