Date,SM003019
10/01/2025,10.0
10/06/2025,10.0004
10/07/2025,10.0012
10/08/2025,10.0013
10/09/2025,10.002
10/10/2025,10.0031
10/13/2025,10.0058
10/14/2025,10.0057
10/15/2025,10.0068
10/16/2025,10.0081
10/17/2025,10.0095
10/20/2025,10.0135
