Date,SM001012,SM002012,SM003012,SM005008,SM006008,SM007008,SM008008,SM010004,SM011004,SM012004,SM013004,SM014004
12/19/2018,11.6609,11.5756,11.5528,11.2176,11.4798,11.4039,11.6084,11.1545,,,,
12/20/2018,11.6923,11.578,11.5213,11.317,11.4822,11.4135,11.6558,11.1567,,,,
12/21/2018,11.7011,11.5802,11.5703,11.335,11.4843,11.4791,11.7098,11.1588,,,,
12/22/2018,11.7034,11.5826,,11.3376,,,,,,,,
12/23/2018,11.7057,11.5848,,11.3401,,,,,,,,
12/24/2018,11.7155,11.5871,11.5961,11.3338,11.4909,11.4816,11.6757,11.1651,,,,
12/25/2018,11.7178,11.5895,,11.3363,,,,,,,,
12/26/2018,11.7138,11.5917,11.592,11.3632,11.4955,11.4903,11.7499,11.1695,,,,
12/27/2018,11.6995,11.594,11.5495,11.3718,11.4978,11.5097,11.7032,11.1717,,,,
12/28/2018,11.7211,11.5964,11.5785,11.2702,11.5001,11.4975,11.6926,11.174,,,,
12/29/2018,11.7239,11.5988,,11.2727,,,,,,,,
12/30/2018,11.7266,11.6011,,11.2752,,,,,,,,
12/31/2018,11.7322,11.6034,11.5902,11.3013,11.5072,11.464,11.7174,11.1806,,,,
01/01/2019,11.7189,11.6066,11.5908,11.351,11.5098,11.4948,11.6852,11.1834,,,,
01/02/2019,11.7301,11.6089,11.5931,11.3745,11.5125,11.4774,11.9574,11.1858,,,,
01/03/2019,11.8333,11.6114,11.7175,11.3975,11.5152,11.5473,11.8945,11.1883,,,,
01/04/2019,11.624,11.6137,11.599,11.3689,11.5173,11.4191,11.7525,11.1902,,,,
01/05/2019,11.6267,11.616,,11.3714,,,,,,,,
01/06/2019,11.6293,11.6183,,11.3739,,,,,,,,
01/07/2019,11.7341,11.6206,11.6102,11.3604,11.5241,11.4506,11.7615,11.1966,,,,
01/08/2019,11.7306,11.6229,11.6089,11.3718,11.5264,11.4448,11.7727,11.1988,,,,
01/09/2019,11.7509,11.6252,11.6181,11.3841,11.5286,11.5167,11.7733,11.201,,,,
01/10/2019,11.7619,11.6275,11.6479,11.3953,11.531,11.5117,11.7882,11.2033,,,,
01/11/2019,11.7698,11.6299,11.6177,11.4016,11.5333,11.4746,11.8196,11.2055,,,,
01/12/2019,11.7723,11.6322,,11.404,,,,,,,,
01/13/2019,11.7749,11.6344,,11.4064,,,,,,,,
01/14/2019,11.7856,11.6366,11.5635,11.4313,11.54,11.4844,12.0089,11.212,,,,
01/15/2019,11.7579,11.639,11.6235,11.3833,11.5422,11.4646,11.7749,11.2142,,,,
01/16/2019,11.7437,11.6413,11.5728,11.3698,11.5447,11.3873,11.7655,11.2164,,,,
01/17/2019,11.7417,11.6436,11.6187,11.2668,11.547,11.4825,11.7509,11.2187,,,,
01/18/2019,11.6454,11.6459,11.6146,11.2115,11.5493,11.4147,11.7093,11.2209,,,,
01/19/2019,11.6479,11.6482,,11.2138,,,,,,,,
01/20/2019,11.6503,11.6505,,11.2162,,,,,,,,
01/21/2019,11.6815,11.6527,11.625,11.1759,11.5562,11.3404,11.6953,11.2276,,,,
01/22/2019,11.7143,11.655,11.6319,11.2102,11.5589,11.3775,11.7038,11.2298,,,,
01/23/2019,11.7129,11.6573,11.6415,11.2064,11.5612,11.4464,11.7287,11.232,,,,
01/24/2019,11.7151,11.6596,11.6852,11.2221,11.5635,11.3954,11.7301,11.2342,,,,
01/25/2019,11.7091,11.6618,11.6391,11.216,11.5658,11.4252,11.7235,11.2364,,,,
01/26/2019,11.7115,11.6641,,11.2182,,,,,,,,
01/27/2019,11.7139,11.6664,,11.2205,,,,,,,,
01/28/2019,11.7388,11.6686,11.7045,11.2224,11.5725,11.4611,11.8161,11.2429,,,,
01/29/2019,11.7893,11.6708,11.6608,11.2085,11.5748,11.4121,11.6937,11.245,,,,
01/30/2019,11.7175,11.6731,11.6527,11.2097,11.577,11.3829,11.719,11.2473,,,,
01/31/2019,11.7358,11.6753,11.6638,11.246,11.5791,11.3955,11.693,11.2495,,,,
02/01/2019,11.6888,11.6777,11.6588,11.1643,11.5813,11.3787,11.7274,11.2517,,,,
02/02/2019,11.6911,11.6799,,11.1669,,,,,,,,
02/03/2019,11.6935,11.6821,,11.1695,,,,,,,,
02/04/2019,11.723,11.6844,11.7185,11.1238,11.588,11.4008,11.781,11.2582,,,,
02/05/2019,11.6627,11.6866,11.6464,11.1221,11.5902,11.3849,11.6863,11.2603,,,,
02/06/2019,11.6951,11.6888,11.6555,11.1496,11.5923,11.3927,11.7395,11.2625,,,,
02/07/2019,11.6961,11.6911,11.67,11.2258,11.5945,11.4826,11.7732,11.2646,,,,
02/08/2019,11.7476,11.6935,11.6741,11.2126,11.5971,11.4477,11.7745,11.267,,,,
02/09/2019,11.7498,11.6958,,11.2151,,,,,,,,
02/10/2019,11.7521,11.698,,11.2176,,,,,,,,
02/11/2019,11.7711,11.7003,11.645,11.2209,11.6037,11.3714,11.7519,11.2735,,,,
02/12/2019,11.7592,11.7025,11.6934,11.1774,11.6059,11.4646,11.7483,11.2756,,,,
02/13/2019,11.7679,11.7047,11.7082,11.2211,11.6081,11.4565,11.7858,11.2778,,,,
02/14/2019,11.7929,11.707,11.6965,11.1852,11.6104,11.404,11.7564,11.28,,,,
02/15/2019,11.7436,11.7093,11.6768,11.1502,11.6125,11.4378,11.7229,11.2822,,,,
02/16/2019,11.7458,11.7114,,11.1527,,,,,,,,
02/17/2019,11.7479,11.7137,,11.1551,,,,,,,,
02/18/2019,11.7458,11.7159,11.7341,11.1338,11.6189,11.4214,11.7888,11.2886,,,,
02/19/2019,11.748,11.7181,,11.1362,,,,,,,,
02/20/2019,11.7232,11.7204,11.6753,11.2235,11.6231,11.4182,11.7522,11.2928,,,,
02/21/2019,11.7153,11.7226,11.6782,11.1531,11.6252,11.4009,11.7188,11.295,,,,
02/22/2019,11.6885,11.7248,11.6564,11.1486,11.6274,11.387,11.7226,11.2971,,,,
02/23/2019,11.6906,11.7271,,11.151,,,,,,,,
02/24/2019,11.6928,11.7294,,,,,,,,,,
02/25/2019,11.7388,11.7317,11.6976,11.1592,11.6341,11.4251,11.7239,11.3037,,,,
02/26/2019,11.7972,11.7339,11.6968,11.2255,11.6366,11.461,11.7839,11.3058,,,,
02/27/2019,11.7203,11.7361,11.6795,11.1074,11.6388,11.3673,11.7518,11.308,,,,
02/28/2019,11.7211,11.7383,11.7207,11.134,11.6409,11.3808,11.7178,11.3101,,,,
03/01/2019,11.7395,11.7406,11.7406,11.1612,11.6432,11.3696,11.7904,11.3123,,,,
03/02/2019,11.7415,11.7429,,11.1636,,,,,,,,
03/03/2019,11.7436,11.7451,,11.1659,,,,,,,,
03/04/2019,11.7456,11.7474,,11.1683,,,,,,,,
03/05/2019,11.7802,11.7496,11.7644,11.1966,11.6523,11.4339,11.7326,11.3209,,,,
03/06/2019,11.7707,11.7518,11.7349,11.2771,11.6545,11.4512,11.8013,11.3231,,,,
03/07/2019,11.7731,11.7541,11.7359,11.2218,11.6568,11.466,11.7819,11.3253,,,,
03/08/2019,11.7837,11.7563,11.74,11.2499,11.6591,11.4669,11.7967,11.3274,,,,
03/09/2019,11.7857,11.7585,,11.2525,,,,,,,,
03/10/2019,11.7877,11.7607,,11.2551,,,,,,,,
03/11/2019,11.8075,11.7629,11.7504,11.3221,11.6658,11.5279,11.8287,11.3338,,,,
03/12/2019,11.7635,11.7652,11.6766,11.2386,11.6681,11.5069,11.847,11.336,,,,
03/13/2019,11.7646,11.7675,11.6703,11.2243,11.6704,11.5172,11.7969,11.3382,,,,
03/14/2019,11.8322,11.7699,11.7415,11.3307,11.6729,11.504,11.8634,11.3405,,,,
03/15/2019,11.8501,11.7726,11.7455,11.3167,11.6758,11.5245,11.8682,11.3431,,,,
03/16/2019,11.8521,11.7749,,11.3192,,,,,,,,
03/17/2019,11.854,11.7772,,11.3218,,,,,,,,
03/18/2019,11.7983,11.7795,11.7311,11.3169,11.6825,11.5163,11.8406,11.3497,,,,
03/19/2019,11.8541,11.7817,11.8341,11.3128,11.6847,11.5219,11.9846,11.3519,,,,
03/20/2019,11.8678,11.784,11.8928,11.369,11.687,11.5614,11.9993,11.3541,,,,
03/21/2019,11.8697,11.7863,,11.3715,,,,,,,,
03/22/2019,12.035,11.7886,11.8655,11.4139,11.6912,11.6327,12.0658,11.3585,,,,
03/23/2019,12.0377,11.7908,,11.4164,,,,,,,,
03/24/2019,12.0403,11.7931,,11.4189,,,,,,,,
03/25/2019,11.9193,11.7955,11.8851,11.476,11.6978,11.6198,12.0058,11.3651,,,,
03/26/2019,11.9385,11.7978,11.8772,11.4846,11.7002,11.651,12.0741,11.3673,,,,
03/27/2019,11.8918,11.8002,11.8883,11.6705,11.7026,11.6747,12.1207,11.3696,,,,
03/28/2019,11.8919,11.8024,11.8799,11.6464,11.705,11.6928,12.1299,11.3718,,,,
03/29/2019,11.9452,11.8053,11.9224,11.5261,11.7074,11.6689,12.1131,11.3745,,,,
03/30/2019,12.1313,11.815,12.1213,11.5517,11.7147,11.9028,12.21,11.3838,,,,
03/31/2019,12.1337,11.8195,12.1243,11.5546,11.7201,11.9055,12.2134,11.3883,,,,
04/01/2019,12.1361,11.8196,,11.5569,,,,,,,,
04/02/2019,12.0741,11.8218,12.0708,11.8163,11.7224,11.9143,12.2334,11.3904,,,,
04/03/2019,12.058,11.8262,12.0635,11.81,11.7256,11.902,12.2021,11.3948,,,,
04/04/2019,12.0155,11.8283,11.975,11.7931,11.7277,11.8183,12.251,11.397,,,,
04/05/2019,12.1,11.8307,12.0466,11.8055,11.7304,11.8448,12.1943,11.3993,,,,
04/06/2019,12.1024,11.833,,11.8078,,,,,,,,
04/07/2019,12.1048,11.8352,,11.8101,,,,,,,,
04/08/2019,12.0757,11.8375,12.0341,11.8337,11.7373,11.8942,12.24,11.4059,,,,
04/09/2019,12.0544,11.8396,12.0539,11.8296,11.7394,11.822,12.233,11.4079,,,,
04/10/2019,12.0127,11.8419,11.9477,11.7912,11.7415,11.8017,12.1601,11.4102,,,,
04/11/2019,12.0586,11.8441,12.0054,11.7979,11.7437,11.8121,12.2066,11.4123,,,,
04/12/2019,12.021,11.8464,11.9901,11.7919,11.7459,11.811,12.2313,11.4145,,,,
04/13/2019,12.0233,11.8484,,11.7945,,,,,,,,
04/14/2019,12.0256,11.8506,,11.797,,,,,,,,
04/15/2019,12.0974,11.8529,12.0597,11.8306,11.7525,11.8381,12.245,11.4207,,,,
04/16/2019,12.1027,11.8552,12.0845,11.8389,11.7548,11.9027,12.2249,11.423,,,,
04/17/2019,12.105,11.8577,,11.8415,,,,,,,,
04/18/2019,12.0884,11.8599,12.0316,11.8117,11.7595,11.8593,12.2477,11.4275,,,,
04/19/2019,12.0907,11.8622,,11.8143,,,,,,,,
04/20/2019,12.093,11.8644,,11.8168,,,,,,,,
04/21/2019,12.0954,11.8667,,11.8193,,,,,,,,
04/22/2019,12.1026,11.8689,12.0076,11.8005,11.7687,11.9273,12.2841,11.4361,,,,
04/23/2019,12.0706,11.8713,12.0041,11.7934,11.7709,11.8743,12.2746,11.4384,,,,
04/24/2019,12.0977,11.8734,12.0121,11.804,11.7731,11.8217,12.2846,11.4404,,,,
04/25/2019,12.02,11.8757,12.0033,11.7893,11.7753,11.8462,12.236,11.4426,,,,
04/26/2019,12.0664,11.8778,12.0181,11.7903,11.778,11.818,12.2239,11.4446,,,,
04/27/2019,12.0688,11.8797,,11.7928,,,,,,,,
04/28/2019,12.0711,11.882,,11.7953,,,,,,,,
04/29/2019,12.0734,11.8843,,11.7978,,,,,,,,
04/30/2019,12.0853,11.8865,11.9724,11.817,11.7868,11.8954,12.1685,11.453,,,,
05/01/2019,12.0876,11.8886,,11.8196,,,,,,,,
05/02/2019,12.0988,11.8909,12.0577,11.8312,11.7912,11.8933,12.2416,11.4572,,,,
05/03/2019,12.088,11.893,12.0439,11.8157,11.7935,11.89,12.2557,11.4593,,,,
05/04/2019,12.0903,11.8952,,11.8182,,,,,,,,
05/05/2019,12.0926,11.8975,,11.8208,,,,,,,,
05/06/2019,12.0916,11.8997,12.0478,11.8244,11.8002,11.8664,12.2489,11.4658,,,,
05/07/2019,12.1657,11.9019,12.175,11.9013,11.8026,11.9046,12.2393,11.4679,,,,
05/08/2019,12.0995,11.9044,12.0489,11.8326,11.8049,11.8789,12.2538,11.4702,,,,
05/09/2019,12.1029,11.9069,12.0438,11.8323,11.8074,11.8749,12.2537,11.4727,,,,
05/10/2019,12.0956,11.9092,12.0536,11.833,11.8097,11.8745,12.2685,11.4749,,,,
05/11/2019,12.0972,11.9116,,11.8355,,,,,,,,
05/12/2019,12.0988,11.9138,,11.838,,,,,,,,
05/13/2019,12.1568,11.9161,12.1339,11.8974,11.8167,11.9184,12.2802,11.4815,,,,
05/14/2019,12.103,11.9186,12.0636,11.8214,11.8192,11.8943,12.2356,11.4839,,,,
05/15/2019,12.124,11.921,12.0813,11.8724,11.8217,11.9094,12.2933,11.4862,,,,
05/16/2019,12.1334,11.9235,12.0975,11.8858,11.8242,11.9157,12.3024,11.4886,,,,
05/17/2019,12.1294,11.9261,12.0377,11.8801,11.8268,11.8751,12.3088,11.4911,,,,
05/18/2019,12.131,11.9285,,11.8826,,,,,,,,
05/19/2019,12.1326,11.9308,,11.8851,,,,,,,,
05/20/2019,12.16,11.9331,12.0513,11.8994,11.8339,11.9059,12.3679,11.4979,,,,
05/21/2019,12.1728,11.9355,12.1085,11.902,11.8362,11.9632,12.3843,11.5002,,,,
05/22/2019,12.1682,11.9382,12.1486,11.9334,11.8388,11.9554,12.2952,11.5028,,,,
05/23/2019,12.1695,11.9408,12.0235,11.9294,11.8413,11.9734,12.2244,11.5053,,,,
05/24/2019,12.2089,11.9439,12.1781,11.968,11.8442,11.9847,12.3662,11.5083,,,,
05/25/2019,12.2105,11.9462,,11.9705,,,,,,,,
05/26/2019,12.2121,11.9485,,11.9729,,,,,,,,
05/27/2019,12.2286,11.9508,12.1532,11.9655,11.8511,12.0425,12.4546,11.5149,,,,
05/28/2019,12.2026,11.9531,12.2164,12.0071,11.8535,11.9833,12.3737,11.5171,,,,
05/29/2019,12.2135,11.9557,12.2217,12.0134,11.8562,12.0461,12.3794,11.5197,,,,
05/30/2019,12.22,11.958,12.2169,12.0092,11.8585,11.9999,12.3738,11.5219,,,,
05/31/2019,12.2125,11.9603,12.1601,11.9861,11.8608,12.0324,12.4066,11.5242,,,,
06/01/2019,12.2141,11.9632,,11.9885,,,,,,,,
06/02/2019,12.2157,11.9655,,11.991,,,,,,,,
06/03/2019,12.2607,11.9677,12.2437,12.0471,11.8683,12.0692,12.4209,11.5311,,,,
06/04/2019,12.2642,11.9701,12.241,12.0383,11.8708,12.0761,12.428,11.5334,,,,
06/05/2019,12.2658,11.9725,,12.0408,,,,,,,,
06/06/2019,12.3052,11.9747,12.2602,12.0557,11.8755,12.0852,12.5012,11.5377,,,,
06/07/2019,12.2766,11.9772,12.2225,12.0325,11.8783,12.0578,12.4577,11.5401,,,,
06/08/2019,12.2782,11.9795,,12.035,,,,,,,,
06/09/2019,12.2798,11.9817,,12.0375,,,,,,,,
06/10/2019,12.2586,11.984,12.2326,12.028,11.8849,12.067,12.4547,11.5466,,,,
06/11/2019,12.262,11.9862,12.2018,12.0036,11.8871,12.0635,12.4706,11.5487,,,,
06/12/2019,12.2412,11.9884,12.1941,12.0043,11.8893,12.0501,12.4613,11.5509,,,,
06/13/2019,12.2802,11.9907,12.2252,12.0249,11.8914,12.0905,12.4743,11.553,,,,
06/14/2019,12.2944,11.993,12.2376,12.0425,11.8938,12.1179,12.483,11.5551,,,,
06/15/2019,12.296,11.9952,,12.045,,,,,,,,
06/16/2019,12.2976,11.9974,,12.0474,,,,,,,,
06/17/2019,12.294,11.9997,12.2321,12.0439,11.9005,12.0816,12.4846,11.5614,,,,
06/18/2019,12.3147,12.0019,12.2518,12.068,11.9028,12.0776,12.4818,11.5635,,,,
06/19/2019,12.3421,12.0041,12.3183,12.102,11.9052,12.1747,12.4766,11.5655,,,,
06/20/2019,12.266,12.0064,12.2473,12.0432,11.9073,12.0856,12.4436,11.5676,,,,
06/21/2019,12.2923,12.0091,12.2453,12.0759,11.9097,12.1126,12.456,11.5702,,,,
06/22/2019,12.2938,12.0109,,12.0783,,,,,,,,
06/23/2019,12.2954,12.0131,,12.0808,,,,,,,,
06/24/2019,12.3239,12.0153,12.2604,12.0797,11.9157,12.1463,12.4956,11.5761,,,,
06/25/2019,12.2952,12.0175,12.2635,12.0675,11.9176,12.1231,12.4961,11.5783,,,,
06/26/2019,12.2966,12.0197,12.2427,12.0598,11.9198,12.1156,12.4903,11.5803,,,,
06/27/2019,12.332,12.0217,12.2786,12.0851,11.9219,12.1459,12.4863,11.5823,,,,
06/28/2019,12.3257,12.0239,12.277,12.0789,11.9241,12.1492,12.4977,11.5844,,,,
06/29/2019,12.3273,12.0265,,12.0813,,,,,,,,
06/30/2019,12.3288,12.0287,,12.0837,,,,,,,,
07/01/2019,12.3429,12.0308,12.3203,12.1128,11.931,12.1664,12.4582,11.5911,,,,
07/02/2019,12.3211,12.0331,12.2776,12.0838,11.9336,12.1733,12.4744,11.5933,,,,
07/03/2019,12.2847,12.0354,12.2652,12.0753,11.936,12.0483,12.4634,11.5956,,,,
07/04/2019,12.3167,12.038,12.2705,12.0842,11.9387,12.131,12.5297,11.598,,,,
07/05/2019,12.3641,12.0405,12.3031,12.1248,11.9416,12.1822,12.5414,11.6005,,,,
07/06/2019,12.3656,12.043,,12.1272,,,,,,,,
07/07/2019,12.3672,12.0451,,12.1296,,,,,,,,
07/08/2019,12.366,12.0471,12.3242,12.1445,11.9486,12.2265,12.5571,11.6069,,,,
07/09/2019,12.3816,12.0495,12.3275,12.142,11.9515,12.2215,12.5718,11.6091,,,,
07/10/2019,12.3844,12.0519,12.3209,12.1184,11.9541,12.153,12.5749,11.6115,,,,
07/11/2019,12.3804,12.0544,12.3319,12.1312,11.9568,12.2216,12.5696,11.6138,,,,
07/12/2019,12.3905,12.0567,12.3485,12.1639,11.9595,12.1526,12.5817,11.616,,,,
07/13/2019,12.392,12.0589,,12.1662,,,,,,,,
07/14/2019,12.3935,12.0609,,12.1686,,,,,,,,
07/15/2019,12.3776,12.063,12.3551,12.1859,11.966,12.1566,12.603,11.6221,,,,
07/16/2019,12.4128,12.0653,12.367,12.2051,11.9686,12.1835,12.6143,11.6243,,,,
07/17/2019,12.4148,12.0683,12.36,12.1934,11.9723,12.2805,12.6007,11.6272,,,,
07/18/2019,12.4137,12.0707,12.366,12.1951,11.975,12.2843,12.6011,11.6295,,,,
07/19/2019,12.4129,12.0726,12.3681,12.1969,11.977,12.2683,12.6033,11.6314,,,,
07/20/2019,12.4144,12.0746,,12.1993,,,,,,,,
07/21/2019,12.4159,12.0766,,12.2017,,,,,,,,
07/22/2019,12.4068,12.0786,12.3609,12.1945,11.9833,12.2753,12.5634,11.6371,,,,
07/23/2019,12.4053,12.0806,12.3627,12.1922,11.9853,12.296,12.5742,11.639,,,,
07/24/2019,12.4179,12.0825,12.3459,12.1872,11.9872,12.2771,12.6002,11.6408,,,,
07/25/2019,12.4029,12.0845,12.339,12.1861,11.9894,12.2765,12.6027,11.6428,,,,
07/26/2019,12.4428,12.0866,12.3881,12.2136,11.9916,12.2739,12.6,11.6448,,,,
07/27/2019,12.4443,12.0887,,12.216,,,,,,,,
07/28/2019,12.4457,12.0907,,12.2183,,,,,,,,
07/29/2019,12.4202,12.0927,12.3777,12.2137,11.9979,12.3154,12.6373,11.6507,,,,
07/30/2019,12.4501,12.0955,12.3919,12.2257,12.0006,12.2982,12.6344,11.6533,,,,
07/31/2019,12.4499,12.0977,12.3853,12.2327,12.0027,12.3501,12.6483,11.6554,,,,
08/01/2019,12.4987,12.1,12.4915,12.296,12.0051,12.246,12.662,11.6578,,,,
08/02/2019,12.3984,12.1021,12.4014,12.2609,12.0073,12.3097,12.6284,11.6599,,,,
08/03/2019,12.3999,12.1045,,12.2632,,,,,,,,
08/04/2019,12.4014,12.1064,,12.2655,,,,,,,,
08/05/2019,12.4234,12.1083,12.3903,12.2301,12.0143,12.3593,12.6275,11.666,,,,
08/06/2019,12.4813,12.1101,12.4107,12.2706,12.0167,12.3786,12.6946,11.6678,,,,
08/07/2019,12.4635,12.1121,12.4224,12.2872,12.0197,12.3924,12.7042,11.67,,,,
08/08/2019,12.4707,12.1149,12.4302,12.33,12.0228,12.4122,12.6675,11.673,,,,
08/09/2019,12.4805,12.1173,12.401,12.2665,12.0254,12.368,12.6984,11.6755,,,,
08/10/2019,12.4819,12.1195,12.4034,12.2691,,,,,,,,
08/11/2019,12.4834,12.1213,,12.2717,,,,,,,,
08/12/2019,12.4848,12.1232,,12.2742,,,,11.6755,,,,
08/13/2019,12.454,12.125,12.4345,12.3135,,12.3703,12.6628,11.6832,,,,
08/14/2019,12.4987,12.1268,12.4366,12.3196,,12.3662,12.7052,11.6847,,,,
08/15/2019,12.5002,12.1285,,12.3221,,,,,,,,
08/16/2019,12.5048,12.1303,12.469,12.3488,,12.4146,12.7082,11.6879,,,,
08/17/2019,12.5062,12.1323,,12.3513,,,,,,,,
08/18/2019,12.5077,12.1341,,12.3539,,,,,,,,
08/19/2019,12.4945,12.136,12.4508,12.3579,,12.327,12.671,11.6934,,,,
08/20/2019,12.4896,12.1379,12.4378,12.3356,,12.4077,12.7338,11.6954,,,,
08/21/2019,12.5114,12.1399,12.3692,12.3548,,12.4382,12.5705,11.6975,,,,
08/22/2019,12.5239,12.142,12.3547,12.3327,,12.4532,12.5804,11.6997,,,,
08/23/2019,12.5279,12.1438,12.5119,12.3896,,12.4756,12.7598,11.7015,,,,
08/24/2019,,12.1457,,12.3921,,,,,,,,
08/25/2019,,12.1475,,12.3946,,,,,,,,
08/26/2019,12.5235,12.1493,12.4699,12.3923,,12.4728,12.7711,11.7069,,,,
08/27/2019,12.5602,12.1512,12.4714,12.4301,,12.4319,12.7726,11.7087,,,,
08/28/2019,12.5306,12.1532,12.4846,12.4088,,12.4959,12.7786,11.7106,,,,
08/29/2019,12.5309,12.155,12.4833,12.3626,,12.4676,12.7661,11.7125,,,,
08/30/2019,12.5267,12.1569,12.5319,12.4211,,12.5114,12.706,11.7143,,,,
08/31/2019,,12.1587,,12.4236,,,,,,,,
09/01/2019,,12.1605,,12.4261,,,,,,,,
09/02/2019,,12.1623,,12.4286,,,,,,,,
09/03/2019,12.5462,12.1641,12.502,12.4093,,12.3688,12.7342,11.7215,,,,
09/04/2019,12.5502,12.166,12.502,12.3585,,12.2795,12.7713,11.7233,,,,
09/05/2019,12.54,12.1679,12.5159,12.4191,,12.4757,12.7394,11.7252,,,,
09/06/2019,12.521,12.17,12.5139,12.3818,,12.5131,12.7152,11.7272,,,,
09/07/2019,,12.172,,12.3842,,,,,,,,
09/08/2019,,12.1739,,12.3867,,,,,,,,
09/09/2019,12.5739,12.1757,12.5634,12.4654,,12.4743,12.7722,11.7327,,,,
09/10/2019,,12.1777,,12.4678,,,,,,,,
09/11/2019,12.5707,12.1796,12.5322,12.4108,,12.4884,12.8087,11.7364,,,,
09/12/2019,12.6112,12.1816,12.5695,12.4217,,12.5608,12.8062,11.7383,,,,
09/13/2019,12.6156,12.1837,12.5721,12.418,,12.4605,12.8092,11.7403,,,,
09/14/2019,,12.1856,,12.4204,,,,,,,,
09/15/2019,,12.1875,,12.4228,,,,,,,,
09/16/2019,12.5617,12.1893,12.5379,12.4087,,12.5355,12.7883,11.7457,,,,
09/17/2019,12.5902,12.1912,12.5379,12.425,,12.5042,12.7984,11.7475,,,,
09/18/2019,12.6051,12.1931,12.5516,12.4242,,12.5358,12.8194,11.749,,,,
09/19/2019,12.5903,12.1949,12.5914,12.4285,,12.4873,12.7814,11.7508,,,,
09/20/2019,12.5873,12.1966,12.5716,12.4373,,12.514,12.7881,11.7526,,,,
09/21/2019,,12.1971,,12.4397,,,,,,,,
09/22/2019,,12.199,,12.4421,,,,,,,,
09/23/2019,12.6145,12.2008,12.4744,12.4497,,12.5401,12.6656,11.7567,,,,
09/24/2019,12.5929,12.2016,12.5797,12.4383,,12.5468,12.7892,11.7573,,,,
09/25/2019,12.6055,12.2029,12.4946,12.4423,,12.4848,12.6601,11.7586,,,,
09/26/2019,12.6063,12.2046,12.5624,12.4462,,12.5038,12.8108,11.7603,,,,
09/27/2019,12.5821,12.2068,12.4671,12.4298,,12.4892,12.6307,11.7624,,,,
09/28/2019,,12.2091,,12.4322,,,,,,,,
09/29/2019,,12.2111,,12.4345,,,,,,,,
09/30/2019,12.6137,12.213,12.4865,12.4548,,12.4567,12.7102,11.7682,,,,
10/01/2019,12.6395,12.2167,12.5185,12.4972,,12.5312,12.6994,11.7711,,,,
10/02/2019,,12.22,,12.4996,,,,,,,,
10/03/2019,12.6623,12.2218,12.5771,12.5178,,12.524,12.8688,11.7755,,,,
10/04/2019,12.6573,12.2239,12.5729,12.4842,,12.4868,12.8539,11.7775,,,,
10/05/2019,,12.2263,,12.4865,,,,,,,,
10/06/2019,,12.2281,,12.4889,,,,,,,,
10/07/2019,12.667,12.23,12.5804,12.5049,,12.5088,12.8816,11.7837,,,,
10/08/2019,,12.2323,,12.5072,,,,,,,,
10/09/2019,12.6695,12.2341,12.5912,12.5228,,12.5189,12.8877,11.7877,,,,
10/10/2019,12.6394,12.2359,12.6082,12.4366,,12.5302,12.8673,11.7895,,,,
10/11/2019,12.6582,12.2379,12.5681,12.516,,12.5195,12.8808,11.7914,,,,
10/12/2019,,12.2403,,12.5183,,,,,,,,
10/13/2019,,12.242,,12.5207,,,,,,,,
10/14/2019,12.6927,12.2438,12.5134,12.5523,,12.5405,12.7777,11.797,,,,
10/15/2019,12.6926,12.2465,12.5153,12.553,,12.5654,12.7755,11.7992,,,,
10/16/2019,12.7035,12.2486,12.5729,12.5662,,12.6382,12.7895,11.8012,,,,
10/17/2019,12.6849,12.2505,12.5062,12.5469,,12.3263,12.7959,11.803,,,,
10/18/2019,12.72,12.2523,12.6805,12.566,,12.6756,12.9347,11.8047,,,,
10/19/2019,,12.2539,,12.5684,,,,,,,,
10/20/2019,,12.2557,,12.5707,,,,,,,,
10/21/2019,,12.2574,,12.573,,,,,,,,
10/22/2019,12.6989,12.2591,12.617,12.5692,,12.6531,12.9571,11.8115,,,,
10/23/2019,12.6867,12.2603,12.6663,12.5854,,12.7181,12.9352,11.8128,,,,
10/24/2019,12.6982,12.2619,12.6851,12.6002,,12.758,12.9439,11.8144,,,,
10/25/2019,12.7229,12.2639,12.7116,12.6045,,12.6852,12.9465,11.8163,,,,
10/26/2019,,12.2657,,12.6068,,,,,,,,
10/27/2019,,12.2675,,12.6092,,,,,,,,
10/28/2019,,12.2692,,12.6115,,,,,,,,
10/29/2019,12.7321,12.2709,12.68,12.6165,,12.7088,12.9523,11.8232,,,,
10/30/2019,12.7361,12.2727,12.5989,12.6049,,12.7261,12.8819,11.8249,,,,
10/31/2019,12.704,12.2749,12.7094,12.6162,,12.7734,12.9807,11.827,,,,
11/01/2019,12.7558,12.2771,12.7076,12.6487,,12.8204,13.0398,11.8291,,,,
11/02/2019,,12.2789,,12.651,,,,,,,,
11/03/2019,,12.2806,,12.6533,,,,,,,,
11/04/2019,12.7409,12.2823,12.7161,12.6288,,12.7914,12.9913,11.8342,,,,
11/05/2019,12.7628,12.2838,12.6098,12.6542,,12.6606,12.878,11.8357,,,,
11/06/2019,12.7679,12.2853,12.7239,12.6635,,12.8068,13.0443,11.8371,,,,
11/07/2019,12.7672,12.2865,12.7238,12.6615,,12.8055,13.0435,11.8381,,,,
11/08/2019,12.766,12.2882,12.7284,12.6572,,12.6004,13.0309,11.8398,,,,
11/09/2019,,12.2898,,12.6595,,,,,,,,
11/10/2019,,12.2915,,12.6617,,,,,,,,
