Date,SM001018,SM002018,SM003018
01/23/2026,10.2957,10.3304,10.1779
01/27/2026,10.291,10.3414,10.1839
01/28/2026,10.3056,10.3561,10.1866
01/30/2026,10.3068,10.3656,10.1895
02/02/2026,10.2665,10.341,10.194
02/03/2026,10.335,10.3944,10.2024
02/04/2026,10.3436,10.4081,10.2064
02/05/2026,10.3458,10.404,10.2098
02/06/2026,10.3083,10.3957,10.206
02/09/2026,10.3392,10.4163,10.2092
02/10/2026,10.3493,10.4279,10.2117
02/11/2026,10.3641,10.4366,10.2168
02/12/2026,10.3675,10.4394,10.2142
02/13/2026,10.3418,10.4274,10.2112
02/16/2026,10.3664,10.4493,10.226
02/17/2026,10.3807,10.4543,10.2303
