Date (DD-MM-YYYY),NAV
09-08-2021,27.4219
08-08-2021,27.3983
07-08-2021,27.3931
06-08-2021,27.3878
05-08-2021,27.4948
04-08-2021,27.4927
03-08-2021,27.4778
02-08-2021,27.4605
01-08-2021,27.4380
31-07-2021,27.4328
30-07-2021,27.4275
29-07-2021,27.4375
28-07-2021,27.4360
27-07-2021,27.4413
26-07-2021,27.4494
25-07-2021,27.3985
24-07-2021,27.3932
23-07-2021,27.3880
22-07-2021,27.3844
21-07-2021,27.4216
20-07-2021,27.4163
19-07-2021,27.3671
18-07-2021,27.3245
17-07-2021,27.3192
16-07-2021,27.3140
15-07-2021,27.3646
14-07-2021,27.3335
13-07-2021,27.3469
12-07-2021,27.3240
11-07-2021,27.3576
10-07-2021,27.3524
09-07-2021,27.3471
08-07-2021,27.3808
07-07-2021,27.2865
06-07-2021,27.2976
05-07-2021,27.3973
04-07-2021,27.4003
03-07-2021,27.3950
02-07-2021,27.3897
01-07-2021,27.4304
30-06-2021,27.4291
29-06-2021,27.4355
28-06-2021,27.4010
27-06-2021,27.4799
26-06-2021,27.4747
25-06-2021,27.4694
24-06-2021,27.5300
23-06-2021,27.5304
22-06-2021,27.5439
21-06-2021,27.5702
20-06-2021,27.5536
19-06-2021,27.5484
18-06-2021,27.5432
17-06-2021,27.5668
16-06-2021,27.5675
15-06-2021,27.6061
14-06-2021,27.6868
13-06-2021,27.6984
12-06-2021,27.6933
11-06-2021,27.6881
10-06-2021,27.6646
09-06-2021,27.6462
08-06-2021,27.6355
07-06-2021,27.5860
06-06-2021,27.5528
05-06-2021,27.5477
04-06-2021,27.5425
03-06-2021,27.5504
02-06-2021,27.5610
01-06-2021,27.5369
31-05-2021,27.5719
30-05-2021,27.6547
29-05-2021,27.6547
28-05-2021,27.6495
27-05-2021,27.6967
26-05-2021,27.7181
25-05-2021,27.7129
24-05-2021,27.7009
23-05-2021,27.6961
22-05-2021,27.6909
21-05-2021,27.6857
20-05-2021,27.6486
19-05-2021,27.6291
18-05-2021,27.6241
17-05-2021,27.6437
16-05-2021,27.6264
15-05-2021,27.6213
14-05-2021,27.6161
13-05-2021,27.6441
12-05-2021,27.6389
11-05-2021,27.6256
10-05-2021,27.6196
09-05-2021,27.6267
08-05-2021,27.6215
07-05-2021,27.6164
