Date (DD-MM-YYYY),NAV
09-08-2021,29.0380
08-08-2021,29.0265
07-08-2021,29.0217
06-08-2021,29.0169
05-08-2021,29.1015
04-08-2021,29.0899
03-08-2021,29.0506
02-08-2021,28.9780
01-08-2021,28.9262
31-07-2021,28.9214
30-07-2021,28.9166
29-07-2021,28.9140
28-07-2021,28.9032
27-07-2021,28.9135
26-07-2021,28.9327
25-07-2021,28.9237
24-07-2021,28.9189
23-07-2021,28.9140
22-07-2021,28.8966
21-07-2021,28.8590
20-07-2021,28.8542
19-07-2021,28.8544
18-07-2021,28.8717
17-07-2021,28.8669
16-07-2021,28.8620
15-07-2021,28.8596
14-07-2021,28.8154
13-07-2021,28.7949
12-07-2021,28.7451
11-07-2021,28.7701
10-07-2021,28.7653
09-07-2021,28.7605
08-07-2021,28.7734
07-07-2021,28.7654
06-07-2021,28.7390
05-07-2021,28.8041
04-07-2021,28.7691
03-07-2021,28.7643
02-07-2021,28.7595
01-07-2021,28.7662
30-06-2021,28.7630
29-06-2021,28.7828
28-06-2021,28.7935
27-06-2021,28.8486
26-06-2021,28.8438
25-06-2021,28.8390
24-06-2021,28.8244
23-06-2021,28.7968
22-06-2021,28.8224
21-06-2021,28.8203
20-06-2021,28.8046
19-06-2021,28.7998
18-06-2021,28.7950
17-06-2021,28.8049
16-06-2021,28.8219
15-06-2021,28.8929
14-06-2021,28.9362
13-06-2021,28.9298
12-06-2021,28.9251
11-06-2021,28.9203
10-06-2021,28.9072
09-06-2021,28.8565
08-06-2021,28.8731
07-06-2021,28.8325
06-06-2021,28.7808
05-06-2021,28.7761
04-06-2021,28.7713
03-06-2021,28.7807
02-06-2021,28.7450
01-06-2021,28.7306
31-05-2021,28.7472
30-05-2021,28.7322
29-05-2021,28.7303
28-05-2021,28.7256
27-05-2021,28.7329
26-05-2021,28.7259
25-05-2021,28.6971
24-05-2021,28.6738
23-05-2021,28.6515
22-05-2021,28.6468
21-05-2021,28.6421
20-05-2021,28.5554
19-05-2021,28.5679
18-05-2021,28.5740
17-05-2021,28.5248
16-05-2021,28.4473
15-05-2021,28.4426
14-05-2021,28.4379
13-05-2021,28.4651
12-05-2021,28.4604
11-05-2021,28.4947
10-05-2021,28.4945
09-05-2021,28.4655
08-05-2021,28.4608
07-05-2021,28.4561
06-05-2021,28.4297
05-05-2021,28.3637
04-05-2021,28.3002
03-05-2021,28.3272
02-05-2021,28.3150
01-05-2021,28.3103
30-04-2021,28.3056
29-04-2021,28.3488
28-04-2021,28.3253
27-04-2021,28.2733
26-04-2021,28.2174
25-04-2021,28.1351
24-04-2021,28.1304
23-04-2021,28.1257
22-04-2021,28.1483
21-04-2021,28.1013
20-04-2021,28.0966
19-04-2021,28.1201
18-04-2021,28.1726
17-04-2021,28.1679
16-04-2021,28.1632
15-04-2021,28.1548
14-04-2021,28.1828
13-04-2021,28.1782
12-04-2021,28.1223
11-04-2021,28.2759
10-04-2021,28.2712
09-04-2021,28.2665
08-04-2021,28.2780
07-04-2021,28.2352
06-04-2021,28.1570
05-04-2021,28.1226
04-04-2021,28.1626
03-04-2021,28.1579
02-04-2021,28.1532
01-04-2021,28.1486
31-03-2021,28.0939
30-03-2021,28.1114
29-03-2021,28.0257
28-03-2021,28.0210
27-03-2021,28.0163
26-03-2021,28.0115
25-03-2021,27.9496
24-03-2021,28.0044
23-03-2021,28.0267
22-03-2021,27.9197
21-03-2021,27.8573
20-03-2021,27.8525
19-03-2021,27.8478
18-03-2021,27.7398
17-03-2021,27.7918
16-03-2021,27.8498
15-03-2021,27.8300
14-03-2021,27.8705
13-03-2021,27.8658
12-03-2021,27.8611
11-03-2021,27.9207
10-03-2021,27.9160
09-03-2021,27.8960
08-03-2021,27.8785
07-03-2021,27.8629
06-03-2021,27.8582
05-03-2021,27.8536
04-03-2021,27.9210
03-03-2021,27.9473
02-03-2021,27.8674
01-03-2021,27.7975
28-02-2021,27.7201
27-02-2021,27.7099
26-02-2021,27.7053
25-02-2021,27.9064
24-02-2021,27.8850
23-02-2021,27.8072
22-02-2021,27.7881
21-02-2021,27.9737
20-02-2021,27.9690
19-02-2021,27.9644
18-02-2021,28.0096
17-02-2021,28.0448
16-02-2021,28.0837
15-02-2021,28.0938
14-02-2021,28.0719
13-02-2021,28.0673
12-02-2021,28.0626
11-02-2021,28.0628
10-02-2021,28.0069
09-02-2021,27.9938
08-02-2021,28.0486
07-02-2021,27.9787
06-02-2021,27.9741
05-02-2021,27.9695
04-02-2021,28.0723
03-02-2021,28.0002
02-02-2021,27.9328
01-02-2021,27.9180
31-01-2021,27.9291
30-01-2021,27.9245
29-01-2021,27.9226
28-01-2021,27.9711
27-01-2021,27.9940
26-01-2021,28.0621
25-01-2021,28.0575
24-01-2021,28.0831
23-01-2021,28.0785
22-01-2021,28.0739
21-01-2021,28.1276
20-01-2021,28.1497
19-01-2021,28.1139
18-01-2021,28.0467
17-01-2021,28.1105
16-01-2021,28.1059
15-01-2021,28.1013
14-01-2021,28.1852
13-01-2021,28.1770
12-01-2021,28.1775
11-01-2021,28.1728
10-01-2021,28.1826
09-01-2021,28.1780
08-01-2021,28.1734
07-01-2021,28.0941
06-01-2021,28.0856
05-01-2021,28.0999
04-01-2021,28.0376
03-01-2021,27.9633
02-01-2021,27.9588
01-01-2021,27.9542
31-12-2020,27.9373
30-12-2020,27.9288
29-12-2020,27.9091
28-12-2020,27.8831
27-12-2020,27.8210
26-12-2020,27.8164
25-12-2020,27.8119
24-12-2020,27.8073
23-12-2020,27.7584
22-12-2020,27.7027
21-12-2020,27.6437
20-12-2020,27.8089
19-12-2020,27.8043
18-12-2020,27.7997
17-12-2020,27.7949
16-12-2020,27.7849
15-12-2020,27.7505
14-12-2020,27.7479
13-12-2020,27.7091
12-12-2020,27.7046
11-12-2020,27.7001
10-12-2020,27.7035
09-12-2020,27.7096
08-12-2020,27.6722
07-12-2020,27.6674
06-12-2020,27.6420
05-12-2020,27.6375
04-12-2020,27.6330
03-12-2020,27.5503
02-12-2020,27.5297
01-12-2020,27.5282
30-11-2020,27.4912
29-11-2020,27.4867
28-11-2020,27.4822
27-11-2020,27.4777
26-11-2020,27.4729
25-11-2020,27.4198
24-11-2020,27.4609
23-11-2020,27.4109
22-11-2020,27.3882
21-11-2020,27.3837
20-11-2020,27.3793
19-11-2020,27.3457
18-11-2020,27.3742
17-11-2020,27.3396
16-11-2020,27.2772
15-11-2020,27.2727
14-11-2020,27.2682
13-11-2020,27.2637
12-11-2020,27.2327
11-11-2020,27.2433
10-11-2020,27.1900
09-11-2020,27.1763
08-11-2020,27.1212
07-11-2020,27.1167
06-11-2020,27.1122
05-11-2020,27.0711
04-11-2020,26.9658
03-11-2020,26.9310
02-11-2020,26.9012
01-11-2020,26.8846
31-10-2020,26.8801
30-10-2020,26.8756
29-10-2020,26.8846
28-10-2020,26.9183
27-10-2020,26.9703
26-10-2020,26.9357
25-10-2020,26.9099
24-10-2020,26.9054
23-10-2020,26.9009
22-10-2020,26.8463
21-10-2020,26.8474
20-10-2020,26.8142
19-10-2020,26.8030
18-10-2020,26.7577
17-10-2020,26.7532
16-10-2020,26.7487
15-10-2020,26.7230
14-10-2020,26.7918
13-10-2020,26.7718
12-10-2020,26.7588
11-10-2020,26.7220
10-10-2020,26.7176
09-10-2020,26.7130
08-10-2020,26.5356
07-10-2020,26.4800
06-10-2020,26.4461
05-10-2020,26.4331
04-10-2020,26.3933
03-10-2020,26.3888
02-10-2020,26.3843
01-10-2020,26.3798
30-09-2020,26.3025
29-09-2020,26.2758
28-09-2020,26.2916
27-09-2020,26.2498
26-09-2020,26.2453
25-09-2020,26.2409
24-09-2020,26.1805
23-09-2020,26.2891
22-09-2020,26.3016
21-09-2020,26.3302
20-09-2020,26.4229
19-09-2020,26.4184
18-09-2020,26.4139
17-09-2020,26.4089
16-09-2020,26.4473
15-09-2020,26.4099
14-09-2020,26.3807
13-09-2020,26.3859
12-09-2020,26.3815
11-09-2020,26.3770
10-09-2020,26.3744
09-09-2020,26.3372
08-09-2020,26.3359
07-09-2020,26.4300
06-09-2020,26.4787
05-09-2020,26.4742
04-09-2020,26.4697
03-09-2020,26.5478
02-09-2020,26.5192
01-09-2020,26.5026
31-08-2020,26.2451
30-08-2020,26.2706
29-08-2020,26.2688
28-08-2020,26.2643
27-08-2020,26.2429
26-08-2020,26.2329
25-08-2020,26.2156
24-08-2020,26.1857
23-08-2020,26.2525
22-08-2020,26.2480
21-08-2020,26.2435
20-08-2020,26.3898
19-08-2020,26.4057
18-08-2020,26.4142
17-08-2020,26.3947
16-08-2020,26.3885
15-08-2020,26.3840
14-08-2020,26.3794
13-08-2020,26.4532
12-08-2020,26.4363
11-08-2020,26.4431
10-08-2020,26.4309
09-08-2020,26.4383
08-08-2020,26.4338
07-08-2020,26.4293
06-08-2020,26.4482
05-08-2020,26.4685
04-08-2020,26.4599
03-08-2020,26.3923
02-08-2020,26.4305
01-08-2020,26.4260
31-07-2020,26.4215
30-07-2020,26.4216
29-07-2020,26.4398
28-07-2020,26.4334
27-07-2020,26.3948
26-07-2020,26.4502
25-07-2020,26.4458
24-07-2020,26.4413
23-07-2020,26.4464
22-07-2020,26.4069
21-07-2020,26.4134
20-07-2020,26.3793
19-07-2020,26.3631
18-07-2020,26.3586
17-07-2020,26.3541
16-07-2020,26.3009
15-07-2020,26.2424
14-07-2020,26.2185
13-07-2020,26.2971
12-07-2020,26.2587
11-07-2020,26.2543
10-07-2020,26.2498
09-07-2020,26.2022
08-07-2020,26.1608
07-07-2020,26.1284
06-07-2020,26.0747
05-07-2020,26.0185
04-07-2020,26.0140
03-07-2020,26.0096
02-07-2020,25.9902
01-07-2020,25.9286
30-06-2020,25.8651
29-06-2020,25.8254
28-06-2020,25.8360
27-06-2020,25.8315
26-06-2020,25.8271
25-06-2020,25.7740
24-06-2020,25.7470
23-06-2020,25.7984
22-06-2020,25.7514
21-06-2020,25.7200
20-06-2020,25.7155
19-06-2020,25.7110
18-06-2020,25.6241
17-06-2020,25.5361
16-06-2020,25.5206
15-06-2020,25.5126
14-06-2020,25.5458
13-06-2020,25.5414
12-06-2020,25.5369
11-06-2020,25.5266
10-06-2020,25.5793
09-06-2020,25.5442
08-06-2020,25.5606
07-06-2020,25.5521
06-06-2020,25.5477
05-06-2020,25.5433
04-06-2020,25.4955
03-06-2020,25.4830
02-06-2020,25.4551
01-06-2020,25.4330
31-05-2020,25.3982
30-05-2020,25.3938
29-05-2020,25.3920
28-05-2020,25.3628
27-05-2020,25.3033
26-05-2020,25.2295
25-05-2020,25.2084
24-05-2020,25.2040
23-05-2020,25.1996
22-05-2020,25.1952
21-05-2020,25.0925
20-05-2020,25.0572
19-05-2020,24.9913
18-05-2020,24.9445
17-05-2020,25.0254
16-05-2020,25.0210
15-05-2020,25.0166
14-05-2020,25.0213
13-05-2020,25.0083
12-05-2020,24.9118
11-05-2020,24.8868
10-05-2020,25.0252
09-05-2020,25.0208
08-05-2020,25.0164
07-05-2020,24.9591
06-05-2020,24.9762
05-05-2020,24.8795
04-05-2020,24.8463
03-05-2020,24.9583
02-05-2020,24.9539
01-05-2020,24.9495
30-04-2020,24.9451
29-04-2020,24.8360
28-04-2020,24.8063
27-04-2020,24.8009
26-04-2020,24.7676
25-04-2020,24.7632
24-04-2020,24.7588
23-04-2020,24.9186
22-04-2020,24.7572
21-04-2020,24.7002
20-04-2020,24.7443
19-04-2020,24.5433
18-04-2020,24.5389
17-04-2020,24.5344
16-04-2020,24.3590
15-04-2020,24.2658
14-04-2020,24.1840
13-04-2020,24.1794
12-04-2020,24.1899
11-04-2020,24.1854
10-04-2020,24.1810
09-04-2020,24.1766
08-04-2020,24.0549
07-04-2020,24.1956
06-04-2020,24.1530
05-04-2020,24.1485
04-04-2020,24.1441
03-04-2020,24.1396
02-04-2020,24.2885
01-04-2020,24.2841
31-03-2020,24.3723
30-03-2020,24.2565
29-03-2020,24.4098
28-03-2020,24.4054
27-03-2020,24.3994
26-03-2020,23.9451
25-03-2020,23.7822
24-03-2020,23.6566
23-03-2020,23.5884
22-03-2020,24.0326
21-03-2020,24.0281
20-03-2020,24.0237
19-03-2020,23.7941
18-03-2020,24.0622
17-03-2020,24.2810
16-03-2020,24.4180
15-03-2020,24.5307
14-03-2020,24.5263
13-03-2020,24.5219
12-03-2020,24.5927
11-03-2020,24.9713
10-03-2020,25.0524
09-03-2020,25.0480
08-03-2020,25.1215
07-03-2020,25.1171
06-03-2020,25.1127
05-03-2020,25.1335
04-03-2020,25.1157
03-03-2020,25.0309
02-03-2020,24.9945
01-03-2020,25.0064
29-02-2020,25.0020
28-02-2020,24.9949
27-02-2020,25.1241
26-02-2020,25.1632
25-02-2020,25.1637
24-02-2020,25.1698
23-02-2020,25.1982
22-02-2020,25.1938
21-02-2020,25.1894
20-02-2020,25.1850
19-02-2020,25.1951
18-02-2020,25.1605
17-02-2020,25.1665
16-02-2020,25.1795
15-02-2020,25.1751
14-02-2020,25.1707
13-02-2020,25.1386
12-02-2020,25.1013
11-02-2020,25.0832
10-02-2020,25.0558
09-02-2020,25.0648
08-02-2020,25.0604
07-02-2020,25.0561
06-02-2020,25.0144
05-02-2020,24.9015
04-02-2020,24.8672
03-02-2020,24.7847
02-02-2020,24.7586
01-02-2020,24.7542
31-01-2020,24.7499
30-01-2020,24.7777
29-01-2020,24.8091
28-01-2020,24.8059
27-01-2020,24.8399
26-01-2020,24.8551
25-01-2020,24.8507
24-01-2020,24.8463
23-01-2020,24.8081
22-01-2020,24.7514
21-01-2020,24.7620
20-01-2020,24.7616
19-01-2020,24.7943
18-01-2020,24.7900
17-01-2020,24.7856
16-01-2020,24.7685
15-01-2020,24.7449
14-01-2020,24.7120
13-01-2020,24.7603
12-01-2020,24.7397
11-01-2020,24.7353
10-01-2020,24.7309
09-01-2020,24.7625
08-01-2020,24.6661
07-01-2020,24.6688
06-01-2020,24.6329
05-01-2020,24.7541
04-01-2020,24.7497
03-01-2020,24.7453
02-01-2020,24.7621
01-01-2020,24.7162
31-12-2019,24.7330
30-12-2019,24.7669
29-12-2019,24.7683
28-12-2019,24.7640
27-12-2019,24.7596
26-12-2019,24.6881
25-12-2019,24.7082
24-12-2019,24.7038
23-12-2019,24.7253
22-12-2019,24.7048
21-12-2019,24.7005
20-12-2019,24.6961
19-12-2019,24.5253
18-12-2019,24.5187
17-12-2019,24.4723
16-12-2019,24.4125
15-12-2019,24.4172
14-12-2019,24.4129
13-12-2019,24.4085
12-12-2019,24.3912
11-12-2019,24.3921
10-12-2019,24.3912
09-12-2019,24.4593
08-12-2019,24.4632
07-12-2019,24.4588
06-12-2019,24.4545
05-12-2019,24.5266
04-12-2019,24.6739
03-12-2019,24.6384
02-12-2019,24.6388
01-12-2019,24.6454
30-11-2019,24.6410
29-11-2019,24.6367
28-11-2019,24.6670
27-11-2019,24.6140
26-11-2019,24.6086
25-11-2019,24.6082
24-11-2019,24.5285
23-11-2019,24.5241
22-11-2019,24.5198
21-11-2019,24.5248
20-11-2019,24.5746
19-11-2019,24.5256
18-11-2019,24.4970
17-11-2019,24.4792
16-11-2019,24.4749
15-11-2019,24.4705
14-11-2019,24.4511
13-11-2019,24.4127
12-11-2019,24.4105
11-11-2019,24.4062
10-11-2019,24.4145
09-11-2019,24.4101
08-11-2019,24.4058
07-11-2019,24.4615
06-11-2019,24.4573
05-11-2019,24.4308
