Date (DD-MM-YYYY),NAV
12-08-2021,28.1169
11-08-2021,27.9930
10-08-2021,27.9952
09-08-2021,27.9808
06-08-2021,27.9561
05-08-2021,28.0544
04-08-2021,28.0343
03-08-2021,27.8827
02-08-2021,27.4772
30-07-2021,27.2563
29-07-2021,27.2996
28-07-2021,27.1793
27-07-2021,27.2070
26-07-2021,27.3684
23-07-2021,27.3986
22-07-2021,27.3082
20-07-2021,26.9514
19-07-2021,27.1684
16-07-2021,27.3949
15-07-2021,27.3801
14-07-2021,27.2777
13-07-2021,27.1881
12-07-2021,27.0330
09-07-2021,26.9825
08-07-2021,27.0143
07-07-2021,27.2408
06-07-2021,27.1412
05-07-2021,27.1781
02-07-2021,26.9649
01-07-2021,26.8853
30-06-2021,26.9263
29-06-2021,26.9675
28-06-2021,27.0856
25-06-2021,27.1122
24-06-2021,26.9440
23-06-2021,26.7980
22-06-2021,26.9303
21-06-2021,26.8728
18-06-2021,26.7773
17-06-2021,26.8396
16-06-2021,26.9519
15-06-2021,27.1304
14-06-2021,27.0375
11-06-2021,26.9902
10-06-2021,26.9181
09-06-2021,26.6666
08-06-2021,26.8904
07-06-2021,26.9016
04-06-2021,26.7420
03-06-2021,26.7738
02-06-2021,26.5774
01-06-2021,26.5315
31-05-2021,26.5786
28-05-2021,26.3033
27-05-2021,26.1948
25-05-2021,25.9513
24-05-2021,25.9266
21-05-2021,25.8805
20-05-2021,25.4891
19-05-2021,25.6564
18-05-2021,25.7245
17-05-2021,25.4280
14-05-2021,25.0679
12-05-2021,25.1470
11-05-2021,25.4164
10-05-2021,25.4980
07-05-2021,25.3002
06-05-2021,25.1842
05-05-2021,25.0232
04-05-2021,24.7725
03-05-2021,24.9448
30-04-2021,24.9289
29-04-2021,25.2531
28-04-2021,25.1990
27-04-2021,24.8635
26-04-2021,24.6119
23-04-2021,24.3341
22-04-2021,24.4256
20-04-2021,24.2883
19-04-2021,24.3006
16-04-2021,24.7174
15-04-2021,24.6664
12-04-2021,24.2721
09-04-2021,25.1703
08-04-2021,25.2447
07-04-2021,25.1520
06-04-2021,24.8860
05-04-2021,24.8368
31-03-2021,24.9026
30-03-2021,25.0244
26-03-2021,24.5735
25-03-2021,24.3057
24-03-2021,24.6872
23-03-2021,25.1498
22-03-2021,24.9989
19-03-2021,24.9854
18-03-2021,24.6567
17-03-2021,24.9769
16-03-2021,25.3505
15-03-2021,25.3600
12-03-2021,25.5145
10-03-2021,25.7824
09-03-2021,25.6438
08-03-2021,25.4791
05-03-2021,25.4241
04-03-2021,25.6761
03-03-2021,25.8660
02-03-2021,25.3341
01-03-2021,25.0281
26-02-2021,24.6909
25-02-2021,25.5906
24-02-2021,25.3984
23-02-2021,25.0025
22-02-2021,24.9226
18-02-2021,25.7488
17-02-2021,25.8445
16-02-2021,25.9426
15-02-2021,25.9666
12-02-2021,25.6806
11-02-2021,25.7212
10-02-2021,25.5861
09-02-2021,25.5668
08-02-2021,25.5835
05-02-2021,25.2464
04-02-2021,25.2393
03-02-2021,25.0021
02-02-2021,24.7702
01-02-2021,24.1880
29-01-2021,23.1330
28-01-2021,23.4802
27-01-2021,23.6453
25-01-2021,24.0460
22-01-2021,24.2468
21-01-2021,24.5767
20-01-2021,24.7021
19-01-2021,24.5077
18-01-2021,24.1156
15-01-2021,24.4459
14-01-2021,24.7401
13-01-2021,24.6705
12-01-2021,24.6156
11-01-2021,24.5154
08-01-2021,24.3806
07-01-2021,24.0152
06-01-2021,23.9784
05-01-2021,24.0115
04-01-2021,23.9175
01-01-2021,23.6899
31-12-2020,23.5973
30-12-2020,23.6349
29-12-2020,23.5502
28-12-2020,23.4783
24-12-2020,23.2742
23-12-2020,23.0429
22-12-2020,22.7870
21-12-2020,22.5220
18-12-2020,23.2970
17-12-2020,23.2181
16-12-2020,23.2016
15-12-2020,23.0695
14-12-2020,23.1013
11-12-2020,22.9776
10-12-2020,22.9117
09-12-2020,22.9693
08-12-2020,22.7716
07-12-2020,22.7146
04-12-2020,22.5319
03-12-2020,22.2888
02-12-2020,22.1909
01-12-2020,22.1602
27-11-2020,21.9242
26-11-2020,21.9524
25-11-2020,21.7607
24-11-2020,22.0836
23-11-2020,21.8633
20-11-2020,21.6952
19-11-2020,21.5212
18-11-2020,21.7812
17-11-2020,21.6159
13-11-2020,21.3923
12-11-2020,21.2989
11-11-2020,21.3936
10-11-2020,21.1544
09-11-2020,20.9770
06-11-2020,20.6307
05-11-2020,20.4588
04-11-2020,20.0847
03-11-2020,19.8994
02-11-2020,19.7074
29-10-2020,19.7246
28-10-2020,19.7730
27-10-2020,19.9932
26-10-2020,19.7046
23-10-2020,19.9697
22-10-2020,19.9144
21-10-2020,19.9361
20-10-2020,19.8770
19-10-2020,19.8331
16-10-2020,19.6619
15-10-2020,19.5027
14-10-2020,19.9635
13-10-2020,19.9098
12-10-2020,19.9115
09-10-2020,19.9053
08-10-2020,19.7890
07-10-2020,19.6406
06-10-2020,19.5759
05-10-2020,19.4117
01-10-2020,19.2884
30-09-2020,19.0223
29-09-2020,19.0243
28-09-2020,19.0869
25-09-2020,18.7602
24-09-2020,18.2992
23-09-2020,18.8618
22-09-2020,18.9459
21-09-2020,19.0926
18-09-2020,19.5760
17-09-2020,19.5430
16-09-2020,19.6699
15-09-2020,19.5388
14-09-2020,19.3812
11-09-2020,19.4123
10-09-2020,19.3673
09-09-2020,19.0946
08-09-2020,19.1570
07-09-2020,19.2366
04-09-2020,19.2452
03-09-2020,19.5773
02-09-2020,19.6120
01-09-2020,19.4726
31-08-2020,19.3010
28-08-2020,19.8405
27-08-2020,19.6524
26-08-2020,19.6507
25-08-2020,19.5300
24-08-2020,19.4919
21-08-2020,19.3708
20-08-2020,19.2982
19-08-2020,19.4331
18-08-2020,19.3973
17-08-2020,19.1762
14-08-2020,19.0757
13-08-2020,19.2806
12-08-2020,19.2555
11-08-2020,19.2687
10-08-2020,19.2174
07-08-2020,19.0573
06-08-2020,19.0338
05-08-2020,18.8752
04-08-2020,18.8261
03-08-2020,18.5600
31-07-2020,18.8167
30-07-2020,18.8067
29-07-2020,18.9285
28-07-2020,19.0131
27-07-2020,18.7509
24-07-2020,18.8652
23-07-2020,18.9457
22-07-2020,18.7845
21-07-2020,18.8323
20-07-2020,18.6447
17-07-2020,18.4704
16-07-2020,18.1995
15-07-2020,17.9517
14-07-2020,17.9548
13-07-2020,18.2549
10-07-2020,18.1666
09-07-2020,18.2369
08-07-2020,18.0850
07-07-2020,18.2566
06-07-2020,18.1951
03-07-2020,17.9515
02-07-2020,17.8319
01-07-2020,17.6495
30-06-2020,17.5054
29-06-2020,17.5009
26-06-2020,17.6585
25-06-2020,17.5290
24-06-2020,17.5239
23-06-2020,17.8308
22-06-2020,17.5321
19-06-2020,17.3464
18-06-2020,17.0850
17-06-2020,16.8022
16-06-2020,16.8244
15-06-2020,16.7320
12-06-2020,16.9881
11-06-2020,16.8481
10-06-2020,17.1853
09-06-2020,17.0793
08-06-2020,17.2715
05-06-2020,17.2095
04-06-2020,17.0045
03-06-2020,17.0328
02-06-2020,16.8850
01-06-2020,16.6682
29-05-2020,16.3213
28-05-2020,16.1423
27-05-2020,15.8925
26-05-2020,15.4624
22-05-2020,15.4824
21-05-2020,15.5556
20-05-2020,15.4852
19-05-2020,15.1917
18-05-2020,15.0818
15-05-2020,15.6128
14-05-2020,15.6399
13-05-2020,15.9692
12-05-2020,15.6544
11-05-2020,15.7173
08-05-2020,15.7217
06-05-2020,15.7812
05-05-2020,15.6779
04-05-2020,15.8498
30-04-2020,16.6825
29-04-2020,16.2402
28-04-2020,16.0394
27-04-2020,15.9075
24-04-2020,15.6447
23-04-2020,15.9190
22-04-2020,15.7085
21-04-2020,15.3959
20-04-2020,15.8688
17-04-2020,15.9663
16-04-2020,15.5072
15-04-2020,15.4038
13-04-2020,15.4549
09-04-2020,15.5813
08-04-2020,14.9762
07-04-2020,14.9874
03-04-2020,13.8299
31-03-2020,14.6843
30-03-2020,14.1959
27-03-2020,14.6835
26-03-2020,14.6715
24-03-2020,13.3909
23-03-2020,13.0646
20-03-2020,14.9655
19-03-2020,14.1773
18-03-2020,14.5736
17-03-2020,15.3530
16-03-2020,15.7181
13-03-2020,16.9048
12-03-2020,16.3391
11-03-2020,17.7677
09-03-2020,17.7906
06-03-2020,18.6748
05-03-2020,19.0983
04-03-2020,19.0463
03-03-2020,19.1438
02-03-2020,18.8229
28-02-2020,18.9675
27-02-2020,19.6797
26-02-2020,19.7566
25-02-2020,19.9568
24-02-2020,20.0026
20-02-2020,20.3921
18-02-2020,20.2357
17-02-2020,20.3048
14-02-2020,20.4133
13-02-2020,20.5078
12-02-2020,20.5425
11-02-2020,20.3977
10-02-2020,20.2853
07-02-2020,20.4173
06-02-2020,20.4691
05-02-2020,20.3602
04-02-2020,20.1963
03-02-2020,19.7853
31-01-2020,20.1527
30-01-2020,20.2559
29-01-2020,20.4349
28-01-2020,20.3084
27-01-2020,20.4391
24-01-2020,20.5831
23-01-2020,20.4486
22-01-2020,20.2859
21-01-2020,20.3632
20-01-2020,20.4481
17-01-2020,20.6491
16-01-2020,20.6302
15-01-2020,20.6057
14-01-2020,20.6177
13-01-2020,20.5825
10-01-2020,20.4431
09-01-2020,20.3692
08-01-2020,20.0477
07-01-2020,20.0656
06-01-2020,19.9925
03-01-2020,20.3703
02-01-2020,20.4655
01-01-2020,20.2840
31-12-2019,20.2815
30-12-2019,20.4036
27-12-2019,20.3987
26-12-2019,20.1829
24-12-2019,20.3109
23-12-2019,20.3735
20-12-2019,20.3988
19-12-2019,20.3812
18-12-2019,20.3029
17-12-2019,20.2564
16-12-2019,20.1017
13-12-2019,20.1621
12-12-2019,19.9574
11-12-2019,19.8397
10-12-2019,19.7558
09-12-2019,19.9062
06-12-2019,19.8992
05-12-2019,20.0633
04-12-2019,20.1273
03-12-2019,20.0289
02-12-2019,20.1355
29-11-2019,20.1457
28-11-2019,20.3252
27-11-2019,20.2029
26-11-2019,20.1110
25-11-2019,20.1728
22-11-2019,19.9017
21-11-2019,19.9975
20-11-2019,20.0913
19-11-2019,19.9862
18-11-2019,19.9042
15-11-2019,19.8982
14-11-2019,19.8399
13-11-2019,19.8017
11-11-2019,19.9587
08-11-2019,19.9344
07-11-2019,20.0799
06-11-2019,20.0435
05-11-2019,19.9624
04-11-2019,20.0247
01-11-2019,19.9771
31-10-2019,19.9471
30-10-2019,19.8819
29-10-2019,19.7648
25-10-2019,19.4112
24-10-2019,19.3559
23-10-2019,19.4119
22-10-2019,19.3906
18-10-2019,19.5173
17-10-2019,19.3901
